,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
15,Sistema,Sistema,8941797.98,8634610.84,8415082.65,8307255.97,8406534.01,8557899.75,8822881.93,9493219.03,10092222.86,10409790.75,10822660.88,11156004.41,11111161.92,11165450.75,11229768.56,11200375.24,10918550.98,10825748.1,11315889.02,11219365.63,10966015.8,10595091.93,10034034.8,9443550.85,2023-10-13
16,Sistema,Sistema,9022424.12,8735647.1,8504223.13,8355146.36,8356782.02,8337439.77,8363014.21,8817676.65,9441792.65,9781748.48,10054840.67,10314156.26,10299828.06,10187724.55,9918575.08,9755933.04,9673770.38,9797895.63,10442814.08,10351542.91,10031381.9,9826506.85,9358196.49,8896802.03,2023-10-14
17,Sistema,Sistema,8400134.13,8068638.11,7757788.84,7495052.52,7367466.85,7199300.89,7058183.35,7359616.47,7774582.48,8270113.7,8598903.52,8828086.89,8829242.91,8921981.2,8895512.33,8870139.86,8738537.55,8840722.41,9585046.73,9634157.02,9505532.29,9245526.2,8947682.37,8538928.01,2023-10-15
18,Sistema,Sistema,7995424.74,7699464.35,7481324.54,7409590.61,7378369.86,7283746.47,7265632.59,7596026.8,7951218.8,8276899.71,8614123.72,8894788.79,8991828.45,9032328.55,9001219.03,8947266.67,8917136.88,9107239.62,9851388.8,9960858.39,9816292.69,9434721.54,8948725.66,8439949.66,2023-10-16
19,Sistema,Sistema,7885899.27,7652939.06,7549232.41,7571891.3,7835208.95,8297871.45,8696929.52,9290999.35,9799942.51,10139603.36,10594228.79,10652775.81,10553167.9,10721891.4,10939525.35,10846020.06,10803103.26,10659003.32,11192722.79,11153944.41,10919455.66,10528131.16,9844011.83,9340401.83,2023-10-17
20,Sistema,Sistema,8795171.69,8451022.32,8235956.9,8181386.42,8419405.76,8838844.1,9005011.09,9496626.48,9834169.58,10104355.87,10469649.55,10794595.29,10682899.19,10765341.5,11095019.57,11144712.85,10892390.55,10702563.92,11308042.61,11339721.21,11142917.74,10686176.26,10116508.53,9554066.62,2023-10-18
21,Sistema,Sistema,9113602.88,8829622.82,8604392.75,8452290.62,8610596.88,9002602.86,9208848.55,9675677.93,10091737.08,10394180.42,10768167.91,11038680.47,10942664.26,11091331.99,11313826.1,11321356.18,11125432.66,10990474.42,11518983.18,11481748.53,11316181.24,10831940.93,10140179.87,9465792.7,2023-10-19
22,Sistema,Sistema,8821177.12,8497982.04,8273853.24,8185404.52,8329159.31,8586887.38,8874870.69,9384415.2,9821195.8,10029775.89,10302667.42,10511742.47,10446103.01,10573732.63,10805411.26,10853516.85,10674241.79,10600577.3,11075430.8,10989659.59,10645286.26,10151953.86,9586922.87,9101660.67,2023-10-20
23,Sistema,Sistema,8763454.42,8341104.19,8125307.54,8014053.79,8059435.72,8142671.57,8333681.43,8925744.31,9455845.87,9759917.91,10007397.79,10175126.74,10109057.14,9977067.8,9797645.01,9707435.25,9627545.61,9764288.52,10368843.37,10219414.75,9920258.73,9570879.9,9100643.88,8705356.66,2023-10-21
24,Sistema,Sistema,8211409.4,7865049.79,7698033.51,7536004.1,7454737.87,7349904.3,7164717.86,7452767.73,7875428.97,8192613.17,8487255.48,8795624.21,8912538.5,8946212.25,8839714.39,8740554.98,8638525.64,8877833.79,9602109.23,9701810.23,9583606.68,9380442.31,8972104.06,8464906.29,2023-10-22
25,Sistema,Sistema,8112958.43,7863656.51,7686540.18,7669961.27,7841731.26,8316004.61,8528230.26,8985267.22,9527937.96,9858879.94,10269549.66,10623117.51,10593096.13,10760098.64,10946918.06,10932836.28,10820372.18,10689909.09,11121106.14,11080607.53,10827663.05,10297413.26,9679320.78,9132002.51,2023-10-23
26,Sistema,Sistema,8479412.88,8256332.45,8363982.81,8305287.98,8502723.17,8472367.82,8643133.79,9034680.37,9462515.46,9772377.78,10115822.01,10365558.59,10334965.57,10497343.4,10669577.66,10632908.74,10453407.52,10341912.6,10861807.81,10871685.45,10637109.92,10094567.72,9397323.01,8801313.43,2023-10-24
27,Sistema,Sistema,8704646.86,8460552.32,8289097.48,8220261.54,8380458.2,8785955.88,8918259.18,9318920.05,9724368.75,9849337.5,10197400.08,10524192.38,10479347.7,10402854.49,10450150.24,10389224.88,10223248.84,10155266.93,10543499.64,10490892.09,10224425.44,9684620.45,9027334.94,8522989.77,2023-10-25
28,Sistema,Sistema,8129743.64,7838451.78,7629133.23,7610998.14,7860402.91,8396081.18,8588395.49,9056499.34,9293350.04,9566105.7,9881937.22,10222175.73,10099355.67,10206875.26,10364910.97,10313671.04,10159229.63,10265036.2,10579660.99,10529465.2,10229983.64,9827849.89,9322809.11,8822456.74,2023-10-26
29,Sistema,Sistema,8412552.87,8185279.23,7991707.25,7976327.77,8180959.87,8593586.83,8772687.16,9176550.18,9445279.4,9696534.58,9918617.09,10107600.01,10022836.42,10016051.68,10127216.25,10159416.77,10004788.43,10183217.13,10647592.59,10455769.7,10241484.7,9844845.05,9405011.69,8886077.43,2023-10-27
0,Sistema,Sistema,8656529.57,8350097.06,8037202.06,7905240.37,8055078.95,8538402.53,8701109.58,9187861.26,9675821.08,10030037.44,10521122.45,10863220.72,10819694.72,10973525.84,11233580.08,11354847.11,11237277.03,10855905.84,11368016.6,11675186.15,11483860.88,10910921.57,10177757.29,9408326.11,2023-08-29
1,Sistema,Sistema,8903841.87,8599328.28,8329238.82,8201038.75,8337990.36,8707693.96,8904994.87,9437129.67,10033114.59,10508573.42,10870859.23,11171602.63,11127525.92,11296510.45,11506136.97,11603086.14,11422553.15,11073422.7,11388563.61,11640950.45,11490589.55,10913580.48,10130650.71,9390066.19,2023-08-30
2,Sistema,Sistema,8998910.86,8564702.63,8342441.3,8199926.68,8357029.91,8751340.63,8890703.09,9403554.09,10019573.96,10477932.3,10800694.86,11139524.25,11229558.96,11364238.11,11601753.33,11647557.58,11474921.87,11087103.35,11526831.94,11710337.37,11504429.21,11107979.92,10275186.28,9327321.72,2023-08-31
3,Sistema,Sistema,8868444.54,8594845.5,8369474.3,8228664.49,8364113.73,8684396.69,8842041.07,9320099.72,10030346.26,10402697.76,10788850.71,11170716.84,11183550.02,11301713.24,11511917.91,11541171.71,11443617.86,11029935.52,11296020.99,11376915.25,11178371.08,10849630.82,10363070.36,9796884.44,2023-09-01
4,Sistema,Sistema,9464638.18,9124555.66,8897089.73,8668693.82,8614861.17,8670066.64,8718373.58,9238950.4,9857933.32,10292605.13,10596944.81,10761872.15,10692301.71,10499602.82,10313019.06,10156138.21,10007599.84,10035243.37,10684387.37,10696115.16,10403487.08,10018862.57,9520214.63,8982200.48,2023-09-02
5,Sistema,Sistema,8397930.49,8032266.2,7663782.54,7401663.26,7318046.67,7202147.06,7019246.97,7344429.1,7743195.31,8089868.82,8409115.97,8702384.49,8974162.61,8975840.79,8808499.24,8794764.67,8759308.36,8790577.15,9393705.34,9693279.97,9627316.69,9300115.7,8820797.64,8326684.98,2023-09-03
6,Sistema,Sistema,7942656.64,7628143.72,7424073.39,7356407.25,7534251.36,8011301.87,8187553.46,8716581.68,9285304.32,9612034.01,10001508.38,10317756.8,10416738.94,10540028.27,10803635.47,10822419.38,10806620.65,10561042.87,11087779.48,11303896.62,11112844.1,10736471.21,9951871.54,8991721.03,2023-09-04
7,Sistema,Sistema,8524117.1,8242146.52,8019438.31,7925487.08,8105174.01,8552931.92,8727598.58,9227142.94,9936828.23,10386532.64,10829392.8,11065708.2,11052925.76,11269473.97,11458127.45,11376041.71,11201762.74,10643668.86,11257758.56,11572428.17,11366057.84,10814931.66,10044368.31,9248374.28,2023-09-05
8,Sistema,Sistema,8645596.56,8386895.73,8199087.36,8104015.54,8272981.17,8694696.11,8838109.47,9312213.53,9820894.47,10437085.51,11014123.64,11327304.96,11286925.47,11444219.68,11644605.96,11630887.46,11478197.35,11053856.51,11556119.26,11740471.14,11566676.87,11125905.06,10427404.93,9466498.47,2023-09-06
9,Sistema,Sistema,9242036.48,8988117.79,8688351.41,8394292.97,8474387.31,8901078.59,9057996.4,9621852.16,10249757.27,10630681.51,10986250.01,11296508.83,11218124.38,11385509.99,11560424.75,11564115.89,11397272.55,11068951.84,11633817.6,11714624.63,11462389.94,10888450.06,10245335.37,9655958.88,2023-09-07
10,Sistema,Sistema,9075855.19,8840011.99,8638018.61,8526319.06,8620894.67,9015889.3,9165482.47,9799503.49,10383999.73,10720645.54,11110262.24,11366651.16,11319697.94,11389772.75,11598786.25,11578521.54,11392326.67,11054190.13,11510990.85,11602823.35,11424737.54,10955709.19,10356639.87,9809847.35,2023-09-08
11,Sistema,Sistema,9245600.0,8920825.98,8722342.15,8588145.91,8582436.41,8614659.95,8684627.32,9269899.72,9808799.52,10003379.48,10640499.55,10848791.56,10707652.64,10508722.36,10397378.12,10320840.08,10143199.43,10117589.49,10705763.03,10666049.41,10373115.2,9974070.78,9520657.1,9047322.08,2023-09-09
12,Sistema,Sistema,8630745.8,8315085.76,8011368.78,7572280.71,7547346.6,7469127.75,7161711.64,7393081.56,7749080.41,8181293.98,8524823.43,8929682.86,9085481.16,9084971.7,8976921.61,8918127.67,8675235.57,8596523.72,9338016.95,9731381.7,9686777.72,9394690.74,8991476.24,8396518.27,2023-09-10
13,Sistema,Sistema,7927059.87,7662627.44,7538629.91,7461785.64,7654188.09,8107125.92,8311353.98,8993995.8,9742758.15,10227303.89,10684334.06,11005820.95,10952102.54,11155314.21,11370025.22,11419552.35,11237075.74,10877243.93,11298886.12,11480536.16,11309467.78,10855638.27,10157819.35,9415050.61,2023-09-11
14,Sistema,Sistema,8806428.18,8408370.76,8143759.64,7998677.53,8183632.14,8667420.45,8793031.56,9392478.87,10156298.29,10494312.77,10866581.98,11122741.7,11025305.41,11221900.5,11467054.42,11531344.76,11387988.1,11042012.61,11568846.0,11757378.78,11529158.81,11040732.35,10347426.26,9668844.91,2023-09-12
15,Sistema,Sistema,8962656.31,8823712.35,8632367.67,8459986.01,8619707.66,9026006.43,9210908.49,9749973.94,10226218.67,10561949.36,10862054.48,11139462.93,11108798.85,11267517.33,11464717.65,11450413.43,11204242.37,10842775.3,11346776.06,11537659.9,11385739.59,10896057.87,10279496.81,9562586.06,2023-09-13
16,Sistema,Sistema,9093691.24,8828636.49,8641598.76,8552665.45,8714053.43,9143936.38,9310086.35,9793221.3,10276152.23,10607528.95,10989500.11,11241732.28,11158035.79,11231075.99,11435845.04,11458696.3,11306858.87,11005324.04,11436289.2,11208932.09,11241910.23,10938313.94,10319800.92,9694684.09,2023-09-14
17,Sistema,Sistema,9161049.43,8784493.5,8484852.4,8229684.24,8269276.49,8714293.25,8857890.6,9277841.81,9849424.42,10372554.24,10843362.12,11158964.58,11065374.48,11111016.57,11230064.8,11152308.27,10866336.01,10606876.21,11103975.38,11156310.15,10970276.1,10559061.57,10042132.14,9190620.57,2023-09-15
18,Sistema,Sistema,8615801.06,8286379.73,8006597.04,7872439.64,7872659.49,7885017.63,8096965.56,8684218.38,9253719.43,9805752.19,10268993.46,10457082.08,10391954.7,10236713.41,10137701.97,10077883.0,10066884.5,10049789.64,10712282.27,10785147.81,10475003.53,9959883.94,9471861.65,8834617.13,2023-09-16
19,Sistema,Sistema,8366445.32,8143680.9,7883795.79,7700225.88,7510556.43,7404720.1,7187934.76,7466499.84,7833857.21,8355604.17,8705870.09,9062211.35,9269749.78,9237602.86,9009017.57,8947530.83,8952863.16,9021825.54,9828731.33,10073750.58,9969673.57,9709640.6,9267874.66,8744846.31,2023-09-17
20,Sistema,Sistema,8331735.4,8019398.27,7774484.52,7759248.62,7984013.79,8444722.38,8672161.4,9276261.15,9869424.99,10253774.65,10600679.88,10835537.76,10869174.71,10989280.87,10908405.17,10921322.02,10836131.89,10596911.4,11087475.7,11186494.49,11055864.6,10530682.95,9864700.53,9237533.28,2023-09-18
21,Sistema,Sistema,8806554.95,8544052.17,8345388.14,8244907.3,8439586.78,8873331.63,8997208.69,9462548.39,9952622.1,10264679.54,10715255.19,11022594.53,10956884.86,11001773.43,11279930.62,11356928.15,11207878.38,10897981.99,11317124.18,11590483.47,11253492.83,10887935.99,10269434.48,9580297.29,2023-09-19
22,Sistema,Sistema,8873868.09,8520583.87,8329444.56,8128254.65,8289648.29,8760709.81,8920041.26,9508487.84,10036058.14,10359205.9,10728136.49,11053591.73,11009063.83,11161104.92,11397705.69,11398078.35,11210715.45,10850538.84,11508478.93,11618724.83,11373496.51,10826208.3,10202841.21,9571229.59,2023-09-20
23,Sistema,Sistema,9083236.88,8837369.13,8636534.51,8550342.05,8686725.54,8991964.09,9120074.9,9649381.55,10179326.8,10565455.45,10941037.86,11332835.5,11314034.59,11420015.3,11611815.26,11608028.6,11479220.57,11136845.03,11657836.69,11703523.67,11508637.96,11075270.02,10411643.51,9795577.03,2023-09-21
24,Sistema,Sistema,9347184.21,9040749.82,8801360.0,8687620.57,8833780.81,9207597.46,9356551.85,9855302.05,10356158.38,10712689.31,11110667.8,11449717.48,11363591.99,11464599.05,11661223.53,11569276.0,11339742.86,11052455.77,11491240.93,11495957.57,11277062.34,10898005.94,10327619.14,9738976.36,2023-09-22
25,Sistema,Sistema,9245020.64,8952640.93,8729227.65,8603922.75,8600323.86,8614912.89,8734751.53,9214983.42,9604374.83,9949900.83,10288150.79,10503249.76,10479772.43,10394445.78,10298390.85,10151990.0,10155012.39,10162137.92,10831795.88,10741395.48,10422326.69,10020726.11,9572884.22,9160435.77,2023-09-23
26,Sistema,Sistema,8615529.28,8323015.23,8082446.76,7894725.17,7795144.73,7658116.81,7522922.82,7872668.8,8156412.86,8483207.86,8859433.38,9159970.63,9341290.13,9350227.73,9284871.33,9181212.49,9138778.53,9233017.59,10062141.52,10288500.6,10198159.07,9931837.69,9481084.8,9000909.37,2023-09-24
27,Sistema,Sistema,8637363.06,8403616.05,8190996.45,8103415.84,8267715.21,8729130.87,8982417.08,9522110.42,10055359.45,10403961.18,10773399.87,11077788.43,10962891.55,11185830.78,11406830.61,11441000.35,11300319.17,10993546.46,11545233.85,11606196.21,11465062.16,11007679.06,10320140.01,9694626.7,2023-09-25
28,Sistema,Sistema,9228170.9,8860945.96,8615752.73,8489903.22,8674423.96,9017729.25,9201383.42,9693042.57,10118372.48,10296589.87,10720459.35,11071586.41,11068197.54,11253151.9,11474760.5,11482744.99,11338200.82,11060416.75,11595854.27,11642212.98,11424440.28,10956914.75,10237013.46,9617001.58,2023-09-26
29,Sistema,Sistema,9162452.74,8869414.89,8659253.64,8584604.64,8725640.99,9120073.66,9324526.15,9854520.67,10283281.93,10566099.83,10984715.74,11276388.77,11228748.65,11366499.43,11596212.35,11591354.95,11420441.33,11131188.24,11628658.74,11683141.13,11482474.83,11031337.89,10340435.11,9722554.76,2023-09-27
0,Sistema,Sistema,8518781.77,8182418.76,7933666.75,7739053.58,7694666.98,7603895.94,7441584.63,7682239.51,8030769.15,8320019.88,8588093.31,8858536.31,9001390.23,9018728.83,8869780.29,8720204.63,8566397.21,8550754.25,9164604.25,9637570.57,9567875.9,9351374.51,8890689.29,8400826.87,2023-07-30
1,Sistema,Sistema,7956612.44,7703267.54,7537862.51,7473408.72,7669026.87,8115387.86,8318951.94,8869103.9,9388729.62,9723594.09,10124461.63,10394544.56,10250703.87,10451950.49,10624246.29,10637147.5,10419150.49,10063331.49,10361978.46,10716351.96,10551929.82,10154964.34,9385682.56,8811341.14,2023-07-31
2,Sistema,Sistema,8371157.53,8098748.1,7923468.51,7819786.65,7976931.31,8380616.91,8517592.42,8991612.58,9485237.99,9802358.47,10169569.49,10420648.53,10290714.12,10463149.71,10693250.09,10657138.38,10396246.93,10005083.62,10396215.27,10810465.37,10658171.45,10193452.28,9511690.42,8884344.52,2023-08-01
3,Sistema,Sistema,8393089.32,8122413.7,7939200.04,7841225.58,7992044.29,8410938.83,8563036.67,9056751.55,9577931.89,9862098.62,10266453.44,10554995.64,10503888.27,10661066.89,10882928.86,10884410.37,10658643.65,10241109.93,10579258.2,11006104.64,10865899.57,10430710.6,9753851.51,9112547.75,2023-08-02
4,Sistema,Sistema,8672286.44,8363430.23,8133896.75,7992764.38,8194878.37,8653773.7,8828940.3,9266031.02,9703710.57,10031689.87,10418230.49,10724731.05,10563376.14,10784822.52,11008985.19,11041041.84,10892236.91,10452696.87,10769838.42,11160376.57,11001402.54,10526668.85,9817502.48,9220110.61,2023-08-03
5,Sistema,Sistema,8781063.81,8481995.08,8252833.65,8163589.43,8303036.21,8655640.22,8833655.98,9321754.89,9851692.45,10133017.25,10540828.06,10875291.03,10795496.1,10923490.33,11086017.64,11040368.46,10817694.37,10444952.87,10766572.16,11037124.93,10869850.89,10471343.97,9858484.0,9298046.51,2023-08-04
6,Sistema,Sistema,8793037.77,8487940.72,8240514.78,8093129.77,8091255.37,8118297.36,8269388.94,8784585.1,9382458.33,9690200.64,10037328.13,10230542.52,10134120.48,10035630.46,10076609.01,10019668.25,9907772.97,9782307.7,10230949.28,10487591.26,10207632.21,9822886.24,9395164.07,8951700.27,2023-08-05
7,Sistema,Sistema,8537025.1,8246073.86,8003328.2,7779070.93,7675905.66,7549044.78,7313791.24,7600634.53,7958672.95,8235043.11,8514046.13,8733216.0,8896163.54,8948211.38,8860734.37,8773486.07,8705704.36,8665910.09,9224928.03,9582543.83,9496636.67,9278457.78,8938455.27,8482076.49,2023-08-06
8,Sistema,Sistema,8103155.03,7829848.67,7647632.27,7506084.84,7461580.99,7436181.92,7328805.59,7706556.88,8105073.61,8456808.11,8793288.72,9109216.35,9275368.13,9305691.19,9210048.94,9095864.3,8981332.77,8954652.04,9794722.48,10022154.2,9861635.55,9567215.72,9104186.89,8574714.91,2023-08-07
9,Sistema,Sistema,8154484.41,7907328.75,7747388.35,7763204.94,7990369.33,8352852.68,8547354.41,9081323.84,9625438.56,10076777.46,10447816.83,10766343.06,10702029.94,10891862.32,11051866.67,11067909.86,10927121.19,10440546.86,10761622.45,11240497.12,11048735.59,10536665.99,9862743.16,9225783.34,2023-08-08
10,Sistema,Sistema,8739547.74,8419149.07,8205785.1,8086747.67,8242029.51,8710176.92,8829630.95,9323184.8,9804800.39,10051352.11,10395028.96,10689653.68,10620299.84,10737730.76,10966722.81,10936430.72,10739973.85,10371792.46,10720179.83,11089365.58,10857990.21,10358025.38,9636832.74,9015159.35,2023-08-09
11,Sistema,Sistema,8563504.42,8277565.62,8080306.8,8006452.42,8138240.35,8557742.53,8713969.75,9166158.63,9619515.27,9931500.82,10310863.64,10639035.17,10581313.06,10671959.36,10922897.22,10895992.63,10671963.61,10272968.41,10730467.11,11119544.63,10765314.78,10316284.28,9736220.76,9117463.93,2023-08-10
12,Sistema,Sistema,8667306.48,8438539.22,8253472.13,8184377.33,8330877.71,8715416.46,8863713.76,9369136.93,9885272.78,10203590.41,10565569.03,10861047.02,10758253.31,10833100.06,11082891.81,11051376.54,10792189.47,10398206.22,10784923.97,11050639.44,10854873.75,10435020.05,9848938.79,9248437.28,2023-08-11
13,Sistema,Sistema,8776870.07,8494668.98,8278666.2,8133856.65,8124282.67,8318849.8,8549961.66,9041754.84,9496996.41,9829827.49,10179111.88,10406709.65,10314151.3,10169995.85,10098646.49,10024439.27,9904662.25,9754442.04,10270752.59,10499776.08,10227438.09,9839527.45,9402025.89,8936371.76,2023-08-12
14,Sistema,Sistema,8468169.24,8153047.15,7935237.87,7759467.64,7655169.72,7560411.18,7344507.52,7647671.33,8052538.22,8379351.08,8585431.06,8888241.82,9118643.52,9140715.09,9030756.86,8887880.38,8755626.64,8690444.91,9245091.22,9634232.75,9566685.82,9358841.41,8928434.53,8421177.4,2023-08-13
15,Sistema,Sistema,8072006.92,7819788.16,7629236.31,7549967.12,7731851.25,8204602.11,8407325.08,8965907.12,9500802.18,9820354.15,10289183.88,10547101.62,10488660.08,10625809.87,10764644.93,10707687.27,10547098.99,10129866.15,10462218.9,10744331.32,10622886.63,10205158.0,9489713.21,8906292.31,2023-08-14
16,Sistema,Sistema,8469591.0,8186744.8,8014045.87,7888468.14,8048953.51,8476858.55,8596409.94,8982373.91,9432012.9,9872916.0,10442290.11,10741162.52,10690862.34,10772602.35,10812470.98,10659878.13,10499001.84,10139303.02,10510112.22,10833019.26,10659541.88,10208185.19,9502663.14,8900296.53,2023-08-15
17,Sistema,Sistema,8442489.2,8166937.33,7978907.19,7888078.29,8031760.38,8417827.7,8599208.43,9026442.37,9437259.5,9713147.16,10084636.57,10423864.79,10317229.39,10478380.16,10656126.72,10655054.73,10523745.95,10198813.47,10681773.17,11001099.68,10721717.92,10289893.48,9585060.58,8983808.29,2023-08-16
18,Sistema,Sistema,8545426.36,8289715.76,8100300.11,8016788.01,8195607.47,8618117.31,8735884.79,9224119.0,9714162.08,9967896.34,10307311.98,10592290.08,10192409.06,10538873.18,10848018.29,10878673.18,10709694.53,10370044.18,10802186.02,11091643.27,10751175.92,10363605.41,9676653.88,9118562.47,2023-08-17
19,Sistema,Sistema,8634501.95,8374054.67,8124636.72,8011375.69,8171974.88,8539550.19,8696400.79,9223426.35,9689157.96,9988990.2,10341356.77,10660383.75,10601302.46,10761266.45,10964680.92,10951197.62,10779350.13,10405192.4,10794031.84,11014234.45,10812438.99,10413867.51,9838958.91,9308099.56,2023-08-18
20,Sistema,Sistema,8835067.86,8570367.6,8351453.85,8241034.0,8261039.19,8320708.0,8460685.33,9006850.85,9533985.92,9884993.72,10206549.24,10372386.1,10308931.22,10199220.25,10108641.18,10059969.13,9912138.96,9851103.86,10419581.2,10502999.8,10177444.52,9863653.61,9274184.22,8865786.66,2023-08-19
21,Sistema,Sistema,8494140.73,8217705.33,7964008.15,7763193.13,7676322.83,7619933.12,7364267.88,7617013.32,7928750.75,8154016.48,8409806.65,8646299.03,8732338.93,8714668.91,8572260.2,8401759.33,8426697.42,8465574.8,9121229.34,9417804.59,9319561.13,9122668.52,8745938.01,8284185.56,2023-08-20
22,Sistema,Sistema,7971248.32,7686844.98,7483620.45,7320996.58,7296388.29,7268238.32,7169155.25,7566156.52,7946994.05,8298607.37,8650782.85,8958736.77,9057977.07,9105308.1,9006925.07,8884088.55,8796446.76,8821137.91,9500004.67,9791971.02,9617558.72,9198712.11,8688592.0,8208872.82,2023-08-21
23,Sistema,Sistema,7925737.2,7613278.15,7492166.02,7428193.89,7633476.1,8134671.45,8245682.26,8607941.92,9065291.28,9352443.14,9639797.96,9889770.68,9741438.63,9861383.79,10103401.77,10162983.61,10036156.48,9799305.14,10311657.39,10499549.39,10183065.15,9654584.49,8975460.79,8389990.17,2023-08-22
24,Sistema,Sistema,7957836.0,7693627.23,7568143.02,7511441.69,7716300.73,8210878.18,8359183.78,8792632.51,9239197.68,9476917.6,9847468.95,10090057.02,10052476.02,10153370.49,10408770.74,10478540.27,10340681.13,10032975.91,10488762.17,10791815.42,10654030.24,10168940.01,9479991.92,8809666.11,2023-08-23
25,Sistema,Sistema,8305627.51,7997264.76,7847911.38,7728888.43,7936511.64,8367238.42,8496554.63,8956204.25,9412625.09,9611853.66,9956081.54,10281222.4,10232589.44,10347682.16,10539292.06,10550880.25,10471624.33,10172370.5,10634284.54,10935444.73,10789286.02,10291800.49,9643373.87,9023265.09,2023-08-24
26,Sistema,Sistema,8560570.62,8255716.57,8051004.74,7965982.6,8100572.12,8547311.5,8716059.08,9190371.3,9680658.64,9969185.89,10313470.05,10390982.76,10461210.68,10579339.89,10807413.73,10803196.59,10617244.06,10268044.7,10646251.57,10897195.83,10812609.85,10356605.06,9733115.74,9274220.71,2023-08-25
27,Sistema,Sistema,8766146.24,8430147.65,8148124.36,7984140.31,7972969.3,8049318.45,8202999.55,8796094.94,9319430.25,9689608.24,9985539.51,10202374.05,10192319.57,10081396.36,10033633.39,9900568.12,9738163.54,9565513.43,9953706.04,10127564.24,9947767.82,9582397.97,9123862.33,8621937.62,2023-08-26
28,Sistema,Sistema,8164423.09,7855583.8,7584946.53,7408008.1,7272087.59,7119945.21,6947440.26,7345521.79,7706743.46,8056508.74,8397342.02,8701668.08,8847011.39,8879240.34,8809266.1,8651604.95,8656646.85,8694795.0,9381116.73,9763749.69,9716874.58,9492363.63,9076882.74,8569549.42,2023-08-27
29,Sistema,Sistema,8198028.8,7953492.41,7789488.23,7699618.99,7881235.93,8278762.44,8460484.81,8986628.29,9580633.37,10138896.96,10544202.53,10833117.32,10691781.97,10870308.22,11016369.2,10998318.21,10836060.87,10474074.08,10839832.66,11056487.16,10869308.73,10469003.47,9682490.49,9079053.03,2023-08-28
0,Sistema,Sistema,8570601.78,8281282.22,8032823.35,7900031.45,7992952.33,8106504.16,8420812.03,9033617.35,9566249.22,9903848.36,10279573.61,10617117.2,10513947.42,10611528.28,10769689.88,10739481.88,10523783.02,10132501.15,10416986.62,10702879.07,10544550.77,10148801.99,9637962.9,9056195.71,2023-06-30
1,Sistema,Sistema,8661068.25,8374302.99,8104297.58,7930759.97,7923754.72,7886517.91,7978698.61,8501126.63,9065475.74,9460818.55,9856702.14,10060762.86,9993510.57,9852527.33,9647931.6,9503253.69,9357407.68,9208687.88,9694328.85,9930865.31,9729812.58,9350927.73,8860582.43,8409809.67,2023-07-01
2,Sistema,Sistema,7967631.8,7647769.99,7429934.51,7262484.44,7141571.92,7056102.43,6897461.32,7184774.91,7514509.48,7799451.79,7992426.18,8209995.48,8275973.01,8266497.1,8126537.63,8045141.95,7937049.57,7950769.48,8563924.65,8941625.24,8823074.01,8551051.27,8155497.53,7803219.05,2023-07-02
3,Sistema,Sistema,7530770.43,7278362.82,7106136.78,6994320.98,6960777.52,6891596.72,6795739.52,7134455.19,7532506.91,7881993.88,8233058.78,8537945.51,8684198.59,8685312.17,8577717.43,8474328.35,8411042.56,8409893.7,9016721.65,9457475.91,9349812.13,8982586.94,8542458.1,8091475.28,2023-07-03
4,Sistema,Sistema,7772150.4,7530751.02,7328849.17,7257200.22,7396200.95,7662943.02,7969893.8,8593563.8,9087693.27,9397334.05,9737441.96,10021558.41,9971843.29,10046651.52,10210918.91,10239092.68,10076763.92,9744665.81,10058042.64,10441565.09,10276478.29,9861631.91,9245242.01,8631759.92,2023-07-04
5,Sistema,Sistema,8180085.55,7894908.52,7661864.53,7555892.9,7658269.98,7934182.96,8206610.84,8772400.3,9311213.63,9646583.85,9979362.15,10256548.1,10215499.2,10288296.48,10441999.56,10407801.68,10190524.58,9838344.19,10216717.93,10561847.14,10369115.94,9922328.02,9300009.99,8699822.73,2023-07-05
6,Sistema,Sistema,8209101.18,7961338.39,7802106.59,7682130.8,7738408.24,8009658.78,8317941.2,8867618.0,9319643.97,9631698.46,9940346.84,10202053.94,10130254.26,10169412.24,10275698.59,10264838.41,10078799.97,9782400.16,10143207.34,10451905.7,10241790.65,9811155.2,9200451.01,8594533.5,2023-07-06
7,Sistema,Sistema,8173277.67,7913406.45,7638927.2,7561973.61,7697380.55,7950777.08,8254987.13,8827071.98,9333825.08,9635736.72,9972895.63,10208192.19,10104063.85,10189988.23,10322594.65,10300719.17,10145543.23,9773257.07,10014541.45,10280661.11,10127694.12,9698670.35,9140563.13,8591110.73,2023-07-07
8,Sistema,Sistema,8154907.98,7864546.32,7663201.26,7548364.54,7589506.04,7666466.4,7813175.46,8357148.98,8881295.24,9219629.14,9487309.44,9711164.75,9690341.35,9569505.56,9468026.18,9410516.49,9287989.63,9197803.91,9651569.56,9939252.75,9707392.11,9312040.51,8785790.97,8240724.25,2023-07-08
