,timestamp,Values_Type,GeneReal
468,2023_Q1_labor_7h,SOLAR,13898.7782
469,2023_Q1_labor_7h,TERMICA,1394211.5788
470,2023_Q1_labor_8h,COGENERADOR,109082.7582
471,2023_Q1_labor_8h,EOLICA,17054.5806
472,2023_Q1_labor_8h,HIDRAULICA,7022705.3554
473,2023_Q1_labor_8h,SOLAR,108335.4842
474,2023_Q1_labor_8h,TERMICA,1431829.878
475,2023_Q1_labor_9h,COGENERADOR,106506.3186
476,2023_Q1_labor_9h,EOLICA,18744.1268
477,2023_Q1_labor_9h,HIDRAULICA,7425882.930600001
478,2023_Q1_labor_9h,SOLAR,194051.9404
479,2023_Q1_labor_9h,TERMICA,1471327.4772
480,2023_Q2_holidays_0h,COGENERADOR,68500.10076923078
481,2023_Q2_holidays_0h,EOLICA,19473.95
482,2023_Q2_holidays_0h,HIDRAULICA,6432303.634615385
483,2023_Q2_holidays_0h,SOLAR,0.0
484,2023_Q2_holidays_0h,TERMICA,1321248.6546153848
485,2023_Q2_holidays_10h,COGENERADOR,68022.28
486,2023_Q2_holidays_10h,EOLICA,12177.685384615384
487,2023_Q2_holidays_10h,HIDRAULICA,6409055.970769231
488,2023_Q2_holidays_10h,SOLAR,225353.2876923077
489,2023_Q2_holidays_10h,TERMICA,1097208.1353846153
490,2023_Q2_holidays_11h,COGENERADOR,66538.76846153846
491,2023_Q2_holidays_11h,EOLICA,12657.023846153847
492,2023_Q2_holidays_11h,HIDRAULICA,6640532.416923077
493,2023_Q2_holidays_11h,SOLAR,262800.8623076923
494,2023_Q2_holidays_11h,TERMICA,1116624.3961538463
495,2023_Q2_holidays_12h,COGENERADOR,65401.939230769225
496,2023_Q2_holidays_12h,EOLICA,18147.783846153845
497,2023_Q2_holidays_12h,HIDRAULICA,6821942.157692308
498,2023_Q2_holidays_12h,SOLAR,273586.48615384614
499,2023_Q2_holidays_12h,TERMICA,1135380.3884615384
500,2023_Q2_holidays_13h,COGENERADOR,64315.729230769226
501,2023_Q2_holidays_13h,EOLICA,20402.866153846153
502,2023_Q2_holidays_13h,HIDRAULICA,6904474.543846154
503,2023_Q2_holidays_13h,SOLAR,279066.0984615385
504,2023_Q2_holidays_13h,TERMICA,1145989.4138461538
505,2023_Q2_holidays_14h,COGENERADOR,64689.663076923076
506,2023_Q2_holidays_14h,EOLICA,22658.400769230768
507,2023_Q2_holidays_14h,HIDRAULICA,6887437.827692308
508,2023_Q2_holidays_14h,SOLAR,276977.43153846153
509,2023_Q2_holidays_14h,TERMICA,1155298.9484615384
510,2023_Q2_holidays_15h,COGENERADOR,65349.36307692307
511,2023_Q2_holidays_15h,EOLICA,23894.40846153846
512,2023_Q2_holidays_15h,HIDRAULICA,6769921.76
513,2023_Q2_holidays_15h,SOLAR,253821.24538461538
514,2023_Q2_holidays_15h,TERMICA,1193732.4346153846
515,2023_Q2_holidays_16h,COGENERADOR,64743.769230769234
516,2023_Q2_holidays_16h,EOLICA,24314.299230769233
517,2023_Q2_holidays_16h,HIDRAULICA,6734453.570769231
518,2023_Q2_holidays_16h,SOLAR,197533.24923076926
519,2023_Q2_holidays_16h,TERMICA,1204158.2292307692
520,2023_Q2_holidays_17h,COGENERADOR,66022.10461538461
521,2023_Q2_holidays_17h,EOLICA,25382.925384615388
522,2023_Q2_holidays_17h,HIDRAULICA,6727810.320769231
523,2023_Q2_holidays_17h,SOLAR,120745.89923076922
524,2023_Q2_holidays_17h,TERMICA,1211271.46
525,2023_Q2_holidays_18h,COGENERADOR,67594.30692307692
526,2023_Q2_holidays_18h,EOLICA,23849.78923076923
527,2023_Q2_holidays_18h,HIDRAULICA,6816061.065384615
528,2023_Q2_holidays_18h,SOLAR,27810.57384615385
529,2023_Q2_holidays_18h,TERMICA,1228485.4284615384
530,2023_Q2_holidays_19h,COGENERADOR,66807.4023076923
531,2023_Q2_holidays_19h,EOLICA,23262.32230769231
532,2023_Q2_holidays_19h,HIDRAULICA,7512844.233846154
533,2023_Q2_holidays_19h,SOLAR,53.26076923076924
534,2023_Q2_holidays_19h,TERMICA,1308709.3061538462
535,2023_Q2_holidays_1h,COGENERADOR,70658.52846153846
536,2023_Q2_holidays_1h,EOLICA,20637.987692307688
537,2023_Q2_holidays_1h,HIDRAULICA,6421685.367692308
538,2023_Q2_holidays_1h,SOLAR,0.0015384615384615385
539,2023_Q2_holidays_1h,TERMICA,1307158.1107692306
540,2023_Q2_holidays_20h,COGENERADOR,65444.160769230766
541,2023_Q2_holidays_20h,EOLICA,23313.574615384612
542,2023_Q2_holidays_20h,HIDRAULICA,7776386.196923077
543,2023_Q2_holidays_20h,SOLAR,0.0015384615384615385
544,2023_Q2_holidays_20h,TERMICA,1353997.66
545,2023_Q2_holidays_21h,COGENERADOR,65590.87923076922
546,2023_Q2_holidays_21h,EOLICA,22404.515384615384
547,2023_Q2_holidays_21h,HIDRAULICA,7633268.868461538
548,2023_Q2_holidays_21h,SOLAR,0.0
549,2023_Q2_holidays_21h,TERMICA,1371373.6776923079
550,2023_Q2_holidays_22h,COGENERADOR,68012.98307692308
551,2023_Q2_holidays_22h,EOLICA,22153.69384615385
552,2023_Q2_holidays_22h,HIDRAULICA,7311333.096153846
553,2023_Q2_holidays_22h,SOLAR,0.0
554,2023_Q2_holidays_22h,TERMICA,1348611.1815384615
555,2023_Q2_holidays_23h,COGENERADOR,67167.32
556,2023_Q2_holidays_23h,EOLICA,20526.132307692307
557,2023_Q2_holidays_23h,HIDRAULICA,6873310.323076923
558,2023_Q2_holidays_23h,SOLAR,0.0
559,2023_Q2_holidays_23h,TERMICA,1344765.2484615385
560,2023_Q2_holidays_2h,COGENERADOR,71118.09461538462
561,2023_Q2_holidays_2h,EOLICA,19280.811538461538
562,2023_Q2_holidays_2h,HIDRAULICA,6154561.653076923
563,2023_Q2_holidays_2h,SOLAR,0.0023076923076923075
564,2023_Q2_holidays_2h,TERMICA,1264450.6115384614
565,2023_Q2_holidays_3h,COGENERADOR,71400.40615384615
566,2023_Q2_holidays_3h,EOLICA,17908.29
567,2023_Q2_holidays_3h,HIDRAULICA,5932140.7700000005
568,2023_Q2_holidays_3h,SOLAR,0.0015384615384615385
569,2023_Q2_holidays_3h,TERMICA,1221836.2323076923
570,2023_Q2_holidays_4h,COGENERADOR,70776.27923076923
571,2023_Q2_holidays_4h,EOLICA,18401.784615384615
572,2023_Q2_holidays_4h,HIDRAULICA,5818657.873846154
573,2023_Q2_holidays_4h,SOLAR,0.0
574,2023_Q2_holidays_4h,TERMICA,1166925.6607692307
575,2023_Q2_holidays_5h,COGENERADOR,70655.49846153846
576,2023_Q2_holidays_5h,EOLICA,15272.185384615384
577,2023_Q2_holidays_5h,HIDRAULICA,5784925.706923077
578,2023_Q2_holidays_5h,SOLAR,0.0
579,2023_Q2_holidays_5h,TERMICA,1128442.7492307692
580,2023_Q2_holidays_6h,COGENERADOR,70016.96461538461
581,2023_Q2_holidays_6h,EOLICA,13410.236153846154
582,2023_Q2_holidays_6h,HIDRAULICA,5736703.513076923
583,2023_Q2_holidays_6h,SOLAR,536.9315384615385
584,2023_Q2_holidays_6h,TERMICA,1091971.7607692308
585,2023_Q2_holidays_7h,COGENERADOR,69257.63769230769
586,2023_Q2_holidays_7h,EOLICA,13103.881538461537
587,2023_Q2_holidays_7h,HIDRAULICA,5591231.033076922
588,2023_Q2_holidays_7h,SOLAR,26137.053076923075
589,2023_Q2_holidays_7h,TERMICA,1058534.8061538462
590,2023_Q2_holidays_8h,COGENERADOR,69043.07538461538
591,2023_Q2_holidays_8h,EOLICA,11949.45
592,2023_Q2_holidays_8h,HIDRAULICA,5799236.14076923
593,2023_Q2_holidays_8h,SOLAR,98790.1976923077
594,2023_Q2_holidays_8h,TERMICA,1079255.93
595,2023_Q2_holidays_9h,COGENERADOR,67927.41846153846
596,2023_Q2_holidays_9h,EOLICA,11005.793846153847
597,2023_Q2_holidays_9h,HIDRAULICA,6127702.516153846
598,2023_Q2_holidays_9h,SOLAR,163302.5507692308
599,2023_Q2_holidays_9h,TERMICA,1095607.26
600,2023_Q2_labor_0h,COGENERADOR,72267.60430379747
601,2023_Q2_labor_0h,EOLICA,21515.190506329116
602,2023_Q2_labor_0h,HIDRAULICA,6847656.811265823
603,2023_Q2_labor_0h,SOLAR,0.01772151898734177
604,2023_Q2_labor_0h,TERMICA,1470837.4851898735
605,2023_Q2_labor_10h,COGENERADOR,68052.33417721519
606,2023_Q2_labor_10h,EOLICA,16664.259746835443
607,2023_Q2_labor_10h,HIDRAULICA,7738101.17443038
608,2023_Q2_labor_10h,SOLAR,240935.62911392405
609,2023_Q2_labor_10h,TERMICA,1292747.4583544303
610,2023_Q2_labor_11h,COGENERADOR,65926.70050632911
611,2023_Q2_labor_11h,EOLICA,18793.352151898736
612,2023_Q2_labor_11h,HIDRAULICA,8035189.337468354
613,2023_Q2_labor_11h,SOLAR,271396.5759493671
614,2023_Q2_labor_11h,TERMICA,1320077.4018987343
615,2023_Q2_labor_12h,COGENERADOR,65098.817974683545
616,2023_Q2_labor_12h,EOLICA,22347.88848101266
617,2023_Q2_labor_12h,HIDRAULICA,8245955.765443038
618,2023_Q2_labor_12h,SOLAR,288160.78582278476
619,2023_Q2_labor_12h,TERMICA,1356117.5035443038
620,2023_Q2_labor_13h,COGENERADOR,65289.641392405065
621,2023_Q2_labor_13h,EOLICA,25219.705063291138
622,2023_Q2_labor_13h,HIDRAULICA,8144478.683670886
623,2023_Q2_labor_13h,SOLAR,290210.35822784813
624,2023_Q2_labor_13h,TERMICA,1374778.4096202531
625,2023_Q2_labor_14h,COGENERADOR,65579.94848101266
626,2023_Q2_labor_14h,EOLICA,26850.27721518987
627,2023_Q2_labor_14h,HIDRAULICA,8172818.343291139
628,2023_Q2_labor_14h,SOLAR,281239.7140506329
629,2023_Q2_labor_14h,TERMICA,1410263.6512658228
630,2023_Q2_labor_15h,COGENERADOR,65461.79075949367
631,2023_Q2_labor_15h,EOLICA,27497.498987341773
632,2023_Q2_labor_15h,HIDRAULICA,8262130.560506329
633,2023_Q2_labor_15h,SOLAR,256833.62645569618
634,2023_Q2_labor_15h,TERMICA,1457092.4430379746
635,2023_Q2_labor_16h,COGENERADOR,66047.67037974684
636,2023_Q2_labor_16h,EOLICA,27470.622151898733
637,2023_Q2_labor_16h,HIDRAULICA,8295988.84392405
638,2023_Q2_labor_16h,SOLAR,202261.53898734177
639,2023_Q2_labor_16h,TERMICA,1468651.6634177214
640,2023_Q2_labor_17h,COGENERADOR,67281.33569620253
641,2023_Q2_labor_17h,EOLICA,27853.097974683547
642,2023_Q2_labor_17h,HIDRAULICA,8218998.461012658
643,2023_Q2_labor_17h,SOLAR,124311.26050632911
644,2023_Q2_labor_17h,TERMICA,1451124.1078481013
645,2023_Q2_labor_18h,COGENERADOR,68078.81303797469
646,2023_Q2_labor_18h,EOLICA,27852.478481012655
647,2023_Q2_labor_18h,HIDRAULICA,8063687.6810126575
648,2023_Q2_labor_18h,SOLAR,27956.60278481013
649,2023_Q2_labor_18h,TERMICA,1448101.9789873417
650,2023_Q2_labor_19h,COGENERADOR,68930.3082278481
651,2023_Q2_labor_19h,EOLICA,26633.71189873418
652,2023_Q2_labor_19h,HIDRAULICA,8562947.623670885
653,2023_Q2_labor_19h,SOLAR,79.84721518987342
654,2023_Q2_labor_19h,TERMICA,1495991.4079746837
655,2023_Q2_labor_1h,COGENERADOR,73503.97341772153
656,2023_Q2_labor_1h,EOLICA,20618.151012658225
657,2023_Q2_labor_1h,HIDRAULICA,6454106.359493671
658,2023_Q2_labor_1h,SOLAR,0.002531645569620253
659,2023_Q2_labor_1h,TERMICA,1357417.8097468354
660,2023_Q2_labor_20h,COGENERADOR,69421.5735443038
661,2023_Q2_labor_20h,EOLICA,25607.111139240507
662,2023_Q2_labor_20h,HIDRAULICA,8731144.216582278
663,2023_Q2_labor_20h,SOLAR,0.0037974683544303796
664,2023_Q2_labor_20h,TERMICA,1541829.4827848102
665,2023_Q2_labor_21h,COGENERADOR,71013.87303797468
666,2023_Q2_labor_21h,EOLICA,24404.76341772152
667,2023_Q2_labor_21h,HIDRAULICA,8474942.98721519
668,2023_Q2_labor_21h,SOLAR,0.016202531645569618
669,2023_Q2_labor_21h,TERMICA,1552618.4529113923
670,2023_Q2_labor_22h,COGENERADOR,72086.46265822784
671,2023_Q2_labor_22h,EOLICA,23403.527721518985
672,2023_Q2_labor_22h,HIDRAULICA,8011675.823924051
673,2023_Q2_labor_22h,SOLAR,0.01721518987341772
674,2023_Q2_labor_22h,TERMICA,1525291.2582278482
675,2023_Q2_labor_23h,COGENERADOR,71751.16493670887
676,2023_Q2_labor_23h,EOLICA,22508.732278481013
677,2023_Q2_labor_23h,HIDRAULICA,7365945.061898734
678,2023_Q2_labor_23h,SOLAR,0.01772151898734177
679,2023_Q2_labor_23h,TERMICA,1515370.5030379747
680,2023_Q2_labor_2h,COGENERADOR,73728.79189873417
681,2023_Q2_labor_2h,EOLICA,19977.3517721519
682,2023_Q2_labor_2h,HIDRAULICA,6266302.229493671
683,2023_Q2_labor_2h,SOLAR,0.0020253164556962027
684,2023_Q2_labor_2h,TERMICA,1278296.807721519
685,2023_Q2_labor_3h,COGENERADOR,73389.00291139241
686,2023_Q2_labor_3h,EOLICA,18899.853797468353
687,2023_Q2_labor_3h,HIDRAULICA,6130978.89670886
688,2023_Q2_labor_3h,SOLAR,0.009240506329113924
689,2023_Q2_labor_3h,TERMICA,1222959.2973417721
690,2023_Q2_labor_4h,COGENERADOR,73189.48683544304
691,2023_Q2_labor_4h,EOLICA,18085.298101265824
692,2023_Q2_labor_4h,HIDRAULICA,6059434.369493671
693,2023_Q2_labor_4h,SOLAR,0.014050632911392403
694,2023_Q2_labor_4h,TERMICA,1199363.8244303798
695,2023_Q2_labor_5h,COGENERADOR,73252.26405063292
696,2023_Q2_labor_5h,EOLICA,17187.221898734177
697,2023_Q2_labor_5h,HIDRAULICA,6211335.452405063
698,2023_Q2_labor_5h,SOLAR,0.0379746835443038
699,2023_Q2_labor_5h,TERMICA,1191335.988607595
700,2023_Q2_labor_6h,COGENERADOR,74214.1270886076
701,2023_Q2_labor_6h,EOLICA,16493.01240506329
702,2023_Q2_labor_6h,HIDRAULICA,6582254.981265822
703,2023_Q2_labor_6h,SOLAR,415.2474683544304
704,2023_Q2_labor_6h,TERMICA,1199212.8269620254
705,2023_Q2_labor_7h,COGENERADOR,73438.43303797468
706,2023_Q2_labor_7h,EOLICA,15441.943417721519
707,2023_Q2_labor_7h,HIDRAULICA,6700550.197341772
708,2023_Q2_labor_7h,SOLAR,28546.10658227848
709,2023_Q2_labor_7h,TERMICA,1202096.536708861
710,2023_Q2_labor_8h,COGENERADOR,72146.59189873417
711,2023_Q2_labor_8h,EOLICA,15837.40164556962
712,2023_Q2_labor_8h,HIDRAULICA,7076702.672278482
713,2023_Q2_labor_8h,SOLAR,109218.90734177215
714,2023_Q2_labor_8h,TERMICA,1218110.816835443
715,2023_Q2_labor_9h,COGENERADOR,70550.6570886076
716,2023_Q2_labor_9h,EOLICA,16417.86430379747
717,2023_Q2_labor_9h,HIDRAULICA,7480690.894683544
718,2023_Q2_labor_9h,SOLAR,185270.91240506328
719,2023_Q2_labor_9h,TERMICA,1265830.4437974684
720,2023_Q3_holidays_0h,COGENERADOR,95412.31307692308
721,2023_Q3_holidays_0h,EOLICA,10413.023076923077
722,2023_Q3_holidays_0h,HIDRAULICA,5544945.588461539
723,2023_Q3_holidays_0h,SOLAR,0.0
724,2023_Q3_holidays_0h,TERMICA,2728918.3415384614
725,2023_Q3_holidays_10h,COGENERADOR,91485.05076923076
726,2023_Q3_holidays_10h,EOLICA,10034.446923076923
727,2023_Q3_holidays_10h,HIDRAULICA,5012925.92
728,2023_Q3_holidays_10h,SOLAR,446693.3638461539
729,2023_Q3_holidays_10h,TERMICA,2555500.6946153846
730,2023_Q3_holidays_11h,COGENERADOR,90154.62846153845
731,2023_Q3_holidays_11h,EOLICA,11583.081538461538
732,2023_Q3_holidays_11h,HIDRAULICA,5223740.148461539
733,2023_Q3_holidays_11h,SOLAR,489272.1823076923
734,2023_Q3_holidays_11h,TERMICA,2624810.8984615384
735,2023_Q3_holidays_12h,COGENERADOR,87922.5
736,2023_Q3_holidays_12h,EOLICA,12733.040769230769
737,2023_Q3_holidays_12h,HIDRAULICA,5441459.850769231
738,2023_Q3_holidays_12h,SOLAR,507147.8984615384
739,2023_Q3_holidays_12h,TERMICA,2661021.6915384615
740,2023_Q3_holidays_13h,COGENERADOR,91296.85230769232
741,2023_Q3_holidays_13h,EOLICA,16013.184615384615
742,2023_Q3_holidays_13h,HIDRAULICA,5551433.1353846155
743,2023_Q3_holidays_13h,SOLAR,502702.55846153846
744,2023_Q3_holidays_13h,TERMICA,2679591.9584615384
745,2023_Q3_holidays_14h,COGENERADOR,91507.53615384616
746,2023_Q3_holidays_14h,EOLICA,17355.71076923077
747,2023_Q3_holidays_14h,HIDRAULICA,5538296.4623076925
748,2023_Q3_holidays_14h,SOLAR,483813.20153846155
749,2023_Q3_holidays_14h,TERMICA,2708556.9576923074
750,2023_Q3_holidays_15h,COGENERADOR,91004.83230769231
751,2023_Q3_holidays_15h,EOLICA,18612.125384615385
752,2023_Q3_holidays_15h,HIDRAULICA,5472310.6
753,2023_Q3_holidays_15h,SOLAR,408540.3484615385
754,2023_Q3_holidays_15h,TERMICA,2747282.006153846
755,2023_Q3_holidays_16h,COGENERADOR,93381.21615384615
756,2023_Q3_holidays_16h,EOLICA,19247.875384615385
757,2023_Q3_holidays_16h,HIDRAULICA,5477051.973076924
758,2023_Q3_holidays_16h,SOLAR,321278.08153846156
759,2023_Q3_holidays_16h,TERMICA,2769258.62
760,2023_Q3_holidays_17h,COGENERADOR,92127.61461538462
761,2023_Q3_holidays_17h,EOLICA,18416.106923076924
762,2023_Q3_holidays_17h,HIDRAULICA,5606026.388461539
763,2023_Q3_holidays_17h,SOLAR,151400.90538461538
764,2023_Q3_holidays_17h,TERMICA,2763146.793076923
765,2023_Q3_holidays_18h,COGENERADOR,93625.66384615385
766,2023_Q3_holidays_18h,EOLICA,16919.21846153846
767,2023_Q3_holidays_18h,HIDRAULICA,5845105.9799999995
768,2023_Q3_holidays_18h,SOLAR,15623.336923076924
769,2023_Q3_holidays_18h,TERMICA,2807249.667692308
770,2023_Q3_holidays_19h,COGENERADOR,89842.89076923077
771,2023_Q3_holidays_19h,EOLICA,15815.109230769232
772,2023_Q3_holidays_19h,HIDRAULICA,6581998.44923077
773,2023_Q3_holidays_19h,SOLAR,2.468461538461538
774,2023_Q3_holidays_19h,TERMICA,2847302.399230769
775,2023_Q3_holidays_1h,COGENERADOR,89481.99153846153
776,2023_Q3_holidays_1h,EOLICA,10855.805384615385
777,2023_Q3_holidays_1h,HIDRAULICA,5363255.429230769
778,2023_Q3_holidays_1h,SOLAR,0.0
779,2023_Q3_holidays_1h,TERMICA,2745020.1453846153
780,2023_Q3_holidays_20h,COGENERADOR,90634.72846153846
781,2023_Q3_holidays_20h,EOLICA,14394.766153846153
782,2023_Q3_holidays_20h,HIDRAULICA,6771177.505384615
783,2023_Q3_holidays_20h,SOLAR,0.0
784,2023_Q3_holidays_20h,TERMICA,2804536.8315384616
785,2023_Q3_holidays_21h,COGENERADOR,93239.94076923077
786,2023_Q3_holidays_21h,EOLICA,13742.505384615386
787,2023_Q3_holidays_21h,HIDRAULICA,6695847.55076923
788,2023_Q3_holidays_21h,SOLAR,0.0
789,2023_Q3_holidays_21h,TERMICA,2762097.123076923
790,2023_Q3_holidays_22h,COGENERADOR,93104.94384615385
791,2023_Q3_holidays_22h,EOLICA,12105.00923076923
792,2023_Q3_holidays_22h,HIDRAULICA,6442930.586153846
793,2023_Q3_holidays_22h,SOLAR,0.0
794,2023_Q3_holidays_22h,TERMICA,2735629.1407692307
795,2023_Q3_holidays_23h,COGENERADOR,95994.63769230769
796,2023_Q3_holidays_23h,EOLICA,10801.173846153846
797,2023_Q3_holidays_23h,HIDRAULICA,6011495.091538461
798,2023_Q3_holidays_23h,SOLAR,0.0
799,2023_Q3_holidays_23h,TERMICA,2740986.423076923
800,2023_Q3_holidays_2h,COGENERADOR,90034.06461538462
801,2023_Q3_holidays_2h,EOLICA,8763.176153846154
802,2023_Q3_holidays_2h,HIDRAULICA,5143583.765384615
803,2023_Q3_holidays_2h,SOLAR,0.0
804,2023_Q3_holidays_2h,TERMICA,2674338.377692308
805,2023_Q3_holidays_3h,COGENERADOR,91597.64846153845
806,2023_Q3_holidays_3h,EOLICA,8254.787692307691
807,2023_Q3_holidays_3h,HIDRAULICA,4950596.946153847
808,2023_Q3_holidays_3h,SOLAR,0.0
809,2023_Q3_holidays_3h,TERMICA,2611083.873076923
810,2023_Q3_holidays_4h,COGENERADOR,91324.86615384616
811,2023_Q3_holidays_4h,EOLICA,8275.776153846153
812,2023_Q3_holidays_4h,HIDRAULICA,4723031.0376923075
813,2023_Q3_holidays_4h,SOLAR,0.0
814,2023_Q3_holidays_4h,TERMICA,2617212.751538462
815,2023_Q3_holidays_5h,COGENERADOR,91863.50384615385
816,2023_Q3_holidays_5h,EOLICA,8240.633076923077
817,2023_Q3_holidays_5h,HIDRAULICA,4656888.716153846
818,2023_Q3_holidays_5h,SOLAR,0.0
819,2023_Q3_holidays_5h,TERMICA,2583646.719230769
820,2023_Q3_holidays_6h,COGENERADOR,92839.46923076923
821,2023_Q3_holidays_6h,EOLICA,7261.223076923076
822,2023_Q3_holidays_6h,HIDRAULICA,4594829.226923077
823,2023_Q3_holidays_6h,SOLAR,563.08
824,2023_Q3_holidays_6h,TERMICA,2529173.266923077
825,2023_Q3_holidays_7h,COGENERADOR,90833.44923076924
826,2023_Q3_holidays_7h,EOLICA,6826.0599999999995
827,2023_Q3_holidays_7h,HIDRAULICA,4413609.333846154
828,2023_Q3_holidays_7h,SOLAR,56295.06615384615
829,2023_Q3_holidays_7h,TERMICA,2493009.2992307693
830,2023_Q3_holidays_8h,COGENERADOR,91675.64692307691
831,2023_Q3_holidays_8h,EOLICA,7299.283846153847
832,2023_Q3_holidays_8h,HIDRAULICA,4542767.375384615
833,2023_Q3_holidays_8h,SOLAR,202215.74000000002
834,2023_Q3_holidays_8h,TERMICA,2515436.4915384618
835,2023_Q3_holidays_9h,COGENERADOR,92531.79384615386
836,2023_Q3_holidays_9h,EOLICA,7176.08076923077
837,2023_Q3_holidays_9h,HIDRAULICA,4773068.235384615
838,2023_Q3_holidays_9h,SOLAR,352467.21461538464
839,2023_Q3_holidays_9h,TERMICA,2533438.156153846
840,2023_Q3_labor_0h,COGENERADOR,89468.68038461539
841,2023_Q3_labor_0h,EOLICA,13476.736923076924
842,2023_Q3_labor_0h,HIDRAULICA,5997233.635128206
843,2023_Q3_labor_0h,SOLAR,0.6775641025641025
844,2023_Q3_labor_0h,TERMICA,2916916.8866666667
845,2023_Q3_labor_10h,COGENERADOR,85899.4485897436
846,2023_Q3_labor_10h,EOLICA,9593.769743589744
847,2023_Q3_labor_10h,HIDRAULICA,6458755.935128205
848,2023_Q3_labor_10h,SOLAR,491880.72025641025
849,2023_Q3_labor_10h,TERMICA,2870313.9989743587
850,2023_Q3_labor_11h,COGENERADOR,84054.53499999999
851,2023_Q3_labor_11h,EOLICA,11370.048333333334
852,2023_Q3_labor_11h,HIDRAULICA,6740460.60974359
853,2023_Q3_labor_11h,SOLAR,535061.0543589743
854,2023_Q3_labor_11h,TERMICA,2909748.3329487178
855,2023_Q3_labor_12h,COGENERADOR,84568.6508974359
856,2023_Q3_labor_12h,EOLICA,14847.15358974359
857,2023_Q3_labor_12h,HIDRAULICA,6963037.233461539
858,2023_Q3_labor_12h,SOLAR,551846.1869230769
859,2023_Q3_labor_12h,TERMICA,2933849.807051282
860,2023_Q3_labor_13h,COGENERADOR,84766.2994871795
861,2023_Q3_labor_13h,EOLICA,18177.29294871795
862,2023_Q3_labor_13h,HIDRAULICA,6894570.215769231
863,2023_Q3_labor_13h,SOLAR,548379.8680769231
864,2023_Q3_labor_13h,TERMICA,2958087.4005128206
865,2023_Q3_labor_14h,COGENERADOR,84472.34038461538
866,2023_Q3_labor_14h,EOLICA,20346.61141025641
867,2023_Q3_labor_14h,HIDRAULICA,6975886.695
868,2023_Q3_labor_14h,SOLAR,514397.58589743596
869,2023_Q3_labor_14h,TERMICA,2978088.406923077
870,2023_Q3_labor_15h,COGENERADOR,84458.76025641026
871,2023_Q3_labor_15h,EOLICA,20540.356025641027
872,2023_Q3_labor_15h,HIDRAULICA,7129830.046666667
873,2023_Q3_labor_15h,SOLAR,444027.53923076927
874,2023_Q3_labor_15h,TERMICA,3013792.587692308
875,2023_Q3_labor_16h,COGENERADOR,85392.34538461539
876,2023_Q3_labor_16h,EOLICA,20250.6541025641
877,2023_Q3_labor_16h,HIDRAULICA,7177963.926538461
878,2023_Q3_labor_16h,SOLAR,342547.19615384616
879,2023_Q3_labor_16h,TERMICA,3043186.5103846155
880,2023_Q3_labor_17h,COGENERADOR,86011.30423076922
881,2023_Q3_labor_17h,EOLICA,20561.118717948717
882,2023_Q3_labor_17h,HIDRAULICA,7192110.138846154
883,2023_Q3_labor_17h,SOLAR,173632.97999999998
884,2023_Q3_labor_17h,TERMICA,3052525.4526923075
885,2023_Q3_labor_18h,COGENERADOR,87817.99910256409
886,2023_Q3_labor_18h,EOLICA,20966.14128205128
887,2023_Q3_labor_18h,HIDRAULICA,7202986.381282051
888,2023_Q3_labor_18h,SOLAR,18844.579999999998
889,2023_Q3_labor_18h,TERMICA,3076789.6773076924
890,2023_Q3_labor_19h,COGENERADOR,87815.36153846154
891,2023_Q3_labor_19h,EOLICA,20015.93935897436
892,2023_Q3_labor_19h,HIDRAULICA,7674649.271666667
893,2023_Q3_labor_19h,SOLAR,4.502948717948718
894,2023_Q3_labor_19h,TERMICA,3138154.015128205
895,2023_Q3_labor_1h,COGENERADOR,91701.45025641026
896,2023_Q3_labor_1h,EOLICA,11019.211666666666
897,2023_Q3_labor_1h,HIDRAULICA,5594859.2251282055
898,2023_Q3_labor_1h,SOLAR,0.7689743589743591
899,2023_Q3_labor_1h,TERMICA,2795325.699230769
900,2023_Q3_labor_20h,COGENERADOR,88985.96064102564
901,2023_Q3_labor_20h,EOLICA,18559.894358974358
902,2023_Q3_labor_20h,HIDRAULICA,7646588.886282051
903,2023_Q3_labor_20h,SOLAR,0.9097435897435897
904,2023_Q3_labor_20h,TERMICA,3147403.6519230767
905,2023_Q3_labor_21h,COGENERADOR,89748.82256410256
906,2023_Q3_labor_21h,EOLICA,16966.965
907,2023_Q3_labor_21h,HIDRAULICA,7434876.001153846
908,2023_Q3_labor_21h,SOLAR,0.6012820512820514
909,2023_Q3_labor_21h,TERMICA,3124675.713846154
910,2023_Q3_labor_22h,COGENERADOR,90426.17602564103
911,2023_Q3_labor_22h,EOLICA,15100.982051282053
912,2023_Q3_labor_22h,HIDRAULICA,7050210.562820513
913,2023_Q3_labor_22h,SOLAR,0.6356410256410256
914,2023_Q3_labor_22h,TERMICA,3058885.4410256413
915,2023_Q3_labor_23h,COGENERADOR,89702.4823076923
916,2023_Q3_labor_23h,EOLICA,14017.30217948718
917,2023_Q3_labor_23h,HIDRAULICA,6508393.434615384
918,2023_Q3_labor_23h,SOLAR,0.6760256410256411
919,2023_Q3_labor_23h,TERMICA,2986440.85448718
920,2023_Q3_labor_2h,COGENERADOR,92020.91230769231
921,2023_Q3_labor_2h,EOLICA,10159.110897435898
922,2023_Q3_labor_2h,HIDRAULICA,5363467.312307692
923,2023_Q3_labor_2h,SOLAR,0.5787179487179487
924,2023_Q3_labor_2h,TERMICA,2732222.742948718
925,2023_Q3_labor_3h,COGENERADOR,91485.46833333334
926,2023_Q3_labor_3h,EOLICA,10070.741923076923
