,timestamp,Values_Type,GeneReal
90,2023_Q1_holidays_4h,COGENERADOR,105257.18923076923
91,2023_Q1_holidays_4h,EOLICA,18192.33923076923
92,2023_Q1_holidays_4h,HIDRAULICA,6029412.607692308
93,2023_Q1_holidays_4h,SOLAR,0.0
94,2023_Q1_holidays_4h,TERMICA,1099756.8223076924
95,2023_Q1_holidays_5h,COGENERADOR,101707.33461538462
96,2023_Q1_holidays_5h,EOLICA,17712.73846153846
97,2023_Q1_holidays_5h,HIDRAULICA,5970876.601538463
98,2023_Q1_holidays_5h,SOLAR,0.0
99,2023_Q1_holidays_5h,TERMICA,1075227.33
100,2023_Q1_holidays_6h,COGENERADOR,100346.36538461539
101,2023_Q1_holidays_6h,EOLICA,16250.666923076924
102,2023_Q1_holidays_6h,HIDRAULICA,5931881.766153846
103,2023_Q1_holidays_6h,SOLAR,30.633846153846154
104,2023_Q1_holidays_6h,TERMICA,1051089.81
105,2023_Q1_holidays_7h,COGENERADOR,99412.53153846154
106,2023_Q1_holidays_7h,EOLICA,14058.55076923077
107,2023_Q1_holidays_7h,HIDRAULICA,5726272.46
108,2023_Q1_holidays_7h,SOLAR,17616.60923076923
109,2023_Q1_holidays_7h,TERMICA,1011453.6315384614
110,2023_Q1_holidays_8h,COGENERADOR,100861.03
111,2023_Q1_holidays_8h,EOLICA,13636.209230769231
112,2023_Q1_holidays_8h,HIDRAULICA,5831738.282307693
113,2023_Q1_holidays_8h,SOLAR,108487.02
114,2023_Q1_holidays_8h,TERMICA,1019076.6623076922
115,2023_Q1_holidays_9h,COGENERADOR,100050.26307692307
116,2023_Q1_holidays_9h,EOLICA,17331.384615384617
117,2023_Q1_holidays_9h,HIDRAULICA,6106857.81923077
118,2023_Q1_holidays_9h,SOLAR,189822.79
119,2023_Q1_holidays_9h,TERMICA,1059035.333846154
120,2023_Q1_labor_0h,COGENERADOR,106074.56935064936
121,2023_Q1_labor_0h,EOLICA,21928.22974025974
122,2023_Q1_labor_0h,HIDRAULICA,7300423.22987013
123,2023_Q1_labor_0h,SOLAR,0.016753246753246753
124,2023_Q1_labor_0h,TERMICA,1166921.9035064937
125,2023_Q1_labor_10h,COGENERADOR,99354.63935064935
126,2023_Q1_labor_10h,EOLICA,19168.037402597405
127,2023_Q1_labor_10h,HIDRAULICA,7905904.19896104
128,2023_Q1_labor_10h,SOLAR,243176.32012987012
129,2023_Q1_labor_10h,TERMICA,1211473.392987013
130,2023_Q1_labor_11h,COGENERADOR,97921.31155844156
131,2023_Q1_labor_11h,EOLICA,20669.737792207794
132,2023_Q1_labor_11h,HIDRAULICA,8206100.214025974
133,2023_Q1_labor_11h,SOLAR,262800.58207792207
134,2023_Q1_labor_11h,TERMICA,1223108.5731168832
135,2023_Q1_labor_12h,COGENERADOR,98104.20012987014
136,2023_Q1_labor_12h,EOLICA,22083.99194805195
137,2023_Q1_labor_12h,HIDRAULICA,8457315.008701298
138,2023_Q1_labor_12h,SOLAR,270546.6641558442
139,2023_Q1_labor_12h,TERMICA,1234582.2685714287
140,2023_Q1_labor_13h,COGENERADOR,98811.80623376624
141,2023_Q1_labor_13h,EOLICA,23442.56116883117
142,2023_Q1_labor_13h,HIDRAULICA,8413569.615714286
143,2023_Q1_labor_13h,SOLAR,268744.2092207792
144,2023_Q1_labor_13h,TERMICA,1237960.9906493507
145,2023_Q1_labor_14h,COGENERADOR,99388.19077922078
146,2023_Q1_labor_14h,EOLICA,24919.838571428572
147,2023_Q1_labor_14h,HIDRAULICA,8444034.331688311
148,2023_Q1_labor_14h,SOLAR,258126.19844155846
149,2023_Q1_labor_14h,TERMICA,1240251.1274025973
150,2023_Q1_labor_15h,COGENERADOR,98410.08064935065
151,2023_Q1_labor_15h,EOLICA,25153.357272727273
152,2023_Q1_labor_15h,HIDRAULICA,8567563.547142858
153,2023_Q1_labor_15h,SOLAR,239455.20363636364
154,2023_Q1_labor_15h,TERMICA,1237051.024935065
155,2023_Q1_labor_16h,COGENERADOR,98630.18675324676
156,2023_Q1_labor_16h,EOLICA,25412.010779220782
157,2023_Q1_labor_16h,HIDRAULICA,8583567.018571427
158,2023_Q1_labor_16h,SOLAR,202477.61922077922
159,2023_Q1_labor_16h,TERMICA,1239102.148961039
160,2023_Q1_labor_17h,COGENERADOR,100668.08961038961
161,2023_Q1_labor_17h,EOLICA,25684.6287012987
162,2023_Q1_labor_17h,HIDRAULICA,8490552.247272726
163,2023_Q1_labor_17h,SOLAR,124745.2374025974
164,2023_Q1_labor_17h,TERMICA,1237030.6125974027
165,2023_Q1_labor_18h,COGENERADOR,102324.21636363637
166,2023_Q1_labor_18h,EOLICA,25767.29246753247
167,2023_Q1_labor_18h,HIDRAULICA,8387748.679090909
168,2023_Q1_labor_18h,SOLAR,20751.73103896104
169,2023_Q1_labor_18h,TERMICA,1238185.2676623377
170,2023_Q1_labor_19h,COGENERADOR,102965.98753246754
171,2023_Q1_labor_19h,EOLICA,25367.38194805195
172,2023_Q1_labor_19h,HIDRAULICA,8922304.134935064
173,2023_Q1_labor_19h,SOLAR,12.545194805194805
174,2023_Q1_labor_19h,TERMICA,1243241.1024675325
175,2023_Q1_labor_1h,COGENERADOR,104699.43584415584
176,2023_Q1_labor_1h,EOLICA,20540.196103896105
177,2023_Q1_labor_1h,HIDRAULICA,6696135.884805195
178,2023_Q1_labor_1h,SOLAR,0.03298701298701299
179,2023_Q1_labor_1h,TERMICA,1298112.6048051948
180,2023_Q1_labor_20h,COGENERADOR,103478.99103896104
181,2023_Q1_labor_20h,EOLICA,24303.351818181818
182,2023_Q1_labor_20h,HIDRAULICA,9045675.432597402
183,2023_Q1_labor_20h,SOLAR,0.0005194805194805195
184,2023_Q1_labor_20h,TERMICA,1243380.9825974025
185,2023_Q1_labor_21h,COGENERADOR,104917.70623376624
186,2023_Q1_labor_21h,EOLICA,23228.203896103896
187,2023_Q1_labor_21h,HIDRAULICA,8790736.624805195
188,2023_Q1_labor_21h,SOLAR,0.0007792207792207792
189,2023_Q1_labor_21h,TERMICA,1238597.989090909
190,2023_Q1_labor_22h,COGENERADOR,104886.59181818183
191,2023_Q1_labor_22h,EOLICA,22795.65974025974
192,2023_Q1_labor_22h,HIDRAULICA,8370981.30935065
193,2023_Q1_labor_22h,SOLAR,0.0
194,2023_Q1_labor_22h,TERMICA,1230619.722077922
195,2023_Q1_labor_23h,COGENERADOR,105346.88155844156
196,2023_Q1_labor_23h,EOLICA,22503.550909090907
197,2023_Q1_labor_23h,HIDRAULICA,7813040.275974026
198,2023_Q1_labor_23h,SOLAR,0.0
199,2023_Q1_labor_23h,TERMICA,1201239.0681818181
200,2023_Q1_labor_2h,COGENERADOR,105446.95246753246
201,2023_Q1_labor_2h,EOLICA,19905.5512987013
202,2023_Q1_labor_2h,HIDRAULICA,6584645.895324675
203,2023_Q1_labor_2h,SOLAR,0.04389610389610389
204,2023_Q1_labor_2h,TERMICA,1133614.5425974026
205,2023_Q1_labor_3h,COGENERADOR,105201.75246753247
206,2023_Q1_labor_3h,EOLICA,19210.12909090909
207,2023_Q1_labor_3h,HIDRAULICA,6449671.516753247
208,2023_Q1_labor_3h,SOLAR,0.031818181818181815
209,2023_Q1_labor_3h,TERMICA,1070530.2916883116
210,2023_Q1_labor_4h,COGENERADOR,106121.5516883117
211,2023_Q1_labor_4h,EOLICA,17485.991818181818
212,2023_Q1_labor_4h,HIDRAULICA,6357969.053766234
213,2023_Q1_labor_4h,SOLAR,0.03467532467532467
214,2023_Q1_labor_4h,TERMICA,1060222.0924675325
215,2023_Q1_labor_5h,COGENERADOR,105751.3225974026
216,2023_Q1_labor_5h,EOLICA,16509.596363636363
217,2023_Q1_labor_5h,HIDRAULICA,6456518.286493506
218,2023_Q1_labor_5h,SOLAR,0.030779220779220774
219,2023_Q1_labor_5h,TERMICA,1070846.7935064933
220,2023_Q1_labor_6h,COGENERADOR,105771.65935064935
221,2023_Q1_labor_6h,EOLICA,16182.089610389608
222,2023_Q1_labor_6h,HIDRAULICA,6732681.553896104
223,2023_Q1_labor_6h,SOLAR,25.963506493506493
224,2023_Q1_labor_6h,TERMICA,1109362.121948052
225,2023_Q1_labor_7h,COGENERADOR,104748.33987012987
226,2023_Q1_labor_7h,EOLICA,15538.796233766234
227,2023_Q1_labor_7h,HIDRAULICA,6865922.818441559
228,2023_Q1_labor_7h,SOLAR,19160.86896103896
229,2023_Q1_labor_7h,TERMICA,1133744.7537662338
230,2023_Q1_labor_8h,COGENERADOR,104435.60168831168
231,2023_Q1_labor_8h,EOLICA,15104.08181818182
232,2023_Q1_labor_8h,HIDRAULICA,7211042.635064934
233,2023_Q1_labor_8h,SOLAR,116540.04506493507
234,2023_Q1_labor_8h,TERMICA,1171031.8927272726
235,2023_Q1_labor_9h,COGENERADOR,102765.0638961039
236,2023_Q1_labor_9h,EOLICA,17119.176753246753
237,2023_Q1_labor_9h,HIDRAULICA,7634956.06974026
238,2023_Q1_labor_9h,SOLAR,196936.7483116883
239,2023_Q1_labor_9h,TERMICA,1196922.983116883
240,2023_Q2_holidays_0h,COGENERADOR,68500.10076923078
241,2023_Q2_holidays_0h,EOLICA,19473.95
242,2023_Q2_holidays_0h,HIDRAULICA,6968277.813846154
243,2023_Q2_holidays_0h,SOLAR,0.0
244,2023_Q2_holidays_0h,TERMICA,792993.0492307693
245,2023_Q2_holidays_10h,COGENERADOR,68022.28
246,2023_Q2_holidays_10h,EOLICA,12177.685384615384
247,2023_Q2_holidays_10h,HIDRAULICA,6710540.799230769
248,2023_Q2_holidays_10h,SOLAR,225353.2876923077
249,2023_Q2_holidays_10h,TERMICA,797707.3946153846
250,2023_Q2_holidays_11h,COGENERADOR,66538.76846153846
251,2023_Q2_holidays_11h,EOLICA,12657.023846153847
252,2023_Q2_holidays_11h,HIDRAULICA,6961807.073846155
253,2023_Q2_holidays_11h,SOLAR,262800.8623076923
254,2023_Q2_holidays_11h,TERMICA,797100.66
255,2023_Q2_holidays_12h,COGENERADOR,65401.939230769225
256,2023_Q2_holidays_12h,EOLICA,18147.783846153845
257,2023_Q2_holidays_12h,HIDRAULICA,7168400.97
258,2023_Q2_holidays_12h,SOLAR,273586.48615384614
259,2023_Q2_holidays_12h,TERMICA,799591.9669230769
260,2023_Q2_holidays_13h,COGENERADOR,64315.729230769226
261,2023_Q2_holidays_13h,EOLICA,20402.866153846153
262,2023_Q2_holidays_13h,HIDRAULICA,7254965.845384615
263,2023_Q2_holidays_13h,SOLAR,279066.0984615385
264,2023_Q2_holidays_13h,TERMICA,812351.7084615385
265,2023_Q2_holidays_14h,COGENERADOR,64689.663076923076
266,2023_Q2_holidays_14h,EOLICA,22658.400769230768
267,2023_Q2_holidays_14h,HIDRAULICA,7259217.396923076
268,2023_Q2_holidays_14h,SOLAR,276977.43153846153
269,2023_Q2_holidays_14h,TERMICA,813172.496923077
270,2023_Q2_holidays_15h,COGENERADOR,65349.36307692307
271,2023_Q2_holidays_15h,EOLICA,23894.40846153846
272,2023_Q2_holidays_15h,HIDRAULICA,7165360.653846154
273,2023_Q2_holidays_15h,SOLAR,253821.24538461538
274,2023_Q2_holidays_15h,TERMICA,813021.1646153847
275,2023_Q2_holidays_16h,COGENERADOR,64743.769230769234
276,2023_Q2_holidays_16h,EOLICA,24314.299230769233
277,2023_Q2_holidays_16h,HIDRAULICA,7127894.643076923
278,2023_Q2_holidays_16h,SOLAR,197533.24923076926
279,2023_Q2_holidays_16h,TERMICA,819647.7115384615
280,2023_Q2_holidays_17h,COGENERADOR,66022.10461538461
281,2023_Q2_holidays_17h,EOLICA,25382.925384615388
282,2023_Q2_holidays_17h,HIDRAULICA,7132689.511538462
283,2023_Q2_holidays_17h,SOLAR,120745.89923076922
284,2023_Q2_holidays_17h,TERMICA,823626.0223076922
285,2023_Q2_holidays_18h,COGENERADOR,67594.30692307692
286,2023_Q2_holidays_18h,EOLICA,23849.78923076923
287,2023_Q2_holidays_18h,HIDRAULICA,7234777.2107692305
288,2023_Q2_holidays_18h,SOLAR,27810.57384615385
289,2023_Q2_holidays_18h,TERMICA,825461.3076923077
290,2023_Q2_holidays_19h,COGENERADOR,66807.4023076923
291,2023_Q2_holidays_19h,EOLICA,23262.32230769231
292,2023_Q2_holidays_19h,HIDRAULICA,8000342.036153846
293,2023_Q2_holidays_19h,SOLAR,53.26076923076924
294,2023_Q2_holidays_19h,TERMICA,833833.2076923077
295,2023_Q2_holidays_1h,COGENERADOR,70658.52846153846
296,2023_Q2_holidays_1h,EOLICA,20637.987692307688
297,2023_Q2_holidays_1h,HIDRAULICA,6573404.132307692
298,2023_Q2_holidays_1h,SOLAR,0.0015384615384615385
299,2023_Q2_holidays_1h,TERMICA,1156221.8907692307
300,2023_Q2_holidays_20h,COGENERADOR,65444.160769230766
301,2023_Q2_holidays_20h,EOLICA,23313.574615384612
302,2023_Q2_holidays_20h,HIDRAULICA,8292273.296923077
303,2023_Q2_holidays_20h,SOLAR,0.0015384615384615385
304,2023_Q2_holidays_20h,TERMICA,839630.2146153846
305,2023_Q2_holidays_21h,COGENERADOR,65590.87923076922
306,2023_Q2_holidays_21h,EOLICA,22404.515384615384
307,2023_Q2_holidays_21h,HIDRAULICA,8176841.723846153
308,2023_Q2_holidays_21h,SOLAR,0.0
309,2023_Q2_holidays_21h,TERMICA,830411.6423076923
310,2023_Q2_holidays_22h,COGENERADOR,68012.98307692308
311,2023_Q2_holidays_22h,EOLICA,22153.69384615385
312,2023_Q2_holidays_22h,HIDRAULICA,7850552.387692307
313,2023_Q2_holidays_22h,SOLAR,0.0
314,2023_Q2_holidays_22h,TERMICA,811076.036923077
315,2023_Q2_holidays_23h,COGENERADOR,67167.32
316,2023_Q2_holidays_23h,EOLICA,20526.132307692307
317,2023_Q2_holidays_23h,HIDRAULICA,7406817.161538461
318,2023_Q2_holidays_23h,SOLAR,0.0
319,2023_Q2_holidays_23h,TERMICA,812799.3976923077
320,2023_Q2_holidays_2h,COGENERADOR,71118.09461538462
321,2023_Q2_holidays_2h,EOLICA,19280.811538461538
322,2023_Q2_holidays_2h,HIDRAULICA,6549538.03
323,2023_Q2_holidays_2h,SOLAR,0.0023076923076923075
324,2023_Q2_holidays_2h,TERMICA,870971.5099999999
325,2023_Q2_holidays_3h,COGENERADOR,71400.40615384615
326,2023_Q2_holidays_3h,EOLICA,17908.29
327,2023_Q2_holidays_3h,HIDRAULICA,6350782.426153847
328,2023_Q2_holidays_3h,SOLAR,0.0015384615384615385
329,2023_Q2_holidays_3h,TERMICA,805330.6446153845
330,2023_Q2_holidays_4h,COGENERADOR,70776.27923076923
331,2023_Q2_holidays_4h,EOLICA,18401.784615384615
332,2023_Q2_holidays_4h,HIDRAULICA,6210932.671538462
333,2023_Q2_holidays_4h,SOLAR,0.0
334,2023_Q2_holidays_4h,TERMICA,789660.2569230769
335,2023_Q2_holidays_5h,COGENERADOR,70655.49846153846
336,2023_Q2_holidays_5h,EOLICA,15272.185384615384
337,2023_Q2_holidays_5h,HIDRAULICA,6153147.641538462
338,2023_Q2_holidays_5h,SOLAR,0.0
339,2023_Q2_holidays_5h,TERMICA,789387.223076923
340,2023_Q2_holidays_6h,COGENERADOR,70016.96461538461
341,2023_Q2_holidays_6h,EOLICA,13410.236153846154
342,2023_Q2_holidays_6h,HIDRAULICA,6080764.473076924
343,2023_Q2_holidays_6h,SOLAR,536.9315384615385
344,2023_Q2_holidays_6h,TERMICA,785401.5284615384
345,2023_Q2_holidays_7h,COGENERADOR,69257.63769230769
346,2023_Q2_holidays_7h,EOLICA,13103.881538461537
347,2023_Q2_holidays_7h,HIDRAULICA,5900191.18923077
348,2023_Q2_holidays_7h,SOLAR,26137.053076923075
349,2023_Q2_holidays_7h,TERMICA,772633.2476923077
350,2023_Q2_holidays_8h,COGENERADOR,69043.07538461538
351,2023_Q2_holidays_8h,EOLICA,11949.45
352,2023_Q2_holidays_8h,HIDRAULICA,6126530.72923077
353,2023_Q2_holidays_8h,SOLAR,98790.1976923077
354,2023_Q2_holidays_8h,TERMICA,778641.443076923
355,2023_Q2_holidays_9h,COGENERADOR,67927.41846153846
356,2023_Q2_holidays_9h,EOLICA,11005.793846153847
357,2023_Q2_holidays_9h,HIDRAULICA,6435393.188461538
358,2023_Q2_holidays_9h,SOLAR,163302.5507692308
359,2023_Q2_holidays_9h,TERMICA,794434.0630769231
360,2023_Q2_labor_0h,COGENERADOR,72267.60430379747
361,2023_Q2_labor_0h,EOLICA,21515.190506329116
362,2023_Q2_labor_0h,HIDRAULICA,7481002.279493672
363,2023_Q2_labor_0h,SOLAR,0.01772151898734177
364,2023_Q2_labor_0h,TERMICA,850143.6444303797
365,2023_Q2_labor_10h,COGENERADOR,68052.33417721519
366,2023_Q2_labor_10h,EOLICA,16664.259746835443
367,2023_Q2_labor_10h,HIDRAULICA,8162824.889240506
368,2023_Q2_labor_10h,SOLAR,240935.60316455693
369,2023_Q2_labor_10h,TERMICA,884522.0150632911
370,2023_Q2_labor_11h,COGENERADOR,65926.70050632911
371,2023_Q2_labor_11h,EOLICA,18793.352151898736
372,2023_Q2_labor_11h,HIDRAULICA,8482627.500759494
373,2023_Q2_labor_11h,SOLAR,271396.5525316456
374,2023_Q2_labor_11h,TERMICA,892901.4235443037
375,2023_Q2_labor_12h,COGENERADOR,65098.817974683545
376,2023_Q2_labor_12h,EOLICA,22347.88848101266
377,2023_Q2_labor_12h,HIDRAULICA,8721752.165822785
378,2023_Q2_labor_12h,SOLAR,288160.71493670886
379,2023_Q2_labor_12h,TERMICA,897376.8253164557
380,2023_Q2_labor_13h,COGENERADOR,65289.641392405065
381,2023_Q2_labor_13h,EOLICA,25219.705063291138
382,2023_Q2_labor_13h,HIDRAULICA,8637617.838354431
383,2023_Q2_labor_13h,SOLAR,290210.2635443038
384,2023_Q2_labor_13h,TERMICA,898284.5793670885
385,2023_Q2_labor_14h,COGENERADOR,65579.94848101266
386,2023_Q2_labor_14h,EOLICA,26850.27721518987
387,2023_Q2_labor_14h,HIDRAULICA,8703919.826962026
388,2023_Q2_labor_14h,SOLAR,281239.59632911393
389,2023_Q2_labor_14h,TERMICA,895052.5435443037
390,2023_Q2_labor_15h,COGENERADOR,65461.79075949367
391,2023_Q2_labor_15h,EOLICA,27497.498987341773
392,2023_Q2_labor_15h,HIDRAULICA,8840750.133164557
393,2023_Q2_labor_15h,SOLAR,256833.55126582278
394,2023_Q2_labor_15h,TERMICA,894956.1874683545
395,2023_Q2_labor_16h,COGENERADOR,66047.67037974684
396,2023_Q2_labor_16h,EOLICA,27470.622151898733
397,2023_Q2_labor_16h,HIDRAULICA,8881298.39278481
398,2023_Q2_labor_16h,SOLAR,202261.48341772152
399,2023_Q2_labor_16h,TERMICA,899879.1536708861
400,2023_Q2_labor_17h,COGENERADOR,67281.33569620253
401,2023_Q2_labor_17h,EOLICA,27853.097974683547
402,2023_Q2_labor_17h,HIDRAULICA,8793082.603291139
403,2023_Q2_labor_17h,SOLAR,124311.21886075949
404,2023_Q2_labor_17h,TERMICA,893234.8934177215
405,2023_Q2_labor_18h,COGENERADOR,68078.81303797469
406,2023_Q2_labor_18h,EOLICA,27852.478481012655
407,2023_Q2_labor_18h,HIDRAULICA,8629234.522911394
408,2023_Q2_labor_18h,SOLAR,27956.59075949367
409,2023_Q2_labor_18h,TERMICA,896093.5634177215
410,2023_Q2_labor_19h,COGENERADOR,68930.3082278481
411,2023_Q2_labor_19h,EOLICA,26633.71189873418
412,2023_Q2_labor_19h,HIDRAULICA,9170188.085696202
413,2023_Q2_labor_19h,SOLAR,79.8359493670886
414,2023_Q2_labor_19h,TERMICA,902793.954050633
415,2023_Q2_labor_1h,COGENERADOR,73503.97341772153
416,2023_Q2_labor_1h,EOLICA,20618.151012658225
417,2023_Q2_labor_1h,HIDRAULICA,6592630.721772152
418,2023_Q2_labor_1h,SOLAR,0.002531645569620253
419,2023_Q2_labor_1h,TERMICA,1238650.1650632913
420,2023_Q2_labor_20h,COGENERADOR,69421.5735443038
421,2023_Q2_labor_20h,EOLICA,25607.111139240507
422,2023_Q2_labor_20h,HIDRAULICA,9381141.703037973
423,2023_Q2_labor_20h,SOLAR,0.003670886075949367
424,2023_Q2_labor_20h,TERMICA,903707.0483544302
425,2023_Q2_labor_21h,COGENERADOR,71013.87303797468
426,2023_Q2_labor_21h,EOLICA,24404.76341772152
427,2023_Q2_labor_21h,HIDRAULICA,9142244.177974684
428,2023_Q2_labor_21h,SOLAR,0.016202531645569618
429,2023_Q2_labor_21h,TERMICA,896671.4703797468
430,2023_Q2_labor_22h,COGENERADOR,72086.46265822784
431,2023_Q2_labor_22h,EOLICA,23403.527721518985
432,2023_Q2_labor_22h,HIDRAULICA,8662569.887974683
433,2023_Q2_labor_22h,SOLAR,0.01721518987341772
434,2023_Q2_labor_22h,TERMICA,884375.3987341772
435,2023_Q2_labor_23h,COGENERADOR,71751.16493670887
436,2023_Q2_labor_23h,EOLICA,22508.732278481013
437,2023_Q2_labor_23h,HIDRAULICA,8031637.254303798
438,2023_Q2_labor_23h,SOLAR,0.01772151898734177
439,2023_Q2_labor_23h,TERMICA,863060.3078481011
440,2023_Q2_labor_2h,COGENERADOR,73728.79189873417
441,2023_Q2_labor_2h,EOLICA,19977.3517721519
442,2023_Q2_labor_2h,HIDRAULICA,6600012.48721519
443,2023_Q2_labor_2h,SOLAR,0.0020253164556962027
444,2023_Q2_labor_2h,TERMICA,960655.0192405062
445,2023_Q2_labor_3h,COGENERADOR,73389.00291139241
446,2023_Q2_labor_3h,EOLICA,18899.853797468353
447,2023_Q2_labor_3h,HIDRAULICA,6501946.698987342
448,2023_Q2_labor_3h,SOLAR,0.009240506329113924
449,2023_Q2_labor_3h,TERMICA,865105.9864556963
450,2023_Q2_labor_4h,COGENERADOR,73189.48683544304
451,2023_Q2_labor_4h,EOLICA,18085.298101265824
452,2023_Q2_labor_4h,HIDRAULICA,6431458.095949367
453,2023_Q2_labor_4h,SOLAR,0.014050632911392403
454,2023_Q2_labor_4h,TERMICA,838971.2892405064
455,2023_Q2_labor_5h,COGENERADOR,73252.26405063292
456,2023_Q2_labor_5h,EOLICA,17187.221898734177
457,2023_Q2_labor_5h,HIDRAULICA,6579019.065822785
