,Date,DemaReal_Sistema,DemaCome_Sistema,Gene_Sistema,GeneIdea_Sistema,timestamp
18,2022-12-01 18:00:00,9711539.95,9845295.05,9845295.05,9845295.05,2023_Q1_labor_18h
19,2022-12-01 19:00:00,10229500.39,10388351.68,10388351.68,10388351.68,2023_Q1_labor_19h
20,2022-12-01 20:00:00,10137395.78,10300895.34,10300895.34,10300895.34,2023_Q1_labor_20h
21,2022-12-01 21:00:00,9854819.54,10020469.07,10020469.07,10020469.07,2023_Q1_labor_21h
22,2022-12-01 22:00:00,9388482.89,9567986.83,9567986.83,9567986.83,2023_Q1_labor_22h
23,2022-12-01 23:00:00,8778779.26,8936123.07,8936123.07,8936123.07,2023_Q1_labor_23h
24,2022-12-02 00:00:00,8341732.71,8513863.77,8513863.77,8513863.77,2023_Q1_labor_0h
25,2022-12-02 01:00:00,7836547.39,7991914.45,7991914.45,7991914.45,2023_Q1_labor_1h
26,2022-12-02 02:00:00,7552497.33,7709547.09,7709547.09,7709547.09,2023_Q1_labor_2h
27,2022-12-02 03:00:00,7368162.5,7519157.58,7519157.58,7519157.58,2023_Q1_labor_3h
28,2022-12-02 04:00:00,7245784.42,7384381.84,7384381.84,7384381.84,2023_Q1_labor_4h
29,2022-12-02 05:00:00,7438874.28,7567122.98,7567122.98,7567122.98,2023_Q1_labor_5h
30,2022-12-02 06:00:00,7709128.8,7841790.29,7841790.29,7841790.29,2023_Q1_labor_6h
31,2022-12-02 07:00:00,7996285.38,8125893.23,8125893.23,8125893.23,2023_Q1_labor_7h
32,2022-12-02 08:00:00,8593871.82,8728028.43,8728028.43,8728028.43,2023_Q1_labor_8h
33,2022-12-02 09:00:00,9100585.04,9248184.99,9248184.99,9248184.99,2023_Q1_labor_9h
34,2022-12-02 10:00:00,9450670.42,9592827.47,9592827.47,9592827.47,2023_Q1_labor_10h
35,2022-12-02 11:00:00,9788350.6,9938093.31,9938093.31,9938093.31,2023_Q1_labor_11h
36,2022-12-02 12:00:00,10044917.32,10208810.34,10208810.34,10208810.34,2023_Q1_labor_12h
37,2022-12-02 13:00:00,9852787.79,10032089.2,10032089.2,10032089.2,2023_Q1_labor_13h
38,2022-12-02 14:00:00,9819021.73,9987902.35,9987902.35,9987902.35,2023_Q1_labor_14h
39,2022-12-02 15:00:00,10024931.9,10193330.47,10193330.47,10193330.47,2023_Q1_labor_15h
40,2022-12-02 16:00:00,10030336.88,10206999.04,10206999.04,10206999.04,2023_Q1_labor_16h
41,2022-12-02 17:00:00,9827142.0,9999737.8,9999737.8,9999737.8,2023_Q1_labor_17h
42,2022-12-02 18:00:00,9759951.43,9910153.27,9910153.27,9910153.27,2023_Q1_labor_18h
43,2022-12-02 19:00:00,10235084.5,10415358.38,10415358.38,10415358.38,2023_Q1_labor_19h
44,2022-12-02 20:00:00,10130575.88,10303087.08,10303087.08,10303087.08,2023_Q1_labor_20h
45,2022-12-02 21:00:00,9862060.4,10043100.2,10043100.2,10043100.2,2023_Q1_labor_21h
46,2022-12-02 22:00:00,9397272.51,9580305.87,9580305.87,9580305.87,2023_Q1_labor_22h
