LOAD_ZONE,timepoints,zone_demand_mw
Oriental,339,2155.415343205128
Surocciden,339,1813.347358076923
Antioquia,338,1131.809461153846
Caribe,338,2488.637433974359
Surocciden,338,1877.6617255128206
Oriental,338,2231.861907179487
Nordeste,338,997.192946153846
Antioquia,337,1193.792068974359
Caribe,337,2624.9256033333336
Surocciden,337,1980.4903158974357
Oriental,337,2354.087977564103
Nordeste,337,1051.8033920512821
Surocciden,336,2080.8503976923075
Nordeste,336,1105.1028576923077
Caribe,336,2757.9420284615385
Antioquia,336,1254.2867192307692
Oriental,336,2473.37988
Surocciden,335,2207.2474415384613
Oriental,335,2623.620336153846
Nordeste,335,1172.2300923076923
Caribe,335,2925.4676361538463
Antioquia,335,1330.4758276923078
Antioquia,334,1387.6062046153845
Surocciden,334,2302.0262238461537
Oriental,334,2736.2780915384615
Nordeste,334,1222.5654284615384
Caribe,334,3051.0866561538464
Nordeste,333,1244.7236923076923
Antioquia,333,1412.7557330769232
Caribe,333,3106.3857646153847
Surocciden,333,2343.7490646153847
Oriental,333,2785.8714838461538
Surocciden,332,2287.697853076923
Caribe,332,3032.095950769231
Nordeste,332,1214.9558846153845
Antioquia,332,1378.9694061538462
Oriental,332,2719.2468292307694
Surocciden,331,2215.9094392307693
Nordeste,331,1176.8303269230769
Oriental,331,2633.9163246153844
Caribe,331,2936.9481776923076
Antioquia,331,1335.6970715384616
Caribe,330,3037.084096923077
Nordeste,330,1216.9546276923077
Antioquia,330,1381.2379692307693
Oriental,330,2723.7203023076922
Surocciden,330,2291.461379230769
Nordeste,329,1238.483643076923
Caribe,329,3090.812834615385
Antioquia,329,1405.6733053846156
Oriental,329,2771.9053530769233
Surocciden,329,2331.999383076923
Oriental,328,2783.9438446153845
Antioquia,328,1411.7781984615385
Nordeste,328,1243.8624246153845
Caribe,328,3104.2363523076924
Surocciden,328,2342.1273438461535
Caribe,327,3055.1565446153845
Antioquia,327,1389.4571507692308
Surocciden,327,2305.096929230769
Nordeste,327,1224.1962276923077
Oriental,327,2739.928050769231
Antioquia,326,1378.1030892307692
Surocciden,326,2286.2606423076923
Nordeste,326,1214.192606153846
Caribe,326,3030.1910823076923
Oriental,326,2717.538503076923
Surocciden,325,2299.5973107692307
Oriental,325,2733.390988461538
Nordeste,325,1221.275476153846
Antioquia,325,1386.142113846154
Caribe,325,3047.8673915384616
Caribe,324,2973.426213846154
Surocciden,324,2243.431896153846
Oriental,324,2666.6305869230773
Nordeste,324,1191.447016153846
Antioquia,324,1352.2869484615383
Oriental,323,2573.3306969230766
Caribe,323,2869.3921761538463
Antioquia,323,1304.9732230769232
Nordeste,323,1149.7607484615385
Surocciden,323,2164.9388515384617
Antioquia,322,1263.069196153846
Oriental,322,2490.6984115384616
Nordeste,322,1112.8407538461538
Caribe,322,2777.2530546153844
Surocciden,322,2095.4204476923073
Surocciden,321,1981.4150692307692
Antioquia,321,1194.3494892307692
Caribe,321,2626.1512653846153
Nordeste,321,1052.294513846154
Oriental,321,2355.1871776923076
Surocciden,320,1863.6008438461538
Oriental,320,2215.148596153846
Nordeste,320,989.7254584615384
Caribe,320,2470.001256153846
Antioquia,320,1123.3338984615386
Antioquia,319,1094.14835
Caribe,319,2405.827687692308
Surocciden,319,1815.1822792307694
Oriental,319,2157.5964015384616
Nordeste,319,964.0112161538461
Oriental,318,2069.0427561538463
Caribe,318,2307.085953076923
Nordeste,318,924.4455661538461
Antioquia,318,1049.2415138461538
Surocciden,318,1740.682243076923
Caribe,317,2265.332506153846
Surocciden,317,1709.1795223076924
Oriental,317,2031.5973946153847
Nordeste,317,907.715026923077
Antioquia,317,1030.25243
Antioquia,316,1042.3588715384615
Surocciden,316,1729.2640000000001
Oriental,316,2055.4705892307693
Nordeste,316,918.3815384615384
Caribe,316,2291.9523084615385
Caribe,315,2357.3692153846155
Surocciden,315,1778.6206576923078
Antioquia,315,1072.1098815384614
Oriental,315,2114.1378353846153
Nordeste,315,944.5939853846155
Antioquia,314,1109.7948253846155
Caribe,314,2440.2313623076925
Oriental,314,2188.4503353846153
Surocciden,314,1841.139640769231
Nordeste,314,977.7967115384615
Nordeste,313,1041.184213076923
Antioquia,313,1181.7393492307692
Caribe,313,2598.423923846154
Oriental,313,2330.3207184615385
Surocciden,313,1960.49496
Surocciden,312,2018.5220578481012
Antioquia,312,1216.7166915189873
Caribe,312,2675.3325615189874
Nordeste,312,1072.0013781012658
Oriental,312,2399.2939879746837
Surocciden,311,2145.900448227848
Caribe,311,2844.1588339240507
Nordeste,311,1139.649788607595
Oriental,311,2550.700907341772
Antioquia,311,1293.497330506329
Nordeste,310,1187.4134765822785
Oriental,310,2657.602943164557
Surocciden,310,2235.8369534177214
Antioquia,310,1347.7088996202533
Caribe,310,2963.3599398734177
Surocciden,309,2275.996414050633
Oriental,309,2705.338042911392
Nordeste,309,1208.7414562025317
Caribe,309,3016.5869593670886
Antioquia,309,1371.916059113924
Nordeste,308,1171.2137681012657
Caribe,308,2922.9312537974683
Surocciden,308,2205.3337564556964
Oriental,308,2621.345654936709
Antioquia,308,1329.3223037974683
Antioquia,307,1271.116984050633
Caribe,307,2794.9486355696204
Surocciden,307,2108.7716543037977
Oriental,307,2506.56817556962
Nordeste,307,1119.9313429113924
Antioquia,306,1301.2516055696203
Surocciden,306,2158.7647201265822
Caribe,306,2861.209035443038
Oriental,306,2565.9918829113926
Nordeste,306,1146.4817772151898
Antioquia,305,1319.1626186075948
Caribe,305,2900.5920060759495
Surocciden,305,2188.4789313924052
Oriental,305,2601.3113524050636
Nordeste,305,1162.2624693670887
Caribe,304,2910.1563488607594
Antioquia,304,1323.5123944303798
Nordeste,304,1166.0948844303798
Oriental,304,2609.888853544304
Surocciden,304,2195.6951697468353
Antioquia,303,1314.34591
Caribe,303,2890.000963544304
Surocciden,303,2180.4880543037975
Oriental,303,2591.8130841772154
Nordeste,303,1158.0186551898732
Oriental,302,2581.0490507594936
Nordeste,302,1153.2092992405062
Caribe,302,2877.998529620253
Antioquia,302,1308.8873137974683
Surocciden,302,2171.4322915189873
Caribe,301,2885.5146343037977
Antioquia,301,1312.3055694936709
Nordeste,301,1156.220990379747
Surocciden,301,2177.1031462025317
Oriental,301,2587.7896506329116
Caribe,300,2809.7590070886076
Oriental,300,2519.8504248101267
Nordeste,300,1125.8658341772152
Antioquia,300,1277.8526048101266
Surocciden,300,2119.9459886075947
Oriental,299,2430.741338987342
Nordeste,299,1086.052013164557
Caribe,299,2710.3979279746836
Antioquia,299,1232.6640984810126
Surocciden,299,2044.9786621518986
Oriental,298,2343.9192479746835
Nordeste,298,1047.2600174683544
Caribe,298,2613.5869621518987
Surocciden,298,1971.9353802531646
Antioquia,298,1188.6353592405062
Oriental,297,2215.51990443038
Nordeste,297,989.8913610126583
Caribe,297,2470.415285316456
Antioquia,297,1123.5221953164557
Surocciden,297,1863.9132259493672
Caribe,296,2329.9558292405063
Nordeste,296,933.6094863291139
Oriental,296,2089.5529381012657
Antioquia,296,1059.6425244303798
Surocciden,296,1757.9374258227847
Surocciden,295,1731.7254417721517
Caribe,295,2295.214681772152
Oriental,295,2058.3963525316453
Antioquia,295,1043.842569113924
Nordeste,295,919.6887656962026
Surocciden,294,1685.7619078481014
Oriental,294,2003.7623048101266
Nordeste,294,895.2783455696202
Antioquia,294,1016.1368526582278
Caribe,294,2234.29499
Antioquia,293,1005.1908546835443
Caribe,293,2210.2267872151897
Nordeste,293,885.6342553164557
Surocciden,293,1667.6025959493672
Oriental,293,1982.1774382278481
Surocciden,292,1692.139437721519
Oriental,292,2011.3428856962025
Nordeste,292,898.6653389873418
Caribe,292,2242.7477164556963
Antioquia,292,1019.9810750632911
Surocciden,291,1737.6094244303797
Nordeste,291,922.8136449367089
Oriental,291,2065.390283164557
Antioquia,291,1047.3892918987342
Caribe,291,2303.013263291139
Antioquia,290,1085.6742878481014
Caribe,290,2387.194813164557
Nordeste,290,956.5450537974684
Oriental,290,2140.8860510126583
Surocciden,290,1801.1238886075948
Nordeste,289,1006.770983670886
Caribe,289,2512.5407937974683
Antioquia,289,1142.680490379747
Oriental,289,2253.298938101266
Surocciden,289,1895.6966650632912
Nordeste,288,1062.4307446153846
Caribe,288,2651.447682307692
Antioquia,288,1205.8540676923078
Oriental,288,2377.8735307692305
Surocciden,288,2000.5010615384615
Antioquia,287,1279.8868261538462
Surocciden,287,2123.3207453846157
Oriental,287,2523.86179
Nordeste,287,1127.6581061538461
Caribe,287,2814.231880769231
Nordeste,286,1178.2978215384614
Oriental,286,2637.2007861538464
Caribe,286,2940.610516923077
Antioquia,286,1337.3626707692308
Surocciden,286,2218.6726530769233
Caribe,285,3006.171512307692
Antioquia,285,1367.1792084615383
Oriental,285,2695.997251538461
Surocciden,285,2268.1380215384615
Nordeste,285,1204.568003076923
Antioquia,284,1343.3844084615384
Nordeste,284,1183.6033376923076
Surocciden,284,2228.6626623076922
Caribe,284,2953.851193076923
Oriental,284,2649.0752984615388
Nordeste,283,1134.7341530769231
Antioquia,283,1287.9181069230767
Caribe,283,2831.8911638461536
Oriental,283,2539.6990046153846
Surocciden,283,2136.644566153846
Surocciden,282,2203.0724284615385
Caribe,282,2919.934106923077
Oriental,282,2618.657752307692
Nordeste,282,1170.012816923077
Antioquia,282,1327.9592284615387
Surocciden,281,2240.4687123076924
Oriental,281,2663.108429230769
Nordeste,281,1189.87332
Antioquia,281,1350.5008123076923
Caribe,281,2969.4988330769233
Nordeste,280,1189.868286923077
Surocciden,280,2240.4592330769233
Antioquia,280,1350.4950992307693
Caribe,280,2969.4862738461534
Oriental,280,2663.0971653846154
Antioquia,279,1328.6130092307694
Surocciden,279,2204.1570438461536
Oriental,279,2619.9469676923077
Caribe,279,2921.371644615385
Nordeste,279,1170.588836923077
Surocciden,278,2188.567076923077
Oriental,278,2601.416123076923
Nordeste,278,1162.30928
Antioquia,278,1319.2157515384615
Caribe,278,2900.7088315384613
Oriental,277,2628.401920769231
Antioquia,277,1332.90064
Caribe,277,2930.799342307692
Surocciden,277,2211.2701815384617
Nordeste,277,1174.3664999999999
Caribe,276,2857.6923199999997
Nordeste,276,1145.0726346153847
Oriental,276,2562.8380215384614
Surocciden,276,2156.111380769231
Antioquia,276,1299.6522346153847
Oriental,275,2474.6777453846153
Surocciden,275,2081.9422884615387
Nordeste,275,1105.6827407692308
Caribe,275,2759.3892123076926
Antioquia,275,1254.9448838461537
Surocciden,274,2018.1728423076925
Nordeste,274,1071.8159161538463
Caribe,274,2674.8697130769233
Antioquia,274,1216.5061915384615
Oriental,274,2398.8788953846156
Nordeste,273,1017.803486153846
Antioquia,273,1155.20233
Oriental,273,2277.991275384615
Surocciden,273,1916.4702853846154
Caribe,273,2540.0739815384613
Surocciden,272,1814.8155938461537
Oriental,272,2157.1605430769227
Nordeste,272,963.8164746153847
Caribe,272,2405.3416853846156
Antioquia,272,1093.9273192307692
Surocciden,271,1780.5841630769232
Oriental,271,2116.471734615385
Nordeste,271,945.63677
Caribe,271,2359.9716307692306
Antioquia,271,1073.2934361538462
Surocciden,270,1688.348916153846
Nordeste,270,896.652256923077
Oriental,270,2006.83732
Antioquia,270,1017.6962392307693
Caribe,270,2237.7237876923077
Antioquia,269,993.4064707692307
Surocciden,269,1648.0524076923077
Oriental,269,1958.9393230769228
Caribe,269,2184.3151292307693
Nordeste,269,875.2514953846154
Surocciden,268,1666.7509453846153
Nordeste,268,885.1819592307693
Caribe,268,2209.098017692308
Oriental,268,1981.1651353846153
Antioquia,268,1004.6775023076923
Oriental,267,2031.2094953846156
Surocciden,267,1708.8531823076921
Antioquia,267,1030.05572
Caribe,267,2264.899977692308
Nordeste,267,907.5417130769231
Caribe,266,2339.6164361538463
Antioquia,266,1064.03608
Nordeste,266,937.4804753846154
Oriental,266,2098.2167707692306
Surocciden,266,1765.2262938461538
Caribe,265,2495.7257823076925
Oriental,265,2238.2188853846155
Nordeste,265,1000.0332353846153
Surocciden,265,1883.0098407692308
Antioquia,265,1135.033176923077
Oriental,264,2318.617856962025
Nordeste,264,1035.9553893670886
Caribe,264,2585.374647721519
Antioquia,264,1175.8046581012657
Surocciden,264,1950.6493618987342
Antioquia,263,1255.44003721519
Caribe,263,2760.4779624050634
Surocciden,263,2082.763741392405
Nordeste,263,1106.1190001265823
Oriental,263,2475.6541570886075
Nordeste,262,1157.5388089873418
Surocciden,262,2179.584529113924
Oriental,262,2590.7391187341773
Caribe,262,2888.8034375949364
Antioquia,262,1313.8012873417722
Caribe,261,2952.4137092405063
Nordeste,261,1183.0273402531645
Surocciden,261,2227.578089620253
Antioquia,261,1342.730653670886
Oriental,261,2647.786135316456
Surocciden,260,2177.9053510126582
Oriental,260,2588.743181772152
Nordeste,260,1156.647026835443
Caribe,260,2886.577868987342
Antioquia,260,1312.789118607595
Nordeste,259,1096.1002624050632
Oriental,259,2453.2307748101266
Surocciden,259,2063.8989872151897
Antioquia,259,1244.0688168354432
Caribe,259,2735.474770886076
Caribe,258,2794.874411392405
Surocciden,258,2108.7156521518987
Antioquia,258,1271.0832270886076
Oriental,258,2506.50161
Nordeste,258,1119.9016011392405
Oriental,257,2544.3568544303794
Antioquia,257,1290.28017
Caribe,257,2837.0848994936705
Surocciden,257,2140.563207594937
Nordeste,257,1136.8152744303798
Surocciden,256,2144.6737093670886
Caribe,256,2842.532924556962
Nordeste,256,1138.9982902531644
Antioquia,256,1292.7578816455696
Oriental,256,2549.242757848101
Caribe,255,2822.3389521518984
Surocciden,255,2129.4374811392404
Oriental,255,2531.13238278481
Nordeste,255,1130.9065984810127
Antioquia,255,1283.5738487341773
Oriental,254,2521.1027993670887
Caribe,254,2811.155466708861
Nordeste,254,1126.4253937974684
Surocciden,254,2120.999609620253
Antioquia,254,1278.4877024050631
Oriental,253,2532.4199870886077
Antioquia,253,1284.2268116455696
Nordeste,253,1131.4818981012659
Caribe,253,2823.7746951898735
Surocciden,253,2130.520740379747
Nordeste,252,1102.013886329114
Caribe,252,2750.2330635443036
Antioquia,252,1250.780752278481
Oriental,252,2466.466318101266
Surocciden,252,2075.0340284810127
Caribe,251,2654.225194683544
Antioquia,251,1207.1172549367088
Surocciden,251,2002.596679113924
Nordeste,251,1063.5436911392405
Oriental,251,2380.364462278481
Nordeste,250,1025.840696835443
Antioquia,250,1164.3245283544304
Surocciden,250,1931.6039298734177
Oriental,250,2295.979714050633
Caribe,250,2560.13198835443
Nordeste,249,969.5971732911391
Surocciden,249,1825.7003407594937
Antioquia,249,1100.4883839240506
Caribe,249,2419.768240506329
Oriental,249,2170.0985803797466
Antioquia,248,1040.826201898734
Surocciden,248,1726.7213159493672
Oriental,248,2052.4482539240507
Nordeste,248,917.0311630379747
Caribe,248,2288.582255063291
Caribe,247,2256.6592597468357
Surocciden,247,1702.6356116455697
Oriental,247,2023.8190464556963
Nordeste,247,904.2396712658228
Antioquia,247,1026.3079172151897
Surocciden,246,1639.3849843037974
Antioquia,246,988.181955443038
Caribe,246,2172.8273969620254
Oriental,246,1948.6368856962024
Nordeste,246,870.648381392405
Surocciden,245,1614.6750198734178
Oriental,245,1919.265659620253
Nordeste,245,857.5253569620254
Caribe,245,2140.0770132911393
Antioquia,245,973.2873811392406
Nordeste,244,869.110966835443
Oriental,244,1945.195929113924
Caribe,244,2168.9905587341773
Antioquia,244,986.4369960759493
Surocciden,244,1636.4901126582279
Oriental,243,1996.6000591139239
Nordeste,243,892.0782635443038
Caribe,243,2226.3087296202534
Antioquia,243,1012.5047744303797
Surocciden,243,1679.736323544304
Caribe,242,2306.217062405063
Antioquia,242,1048.8463502531645
Nordeste,242,924.097401392405
Surocciden,242,1740.0266707594938
Oriental,242,2068.263516835443
Antioquia,241,1103.747528227848
Caribe,241,2426.934489240506
Surocciden,241,1831.1072315189872
Nordeste,241,972.4686768354429
Oriental,241,2176.5254211392403
Nordeste,240,1028.29145375
Surocciden,240,1936.21858125
Caribe,240,2566.24820625
Oriental,240,2301.464865
Antioquia,240,1167.10612875
Antioquia,239,1234.556845
Nordeste,239,1087.71963625
Surocciden,239,2048.11871
Oriental,239,2434.47372125
Caribe,239,2714.5597225
Antioquia,238,1294.8631925
Caribe,238,2847.16211
Nordeste,238,1140.8531975
Oriental,238,2553.3943074999997
Surocciden,238,2148.1664
Nordeste,237,1173.34434125
Surocciden,237,2209.34551125
Oriental,237,2626.1141825
Caribe,237,2928.24840125
Antioquia,237,1331.7404925
Surocciden,236,2165.6092275
Antioquia,236,1305.37731
Caribe,236,2870.28069125
Nordeste,236,1150.11677375
Oriental,236,2574.1275324999997
Surocciden,235,2033.81824
Antioquia,235,1225.9368625
Caribe,235,2695.6059975
Nordeste,235,1080.12491125
Oriental,235,2417.47562875
Caribe,234,2714.7008075
Nordeste,234,1087.77617125
Oriental,234,2434.60025125
Antioquia,234,1234.62100875
Surocciden,234,2048.2251575
Surocciden,233,2081.9655125
Oriental,233,2474.7053525
Nordeste,233,1105.6950762499998
Caribe,233,2759.4199975
Antioquia,233,1254.958885
Antioquia,232,1264.51592125
Caribe,232,2780.43413
Nordeste,232,1114.11540625
Oriental,232,2493.5512675
Surocciden,232,2097.8205500000004
Oriental,231,2532.04394875
Surocciden,231,2130.20438125
Nordeste,231,1131.313885
Caribe,231,2823.3553975
Antioquia,231,1284.03611875
Oriental,230,2561.59979
Antioquia,230,1299.02431125
Surocciden,230,2155.06965875
Nordeste,230,1144.5193937499998
Caribe,230,2856.3116312499997
Surocciden,229,2160.2676125
Antioquia,229,1302.15751125
Caribe,229,2863.20095375
Nordeste,229,1147.27993375
Oriental,229,2567.77827625
Oriental,228,2508.22006625
Surocciden,228,2110.16138625
Antioquia,228,1271.9546825
Caribe,228,2796.79057625
Nordeste,228,1120.66940625
Oriental,227,2422.53605625
Nordeste,227,1082.3859025
Caribe,227,2701.2486275
Antioquia,227,1228.50308
Surocciden,227,2038.0755725
Nordeste,226,1038.1253112499999
Antioquia,226,1178.26751
Caribe,226,2590.78999875
Oriental,226,2323.47445625
Surocciden,226,1954.73520875
Surocciden,225,1832.05651
Oriental,225,2177.65377125
Nordeste,225,972.9728225
Caribe,225,2428.1926562500003
Antioquia,225,1104.31973
Surocciden,224,1742.70383375
Nordeste,224,925.51919375
Oriental,224,2071.44569625
Caribe,224,2309.76535125
Antioquia,224,1050.46008
Surocciden,223,1729.8341337499999
Oriental,223,2056.14827
Nordeste,223,918.684325
Caribe,223,2292.707955
Antioquia,223,1042.70253375
Antioquia,222,1021.6203612500001
Caribe,222,2246.35220375
Oriental,222,2014.5754662499999
Surocciden,222,1694.859
Nordeste,222,900.10965
Surocciden,221,1686.762945
Oriental,221,2004.9521750000001
Nordeste,221,895.80997875
Caribe,221,2235.62175625
Antioquia,221,1016.74025375
Nordeste,220,907.3738400000001
Surocciden,220,1708.537085
Oriental,220,2030.833765
Antioquia,220,1029.8651825
Caribe,220,2264.48102125
Surocciden,219,1761.8955425
Oriental,219,2094.25771125
Nordeste,219,935.7115737500001
Caribe,219,2335.2018875
Antioquia,219,1062.0283825
Antioquia,218,1094.9094975
Caribe,218,2407.50131
Surocciden,218,1816.4450175
Oriental,218,2159.09733875
Nordeste,218,964.68183375
Caribe,217,2429.4981175
Surocciden,217,1833.0414725
Oriental,217,2178.824535
Nordeste,217,973.49591875
Antioquia,217,1104.91344375
Oriental,216,2372.495616470588
Caribe,216,2645.451038627451
Surocciden,216,1995.976633137255
Nordeste,216,1060.0279009803921
Antioquia,216,1203.1268498039217
Antioquia,215,1280.0511023529411
Surocciden,215,2123.5932770588233
Caribe,215,2814.593092745098
Nordeste,215,1127.8028447058823
Oriental,215,2524.185734117647
Caribe,214,2933.0070778431373
Nordeste,214,1175.251134509804
Oriental,214,2630.3818635294115
Antioquia,214,1333.9046960784315
Surocciden,214,2212.935905490196
Antioquia,213,1363.6061643137255
Surocciden,213,2262.21037372549
Oriental,213,2688.951417254902
Nordeste,213,1201.419934117647
Caribe,213,2998.3150539215685
Antioquia,212,1333.4724088235293
Nordeste,212,1174.8702635294117
Oriental,212,2629.529418627451
Surocciden,212,2212.218745294118
Caribe,212,2932.0565601960784
Oriental,211,2503.145868627451
Nordeste,211,1118.4022607843137
Caribe,211,2791.1325915686275
Antioquia,211,1269.3814821568626
Surocciden,211,2105.8924723529412
Nordeste,210,1145.9109111764708
Oriental,210,2564.7142039215687
Surocciden,210,2157.6898107843135
