LOAD_ZONE,timepoints,zone_demand_mw
Caribe,210,2859.7843596078433
Antioquia,210,1300.6036762745098
Surocciden,209,2190.8860476470586
Oriental,209,2604.1725439215684
Nordeste,209,1163.5408452941176
Caribe,209,2903.7823778431375
Antioquia,209,1320.6135703921568
Nordeste,208,1165.3334660784315
Caribe,208,2908.2561170588237
Oriental,208,2608.184686862745
Surocciden,208,2194.2614570588235
Antioquia,208,1322.6481864705881
Surocciden,207,2167.248671372549
Nordeste,207,1150.9874523529413
Caribe,207,2872.4535929411763
Antioquia,207,1306.365527254902
Oriental,207,2576.0762366666663
Antioquia,206,1298.5391631372547
Caribe,206,2855.244882745098
Nordeste,206,1144.0919507843137
Surocciden,206,2154.2648043137256
Oriental,206,2560.64310627451
Surocciden,205,2158.601058039216
Antioquia,205,1301.1529535294117
Nordeste,205,1146.394858627451
Caribe,205,2860.992118431373
Oriental,205,2565.7973470588236
Nordeste,204,1115.0041366666667
Oriental,204,2495.540376078431
Surocciden,204,2099.4939843137254
Caribe,204,2782.652088235294
Antioquia,204,1265.5246270588236
Surocciden,203,2027.6867192156863
Antioquia,203,1222.2409298039215
Caribe,203,2687.479328823529
Nordeste,203,1076.8685672549018
Oriental,203,2410.1874615686274
Surocciden,202,1957.1939468627452
Oriental,202,2326.397005882353
Nordeste,202,1039.431103137255
Antioquia,202,1179.7495772549019
Caribe,202,2594.0487864705883
Surocciden,201,1847.1903780392156
Caribe,201,2448.2509596078435
Oriental,201,2195.642476666667
Antioquia,201,1113.44206372549
Nordeste,201,981.0101517647059
Caribe,200,2330.3930647058824
Antioquia,200,1059.8413749019608
Surocciden,200,1758.2673170588234
Oriental,200,2089.945060392157
Nordeste,200,933.7846860784313
Caribe,199,2293.2567888235294
Antioquia,199,1042.9521364705884
Nordeste,199,918.9042411764706
Oriental,199,2056.6404739215686
Surocciden,199,1730.2482245098038
Surocciden,198,1657.7926484313725
Antioquia,198,999.2776539215686
Caribe,198,2197.22476372549
Oriental,198,1970.516952745098
Nordeste,198,880.4243664705882
Nordeste,197,868.109757254902
Oriental,197,1942.9550784313726
Surocciden,197,1634.6048892156864
Caribe,197,2166.4918988235295
Antioquia,197,985.3006282352941
Surocciden,196,1658.1755888235293
Nordeste,196,880.6277392156862
Antioquia,196,999.5084819607844
Oriental,196,1970.9721307843138
Caribe,196,2197.7323103921567
Caribe,195,2252.8367060784312
Nordeste,195,902.7079799999999
Surocciden,195,1699.7515188235295
Oriental,195,2020.3909015686274
Antioquia,195,1024.5694545098038
Antioquia,194,1060.2689239215686
Surocciden,194,1758.9766180392157
Oriental,194,2090.7881621568627
Nordeste,194,934.161382745098
Caribe,194,2331.3331656862747
Antioquia,193,1128.7365678431372
Surocciden,193,1872.5638243137255
Caribe,193,2481.880716862745
Nordeste,193,994.4855409803921
Oriental,193,2225.8023435294117
Nordeste,192,1017.2295076923076
Surocciden,192,1915.389513076923
Oriental,192,2276.706629230769
Caribe,192,2538.641535384615
Antioquia,192,1154.5508676923077
Surocciden,191,2003.5927107692307
Oriental,191,2381.5483846153847
Nordeste,191,1064.0726661538463
Caribe,191,2655.5453276923076
Antioquia,191,1207.7176376923076
Caribe,190,2730.9082276923077
Antioquia,190,1241.9919946153846
Nordeste,190,1094.2704569230768
Oriental,190,2449.1354038461536
Surocciden,190,2060.4535576923076
Nordeste,189,1107.747836153846
Antioquia,189,1257.2887561538462
Caribe,189,2764.5429507692306
Surocciden,189,2085.8307515384613
Oriental,189,2479.299723846154
Surocciden,188,2055.9189515384614
Caribe,188,2724.8980946153847
Nordeste,188,1091.8622053846154
Antioquia,188,1239.25864
Oriental,188,2443.7453915384617
Nordeste,187,1007.3858692307692
Surocciden,187,1896.8544638461537
Oriental,187,2254.6751423076926
Antioquia,187,1143.3783846153847
Caribe,187,2514.075329230769
Caribe,186,2467.758513846154
Oriental,186,2213.137256923077
Surocciden,186,1861.9087076923076
Antioquia,186,1122.31392
Nordeste,186,988.8267976923077
Oriental,185,2228.7774669230766
Surocciden,185,1875.0667923076924
Antioquia,185,1130.2452953846155
Caribe,185,2485.1981299999998
Nordeste,185,995.8148215384615
Antioquia,184,1138.2620861538462
Surocciden,184,1888.3665715384616
Oriental,184,2244.5861061538462
Nordeste,184,1002.8781
Caribe,184,2502.82555
Oriental,183,2270.2870115384617
Nordeste,183,1014.3612307692308
Surocciden,183,1909.9887038461538
Antioquia,183,1151.2953884615383
Caribe,183,2531.483343846154
Surocciden,182,1910.0671015384617
Nordeste,182,1014.40287
Caribe,182,2531.5872530769234
Antioquia,182,1151.3426438461538
Oriental,182,2270.3802023076923
Antioquia,181,1135.1022076923077
Caribe,181,2495.877565384615
Nordeste,181,1000.0940538461539
Oriental,181,2238.355006923077
Surocciden,181,1883.1243592307692
Surocciden,180,1827.0985815384615
Caribe,180,2421.621458461538
Oriental,180,2171.7605846153847
Nordeste,180,970.339753076923
Antioquia,180,1101.3312107692307
Oriental,179,2090.3273384615386
Caribe,179,2330.8193246153846
Antioquia,179,1060.0352323076922
Surocciden,179,1758.588926923077
Nordeste,179,933.9554869230768
Caribe,178,2229.9002746153847
Antioquia,178,1014.1381746153846
Nordeste,178,893.5173900000001
Oriental,178,1999.82103
Surocciden,178,1682.4461215384615
Caribe,177,2119.222127692308
Antioquia,177,963.80277
Nordeste,177,849.1688361538461
Oriental,177,1900.5625623076924
Surocciden,177,1598.9401369230768
Surocciden,176,1536.3611353846152
Oriental,176,1826.1787230769232
Nordeste,176,815.9342369230769
Caribe,176,2036.2804338461538
Antioquia,176,926.0816492307692
Oriental,175,1865.4311353846153
Caribe,175,2080.0488323076925
Antioquia,175,945.9871153846154
Surocciden,175,1569.3841246153847
Nordeste,175,833.4721607692308
Oriental,174,1894.2971430769232
Nordeste,174,846.3694546153846
Caribe,174,2112.2358707692306
Surocciden,174,1593.6690492307691
Antioquia,174,960.6254853846154
Surocciden,173,1613.446793846154
Oriental,173,1917.8057423076923
Nordeste,173,856.873066923077
Caribe,173,2138.4491315384616
Antioquia,173,972.5470361538462
Antioquia,172,1000.497553076923
Oriental,172,1972.9225253846153
Caribe,172,2199.907096153846
Nordeste,172,881.4991723076923
Surocciden,172,1659.8164523076923
Surocciden,171,1712.809506923077
Oriental,171,2035.912136153846
Nordeste,171,909.6428476923077
Caribe,171,2270.143656923077
Antioquia,171,1032.4404969230768
Nordeste,170,943.2088092307692
Antioquia,170,1070.53771
Surocciden,170,1776.0124415384614
Oriental,170,2111.037606923077
Caribe,170,2353.912307692308
Nordeste,169,963.322046923077
Antioquia,169,1093.366143076923
Caribe,169,2404.107766153846
Oriental,169,2156.053939230769
Surocciden,169,1813.8846076923076
Antioquia,168,1250.7374430769232
Oriental,168,2466.3809147435895
Surocciden,168,2074.9621788461536
Caribe,168,2750.137833461539
Nordeste,168,1101.9757283333333
Nordeste,167,1171.3761611538462
Oriental,167,2621.709113076923
Surocciden,167,2205.639533974359
Caribe,167,2923.3365270512822
Antioquia,167,1329.5066182051282
Caribe,166,3050.1894162820513
Antioquia,166,1387.1981479487179
Nordeste,166,1222.205905897436
Oriental,166,2735.4734267948716
Surocciden,166,2301.349262179487
Surocciden,165,2351.2736493589746
Oriental,165,2794.8154984615385
Nordeste,165,1248.719865
Caribe,165,3116.358788974359
Antioquia,165,1417.291371153846
Surocciden,164,2355.132416666667
Antioquia,164,1419.6173444871795
Oriental,164,2799.40218
Nordeste,164,1250.769188974359
Caribe,164,3121.4731678205126
Caribe,163,2974.8537553846154
Oriental,163,2667.910836282051
Nordeste,163,1192.019030128205
Surocciden,163,2244.5089675641025
Antioquia,163,1352.9361808974359
Oriental,162,2697.0810105128203
Nordeste,162,1205.052225
Caribe,162,3007.379956025641
Antioquia,162,1367.7287985897435
Surocciden,162,2269.0497851282053
Oriental,161,2733.246007820513
Caribe,161,3047.705734102564
Nordeste,161,1221.2106983333335
Surocciden,161,2299.4753393589745
Antioquia,161,1386.0685924358975
Surocciden,160,2304.3241132051285
Antioquia,160,1388.9913162820512
Caribe,160,3054.1322575641025
Nordeste,160,1223.7857961538461
Oriental,160,2739.0094492307694
Nordeste,159,1210.4479203846154
Caribe,159,3020.845683846154
Antioquia,159,1373.8528882051282
Surocciden,159,2279.209595769231
Oriental,159,2709.157355641026
Nordeste,158,1203.4392056410256
Surocciden,158,2266.0125543589743
Antioquia,158,1365.898027948718
Oriental,158,2693.470838717949
Caribe,158,3003.354434230769
Surocciden,157,2275.4416135897436
Oriental,157,2704.6785857692307
Nordeste,157,1208.4468117948718
Caribe,157,3015.851631153846
Antioquia,157,1371.581638846154
Antioquia,156,1337.8720708974358
Oriental,156,2638.205293461538
Caribe,156,2941.730593333333
Surocciden,156,2219.5177438461537
Nordeste,156,1178.746633205128
Caribe,155,2840.6488982051283
Antioquia,155,1291.9010442307692
Oriental,155,2547.5531239743586
Surocciden,155,2143.252223076923
Nordeste,155,1138.2433635897435
Surocciden,154,2070.7628675641026
Antioquia,154,1248.2061988461537
Caribe,154,2744.572101923077
Nordeste,154,1099.7455475641025
Oriental,154,2461.3894507692307
Oriental,153,2329.091351666667
Nordeste,153,1040.6349333333333
Caribe,153,2597.0531173076924
Antioquia,153,1181.1159194871793
Surocciden,153,1959.4606961538461
Antioquia,152,1112.3296455128204
Nordeste,152,980.0300434615384
Caribe,152,2445.8049593589744
Oriental,152,2193.4488516666665
Surocciden,152,1845.3448858974357
Antioquia,151,1087.2507507692308
Oriental,151,2143.9947439743587
Nordeste,151,957.9340129487181
Surocciden,151,1803.739226282051
Caribe,151,2390.661160128205
Surocciden,150,1740.8014766666665
Oriental,150,2069.1844814102565
Nordeste,150,924.5088874358975
Caribe,150,2307.2439824358976
Antioquia,150,1049.313384230769
Surocciden,149,1712.8924092307693
Antioquia,149,1032.4904680769232
Oriental,149,2036.0106753846153
Caribe,149,2270.2535344871794
Nordeste,149,909.6868743589743
Antioquia,148,1045.3518292307692
Surocciden,148,1734.229291025641
Caribe,148,2298.533263846154
Nordeste,148,921.0185162820512
Oriental,148,2061.372525897436
Caribe,147,2356.274585897436
Antioquia,147,1071.6120523076922
Surocciden,147,1777.7947662820511
Nordeste,147,944.1553696153848
Oriental,147,2113.156147692308
Antioquia,146,1109.5357607692308
Caribe,146,2439.661730384615
Nordeste,146,977.5684617948718
Oriental,146,2187.939476025641
Surocciden,146,1840.7098573076923
Surocciden,145,1951.6734439743589
Oriental,145,2319.835119871795
Caribe,145,2586.7319574358976
Antioquia,145,1176.4219497435897
Nordeste,145,1036.4992607692307
Antioquia,144,1107.744213846154
Nordeste,144,975.9899999999999
Caribe,144,2435.7224546153843
Surocciden,144,1837.7376984615387
Oriental,144,2184.4066515384616
Nordeste,143,1021.8617892307692
Oriental,143,2287.0743415384613
Surocciden,143,1924.1118553846156
Caribe,143,2550.2020561538466
Antioquia,143,1159.8084861538462
Antioquia,142,1191.266853076923
Surocciden,142,1976.3010038461541
Oriental,142,2349.108398461539
Nordeste,142,1049.5785230769231
Caribe,142,2619.373123076923
Nordeste,141,1059.8349215384615
Antioquia,141,1202.9078184615385
Caribe,141,2644.969431538462
Surocciden,141,1995.6132615384615
Oriental,141,2372.0637023076924
Surocciden,140,1909.9635676923076
Antioquia,140,1151.2802369230772
Oriental,140,2270.257136923077
Nordeste,140,1014.3478823076923
Caribe,140,2531.4500292307694
Caribe,139,2358.6050384615382
Antioquia,139,1072.6719207692308
Nordeste,139,945.0891776923078
Surocciden,139,1779.5530784615382
Oriental,139,2115.2461453846154
Nordeste,138,944.05328
Antioquia,138,1071.4961838461538
Surocciden,138,1777.602539230769
Caribe,138,2356.019808461538
Oriental,138,2112.9276584615386
Antioquia,137,1080.5185776923076
Caribe,137,2375.8583692307693
Surocciden,137,1792.5706107692308
Oriental,137,2130.7192907692306
Nordeste,137,952.0025584615385
Antioquia,136,1092.4994076923076
Surocciden,136,1812.4467007692306
Nordeste,136,962.5583984615384
Oriental,136,2154.344786923077
Caribe,136,2402.2019746153846
Surocciden,135,1834.8641684615384
Oriental,135,2180.991062307692
Nordeste,135,974.4639192307693
Caribe,135,2431.9139015384617
Antioquia,135,1106.0121192307693
Antioquia,134,1104.9506184615384
Oriental,134,2178.897843076923
Nordeste,134,973.5286699999999
Caribe,134,2429.5798584615386
Surocciden,134,1833.1031453846153
Oriental,133,2145.9146984615386
Antioquia,133,1088.2243876923078
Surocciden,133,1805.3544823076923
Nordeste,133,958.791846923077
Caribe,133,2392.8020053846153
Antioquia,132,1059.6771953846155
Caribe,132,2330.032063846154
Nordeste,132,933.640033076923
Oriental,132,2089.6213076923077
Surocciden,132,1757.9949461538463
Surocciden,131,1701.4503576923078
Oriental,131,2022.4102092307692
Nordeste,131,903.6102046153846
Caribe,131,2255.088333846154
Antioquia,131,1025.5934723076923
Nordeste,130,867.0326992307693
Antioquia,130,984.0781730769231
Caribe,130,2163.803946153846
Oriental,130,1940.544466923077
Surocciden,130,1632.576843846154
Surocciden,129,1552.3876684615386
Oriental,129,1845.2284869230768
Caribe,129,2057.5218684615384
Antioquia,129,935.74206
Nordeste,129,824.4456446153846
Antioquia,128,897.4677969230769
Caribe,128,1973.3639192307694
Nordeste,128,790.7236930769232
Oriental,128,1769.7538846153848
Surocciden,128,1488.8910099999998
Caribe,127,2021.1391476923077
Antioquia,127,919.1955315384615
Nordeste,127,809.8671476923076
Surocciden,127,1524.9371284615384
Oriental,127,1812.5997007692308
Surocciden,126,1550.104666923077
Oriental,126,1842.5148215384615
Antioquia,126,934.36592
Caribe,126,2054.4959984615384
Nordeste,126,823.2331838461539
Surocciden,125,1571.1157853846153
Oriental,125,1867.489456153846
Caribe,125,2082.3439615384614
Antioquia,125,947.0309199999999
Nordeste,125,834.3918161538461
Surocciden,124,1609.2265092307691
Oriental,124,1912.789346923077
Nordeste,124,854.6317484615385
Caribe,124,2132.855602307692
Antioquia,124,970.00315
Nordeste,123,881.4928553846154
Surocciden,123,1659.804556153846
Oriental,123,1972.9083846153846
Antioquia,123,1000.4903838461539
Caribe,123,2199.8913307692305
Caribe,122,2283.2765453846155
Nordeste,122,914.9051738461538
Oriental,122,2047.6899846153844
Surocciden,122,1722.7181915384617
Antioquia,122,1038.413213846154
Antioquia,121,1050.3391576923077
Nordeste,121,925.4126546153846
Oriental,121,2071.2072438461537
Surocciden,121,1742.5032238461538
Caribe,121,2309.4994646153846
Oriental,120,2365.109480379747
Antioquia,120,1199.3812329113925
Surocciden,120,1989.762688101266
Nordeste,120,1056.7277853164555
Caribe,120,2637.215128734177
Oriental,119,2519.214828227848
Nordeste,119,1125.5818497468354
Caribe,119,2809.0502843037975
Antioquia,119,1277.5302848101267
Surocciden,119,2119.411261898734
Surocciden,118,2213.282411012658
Oriental,118,2630.793734936709
Nordeste,118,1175.4351583544305
Caribe,118,2933.4663354430377
Antioquia,118,1334.1135621518988
Nordeste,117,1197.994266329114
Surocciden,117,2255.7600226582276
Caribe,117,2989.765811265823
Oriental,117,2681.2842789873416
Antioquia,117,1359.71804721519
Antioquia,116,1321.4627250632911
Surocciden,116,2192.2947863291142
Oriental,116,2605.8470262025317
Nordeste,116,1164.2890015189873
Caribe,116,2905.649509113924
Surocciden,115,2108.5359188607595
Oriental,115,2506.28797113924
Antioquia,115,1270.9748882278482
Caribe,115,2794.636192658228
Nordeste,115,1119.8061479746834
Caribe,114,2875.3902148101265
Oriental,114,2578.7098608860756
Nordeste,114,1152.1641521518986
Antioquia,114,1307.7010755696203
Surocciden,114,2169.4643339240506
Surocciden,113,2202.326496329114
Oriental,113,2617.7711088607593
Caribe,113,2918.9454563291138
Antioquia,113,1327.5096
Nordeste,113,1169.616666329114
Caribe,112,2926.0407973417723
Surocciden,112,2207.6798887341774
Antioquia,112,1330.736495822785
Oriental,112,2624.1343583544303
Nordeste,112,1172.4597581012658
Caribe,111,2893.7419693670886
Surocciden,111,2183.310620632911
Oriental,111,2595.16809556962
Nordeste,111,1159.5176703797467
Antioquia,111,1316.047285443038
Surocciden,110,2171.799044556962
Nordeste,110,1153.40407556962
Caribe,110,2878.484621012658
Antioquia,110,1309.108383544304
Oriental,110,2581.4849887341775
Antioquia,109,1316.4638425316455
Surocciden,109,2184.001684810127
Oriental,109,2595.9895226582275
Nordeste,109,1159.8846821518987
Caribe,109,2894.657900506329
Nordeste,108,1129.787047721519
Caribe,108,2819.5449551898732
Oriental,108,2528.626667341772
Surocciden,108,2127.3294265822788
Antioquia,108,1282.3031639240505
Surocciden,107,2051.3100543037976
Antioquia,107,1236.4805097468354
Caribe,107,2718.7895025316457
Nordeste,107,1089.4145032911392
Oriental,107,2438.2670783544304
Caribe,106,2625.0992360759496
Nordeste,106,1051.8729665822784
Oriental,106,2354.243696329114
Surocciden,106,1980.6213213924052
Antioquia,106,1193.8710364556962
Nordeste,105,993.5101263291139
Oriental,105,2223.6192251898733
Surocciden,105,1870.727170379747
Caribe,105,2479.4464311392408
Antioquia,105,1127.62947721519
Oriental,104,2091.3679408860758
Surocciden,104,1759.4643844303798
Caribe,104,2331.9796483544305
Antioquia,104,1060.5629379746836
Nordeste,104,934.4204277215189
Antioquia,103,1036.9849241772151
Surocciden,103,1720.3486716455698
Caribe,103,2280.1360031645568
Nordeste,103,913.646764556962
Oriental,103,2044.8734801265823
Surocciden,102,1659.6799607594937
Nordeste,102,881.4266837974684
Oriental,102,1972.7602856962026
Caribe,102,2199.7261920253163
Antioquia,102,1000.415280379747
Antioquia,101,984.6702115189873
Oriental,101,1941.7119318987343
Caribe,101,2165.105728227848
Nordeste,101,867.5543206329115
Surocciden,101,1633.5590327848101
Surocciden,100,1654.3186025316454
Oriental,100,1966.3875662025316
Nordeste,100,878.5793613924051
Caribe,100,2192.6202920253168
Antioquia,100,997.1835820253165
Surocciden,99,1698.026668227848
Nordeste,99,901.7919435443039
Oriental,99,2018.3406772151898
Antioquia,99,1023.5297567088606
Caribe,99,2250.550604050633
Antioquia,98,1060.479889493671
Nordeste,98,934.3472560759493
Oriental,98,2091.204172405063
Surocciden,98,1759.3266063291137
Caribe,98,2331.7970379746835
Caribe,97,2474.4504839240503
Antioquia,97,1125.3573663291138
Surocciden,97,1866.9577588607594
Nordeste,97,991.5082584810126
Oriental,97,2219.1387551898733
Antioquia,96,1075.8060476923076
Nordeste,96,947.8505338461539
Caribe,96,2365.496396923077
Oriental,96,2121.42646
Surocciden,96,1784.7525661538461
Surocciden,95,1874.5183361538461
Oriental,95,2228.1255538461537
Nordeste,95,995.5235484615384
Caribe,95,2484.471213076923
Antioquia,95,1129.9147023076923
Surocciden,94,1937.2675776923077
Nordeste,94,1028.8485584615385
Antioquia,94,1167.7384392307692
Caribe,94,2567.63854
Oriental,94,2302.7117453846154
Surocciden,93,1961.6988576923077
Oriental,93,2331.7517184615385
Nordeste,93,1041.8235807692306
Caribe,93,2600.0195576923074
Antioquia,93,1182.4650299999998
Caribe,92,2514.2997015384617
Oriental,92,2254.876363076923
Surocciden,92,1897.02375
Nordeste,92,1007.4757738461539
Antioquia,92,1143.4804253846155
Oriental,91,2083.002211538462
Nordeste,91,930.6826315384616
Caribe,91,2322.6514423076924
Surocciden,91,1752.42631
Antioquia,91,1056.3205561538462
Nordeste,90,928.8895376923076
Antioquia,90,1054.2854023076923
Caribe,90,2318.176523076923
Surocciden,90,1749.0500107692305
Oriental,90,2078.9890100000002
Caribe,89,2337.972053076923
Antioquia,89,1063.2882292307693
Surocciden,89,1763.985616923077
Oriental,89,2096.742053846154
Nordeste,89,936.8215746153845
Surocciden,88,1782.3964523076925
Oriental,88,2118.6258900000003
Caribe,88,2362.373623076923
Nordeste,88,946.5992438461539
Antioquia,88,1074.38584
Surocciden,87,1806.2071153846155
Oriental,87,2146.928173076923
Nordeste,87,959.2446646153846
Caribe,87,2393.9320807692307
Antioquia,87,1088.7383361538461
Antioquia,86,1089.4285507692307
Surocciden,86,1807.352176923077
Caribe,86,2395.449734615385
Nordeste,86,959.8527861538462
Oriental,86,2148.2892369230767
Nordeste,85,948.0561161538462
Surocciden,85,1785.1396692307692
Oriental,85,2121.886583846154
Caribe,85,2366.009459230769
Antioquia,85,1076.039383076923
Antioquia,84,1045.5338569230769
Nordeste,84,921.178893076923
Oriental,84,2061.7314723076925
Surocciden,84,1734.5312707692308
Caribe,84,2298.9335053846153
Surocciden,83,1672.9601638461538
Antioquia,83,1008.4202661538462
Caribe,83,2217.327660769231
Nordeste,83,888.479563076923
Oriental,83,1988.54565
Antioquia,82,963.1161
Surocciden,82,1597.800956153846
Oriental,82,1899.2084876923075
Nordeste,82,848.5638407692308
Caribe,82,2117.7122676923077
Caribe,81,2009.8757946153846
Nordeste,81,805.3539423076923
Oriental,81,1802.498493846154
Surocciden,81,1516.4389961538461
Antioquia,81,914.0730623076923
Oriental,80,1727.9645107692306
Surocciden,80,1453.7336815384615
Caribe,80,1926.766683846154
Nordeste,80,772.0522569230769
Antioquia,80,876.2758007692307
Caribe,79,1968.7881553846153
Antioquia,79,895.3867792307693
Surocciden,79,1485.4386238461536
Nordeste,79,788.8901900000001
Oriental,79,1765.6502423076925
Surocciden,78,1507.8747123076923
Antioquia,78,908.9107161538461
Oriental,78,1792.3186507692308
Caribe,78,1998.524763076923
Nordeste,78,800.8056023076923
Oriental,77,1812.8731007692309
Nordeste,77,809.9893007692307
Caribe,77,2021.4439984615383
Antioquia,77,919.3341746153845
Surocciden,77,1525.167136923077
Oriental,76,1855.3997853846156
Nordeste,76,828.9901669230769
Caribe,76,2068.863375384615
Antioquia,76,940.9000715384616
Surocciden,76,1560.944766153846
Surocciden,75,1611.360566923077
Oriental,75,1915.3259715384615
Nordeste,75,855.7651084615385
Antioquia,75,971.2895084615385
Caribe,75,2135.6840646153846
Caribe,74,2222.7554407692305
Nordeste,74,890.6544646153847
Oriental,74,1993.4133961538462
Surocciden,74,1677.0553884615385
Antioquia,74,1010.88877
Caribe,73,2235.594440769231
Antioquia,73,1016.7278323076923
Nordeste,73,895.7990323076922
Oriental,73,2004.9276792307692
Surocciden,73,1686.7423338461538
Antioquia,72,1157.1786637974685
Nordeste,72,1019.5447562025317
Caribe,72,2544.419568607595
Surocciden,72,1919.7490054430377
Oriental,72,2281.8884881012655
Antioquia,71,1237.4183837974683
Oriental,71,2440.116510886076
Nordeste,71,1090.2408278481012
Caribe,71,2720.8517127848104
Surocciden,71,2052.865979113924
Antioquia,70,1297.038203670886
Caribe,70,2851.944553164557
Nordeste,70,1142.769513164557
Oriental,70,2557.6833026582276
Surocciden,70,2151.7747260759497
Antioquia,69,1327.4652159493671
Caribe,69,2918.8478644303796
Nordeste,69,1169.5775615189873
Oriental,69,2617.6835865822786
Surocciden,69,2202.2528645569623
Caribe,68,2860.6764677215187
Oriental,68,2565.5142664556965
Nordeste,68,1146.2683772151897
Antioquia,68,1301.0093984810126
Surocciden,68,2158.3629024050633
Nordeste,67,1092.3144194936708
Oriental,67,2444.7575111392407
Antioquia,67,1239.7719015189873
Caribe,67,2726.0266589873418
Surocciden,67,2056.7704437974685
Oriental,66,2509.7519368354433
Nordeste,66,1121.3538432911394
Caribe,66,2798.49868835443
Antioquia,66,1272.731514936709
Surocciden,66,2111.45014721519
Antioquia,65,1293.4891801265821
Caribe,65,2844.140912911392
Nordeste,65,1139.642607721519
Oriental,65,2550.6848348101266
Surocciden,65,2145.8869260759493
Caribe,64,2845.412803164557
Antioquia,64,1294.0676241772153
Nordeste,64,1140.1522518987342
Oriental,64,2551.825492658228
Surocciden,64,2146.846559493671
Caribe,63,2812.926853544304
Surocciden,63,2122.3361107594937
Antioquia,63,1279.293312278481
Nordeste,63,1127.1351856962026
Oriental,63,2522.691416582278
Oriental,62,2509.769421898734
Caribe,62,2798.518184050633
Surocciden,62,2111.4648574683542
Nordeste,62,1121.3616558227848
Antioquia,62,1272.740381772152
Surocciden,61,2127.99103721519
Oriental,61,2529.4130834177217
Nordeste,61,1130.138417341772
Caribe,61,2820.421847848101
Antioquia,61,1282.7019672151898
Surocciden,60,2073.6360129113923
Oriental,60,2464.804583924051
Caribe,60,2748.3801462025317
Nordeste,60,1101.2714253164556
Antioquia,60,1249.9380624050632
Surocciden,59,2001.590890886076
Oriental,59,2379.1689439240504
Nordeste,59,1063.009534556962
Caribe,59,2652.892132025316
Antioquia,59,1206.51099
Caribe,58,2564.4287339240504
Surocciden,58,1934.845798227848
Antioquia,58,1166.2786482278482
Nordeste,58,1027.5623953164556
Oriental,58,2299.8331248101263
Antioquia,57,1102.578030506329
Nordeste,57,971.4382783544305
Oriental,57,2174.21924
Surocciden,57,1829.1670446835442
Caribe,57,2424.362981772152
Oriental,56,2052.956302405063
Surocciden,56,1727.1487374683545
Nordeste,56,917.2581588607594
Caribe,56,2289.148754556962
Antioquia,56,1041.0838413924052
Oriental,55,2012.4588982278483
Surocciden,55,1693.078337721519
Nordeste,55,899.1639713924051
Caribe,55,2243.992126329114
Antioquia,55,1020.5470212658229
Oriental,54,1917.5623989873418
Caribe,54,2138.177793164557
Nordeste,54,856.764341772152
Antioquia,54,972.4236332911393
Surocciden,54,1613.2420693670886
Antioquia,53,952.3669978481013
Surocciden,53,1579.9682917721518
Nordeste,53,839.0932263291138
Oriental,53,1878.0118893670888
Caribe,53,2094.0770010126585
Oriental,52,1899.73973278481
Nordeste,52,848.8011974683543
Caribe,52,2118.3046298734175
Antioquia,52,963.3855018987342
Surocciden,52,1598.24789
Nordeste,51,870.2658258227847
Antioquia,51,987.7477573417722
Caribe,51,2171.8726769620253
Oriental,51,1947.7806729113925
Surocciden,51,1638.664654050633
Oriental,50,2015.212370379747
Nordeste,50,900.3942189873417
Antioquia,50,1021.9433464556962
Surocciden,50,1695.394828607595
Caribe,50,2247.062384810127
Caribe,49,2387.0916825316453
Antioquia,49,1085.627385443038
Surocciden,49,1801.0460778481013
Nordeste,49,956.5037293670886
Oriental,49,2140.7935624050633
Surocciden,48,1797.000149230769
Caribe,48,2381.729243076923
Antioquia,48,1083.1885976923077
Oriental,48,2135.9844146153846
Nordeste,48,954.3550084615385
Surocciden,47,1880.9940723076922
Oriental,47,2235.822863846154
Nordeste,47,998.9626961538462
Caribe,47,2493.0540984615386
Antioquia,47,1133.818119230769
Antioquia,46,1168.9271592307691
Caribe,46,2570.2523138461543
Nordeste,46,1029.8958946153846
Oriental,46,2305.055832307692
Surocciden,46,1939.239653846154
Surocciden,45,1963.6828592307693
Antioquia,45,1183.6609376923077
Caribe,45,2602.6491392307694
Nordeste,45,1042.87725
Oriental,45,2334.109980769231
Antioquia,44,1152.8887561538463
Caribe,44,2534.986860769231
Nordeste,44,1015.7650853846154
Oriental,44,2273.4290376923077
Surocciden,44,1912.6320853846155
Caribe,43,2335.001324615385
Surocciden,43,1761.7442207692307
Oriental,43,2094.077842307692
Nordeste,43,935.6312084615384
Antioquia,43,1061.9371684615385
Oriental,42,2082.5922707692307
Caribe,42,2322.194339230769
Surocciden,42,1752.081427692308
Nordeste,42,930.4994692307693
Antioquia,42,1056.11267
Surocciden,41,1766.0873900000001
Nordeste,41,937.9377907692307
Antioquia,41,1064.5551276923077
Caribe,41,2340.757727692308
Oriental,41,2099.2403046153845
Surocciden,40,1781.7088076923078
Oriental,40,2117.8085261538463
Nordeste,40,946.2340469230769
Caribe,40,2361.4622215384616
Antioquia,40,1073.9713415384615
Antioquia,39,1084.8636515384615
Surocciden,39,1799.7790476923076
Caribe,39,2385.4123730769234
Nordeste,39,955.8308323076924
Oriental,39,2139.2875215384615
Oriental,38,2143.353267692308
Surocciden,38,1803.199556153846
Caribe,38,2389.945884615385
Antioquia,38,1086.9254492307691
Nordeste,38,957.6474038461539
Oriental,37,2115.727342307692
Antioquia,37,1072.9159446153847
Surocciden,37,1779.9579107692307
Caribe,37,2359.1415984615387
Nordeste,37,945.3041769230769
Oriental,36,2051.709856923077
Nordeste,36,916.7012476923077
