Id,Value,Date
Sistema,243529970.76526,2024-04-29
Sistema,243529970.76526,2024-04-30
Sistema,243529970.76526,2024-05-01
Sistema,243529970.76526,2024-05-02
Sistema,243529970.76526,2024-05-03
