Id,Value,Date
Sistema,0.32673,2024-04-29
Sistema,0.32913,2024-04-30
Sistema,0.32998,2024-05-01
Sistema,0.3303,2024-05-02
Sistema,0.32946,2024-05-03
Sistema,0.33681,2024-05-04
Sistema,0.34419,2024-05-05
