Id,Value,Date
Sistema,222790000.0,2024-04-29
Sistema,222790000.0,2024-04-30
Sistema,288050000.0,2024-05-01
Sistema,288050000.0,2024-05-02
Sistema,288050000.0,2024-05-03
Sistema,288050000.0,2024-05-04
Sistema,288050000.0,2024-05-05
