Id,Value,Date
Sistema,5671876900.0,2024-04-29
Sistema,5713511800.0,2024-04-30
Sistema,5728267600.0,2024-05-01
Sistema,5733863300.0,2024-05-02
Sistema,5719319200.0,2024-05-03
Sistema,5846910600.0,2024-05-04
Sistema,5974989500.0,2024-05-05
