Id,Value,Date
Sistema,303432400.0,2024-04-29
Sistema,205668900.0,2024-04-30
Sistema,215311600.0,2024-05-01
Sistema,242395500.0,2024-05-02
Sistema,196001400.0,2024-05-03
Sistema,310650800.0,2024-05-04
Sistema,344008900.0,2024-05-05
