Id,Value,Date
Sistema,17359561885.0,2024-04-29
Sistema,17359561885.0,2024-04-30
Sistema,17359561885.0,2024-05-01
Sistema,17359561885.0,2024-05-02
Sistema,17359561885.0,2024-05-03
Sistema,17359561885.0,2024-05-04
Sistema,17359561885.0,2024-05-05
