Id,Name,Value,Date
Embalse,ITUANGO,37156234.0,2024-04-29
Embalse,ITUANGO,32364144.0,2024-04-30
Embalse,ITUANGO,31482346.0,2024-05-01
Embalse,ITUANGO,40319354.0,2024-05-02
Embalse,ITUANGO,39292000.0,2024-05-03
Embalse,ITUANGO,38553322.0,2024-05-04
Embalse,PLAYAS,663379.0,2024-05-04
Embalse,ITUANGO,57680640.0,2024-05-05
Embalse,PLAYAS,2283206.0,2024-05-05
