Id,Value,Date
Sistema,1.36197,2024-04-29
Sistema,0.92315,2024-04-30
Sistema,0.74748,2024-05-01
Sistema,0.8415,2024-05-02
Sistema,0.68044,2024-05-03
Sistema,1.07846,2024-05-04
Sistema,1.19427,2024-05-05
