Id,Name,Value,Date
Subarea,SUBAREA ATLANTICO,440810.0,2024-04-29
Subarea,SUBAREA CORDOBA_SUCRE,96640.0,2024-04-29
Subarea,SUBAREA GCM,170750.0,2024-04-29
Subarea,SUBAREA BOLIVAR,135110.0,2024-05-04
Subarea,SUBAREA BOLIVAR,98090.0,2024-05-05
