Id,Values_Activity,Values_Subactivity,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
CIIU,INDUSTRIAS MANUFACTURERAS,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ALCOHÓLICAS",1101,2412.38,3317.4,3091.9,3137.64,2958.01,3715.08,3595.34,3722.41,3540.15,3533.61,3164.01,2492.21,2694.42,2180.03,2362.21,3448.42,3692.32,4354.82,4534.06,4514.66,4305.29,4296.96,4258.09,3969.22,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE BEBIDAS FERMENTADAS NO DESTILADAS,1102,138.94,127.52,119.78,118.0,118.94,112.73,141.36,238.78,265.4,324.99,325.61,354.35,361.34,346.41,375.04,364.32,359.3,322.35,251.75,221.77,154.75,147.82,152.2,140.62,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"PRODUCCIÓN DE MALTA, ELABORACIÓN DE CERVEZAS Y OTRAS BEBIDAS MALTEADAS",1103,26290.0,28146.41,27996.88,28519.96,28868.86,29511.35,30480.84,30425.44,31085.32,30415.98,29906.41,29643.31,26487.91,26438.85,26797.09,25819.25,27351.68,27258.33,29130.32,28780.95,27508.79,27947.66,27892.26,27870.29,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS, PRODUCCIÓN DE AGUAS MINERALES Y DE OTRAS AGUAS EMBOTELLADAS",1104,30714.15,32032.19,31885.86,31397.14,31635.72,33118.26,35710.64,36251.57,35771.73,34274.03,34753.12,34742.5,33367.4,35202.68,35073.34,36291.61,37297.94,37366.32,36849.38,36343.99,34708.4,33598.19,33774.28,33238.16,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PRODUCTOS DE TABACO,1200,72.15,72.47,73.08,73.4,72.3,70.89,78.8,96.31,113.91,117.89,137.87,146.84,173.77,173.24,158.22,156.4,126.57,114.6,108.56,110.21,99.89,97.87,84.4,84.9,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,PREPARACIÓN E HILATURA DE FIBRAS TEXTILES,1311,10053.14,10055.47,9999.87,10142.29,9934.53,10307.3,12378.12,13569.61,13540.55,13666.5,13461.2,13873.11,16100.53,16601.48,16453.63,16847.49,17205.68,17158.0,16346.59,16545.49,16841.62,15773.81,15032.32,15176.55,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,TEJEDURÍA DE PRODUCTOS TEXTILES,1312,6838.65,6818.02,7006.51,7338.19,7361.03,7559.36,8425.29,8862.95,8595.29,8921.84,8707.77,8973.13,8907.9,8671.61,8794.94,8776.0,8961.39,8821.48,8703.65,8807.91,8882.29,8523.11,8087.31,8012.56,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,ACABADO DE PRODUCTOS TEXTILES,1313,6917.81,6885.02,7095.2,7099.54,7121.47,7494.75,8941.5,9515.47,9382.44,8400.31,8402.3,8888.42,8746.44,8615.93,9333.96,8792.85,8714.83,9127.28,8635.02,8910.93,8827.43,8481.54,8693.08,8765.52,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO,1391,323.61,325.08,327.37,314.91,279.37,308.35,386.79,384.02,371.05,387.75,397.74,399.98,367.62,389.49,389.22,372.66,383.21,365.33,364.17,362.44,371.25,369.04,360.91,330.53,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"CONFECCIÓN DE ARTÍCULOS CON MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",1392,3410.83,3887.93,3952.6,4047.21,4011.34,4072.58,4270.27,4654.95,4895.63,5169.44,5043.23,4885.72,5308.03,4965.79,4608.94,4839.42,4955.79,4446.38,4424.09,4679.65,4574.83,4543.03,4636.93,4583.05,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE CUERDAS, CORDELES, CABLES, BRAMANTES Y REDES",1394,223.61,252.24,257.18,256.88,237.0,248.29,329.54,343.42,298.42,311.38,278.36,298.95,296.82,264.43,286.41,281.77,317.9,338.11,317.0,342.3,324.15,288.37,275.79,262.83,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS ARTÍCULOS TEXTILES N.C.P.,1399,12804.87,12444.43,12983.67,13255.56,13081.85,13573.26,14840.92,15407.74,15501.09,15446.03,15046.19,15471.72,16106.27,13783.63,11461.77,12448.4,14951.91,15293.22,15268.07,15483.86,15807.2,15245.99,14216.14,14200.55,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"CONFECCIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL",1410,6401.7,6584.16,6235.89,6276.53,6570.62,7033.36,9360.53,10743.5,11335.3,11802.53,11472.71,11755.18,11914.33,11378.61,11478.67,12205.93,11460.15,10441.44,9708.91,9633.57,9352.34,9029.0,8590.09,8754.31,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,CURTIDO Y RECURTIDO DE CUEROS; RECURTIDO Y TEÑIDO DE PIELES,1511,1489.85,1476.3,1560.52,1613.41,1752.0,1747.91,2089.76,2609.11,2628.25,2491.31,2688.9,2828.19,2729.36,2951.58,3068.74,2927.8,2841.54,2603.88,1827.85,2619.26,2804.22,2509.12,2538.94,2540.59,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE VIAJE, BOLSOS DE MANO Y ARTÍCULOS SIMILARES ELABORADOS EN CUERO, Y FABRICACIÓN DE ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA",1512,797.12,628.97,622.68,671.82,644.69,753.51,701.26,742.51,747.68,738.59,655.46,551.31,522.44,475.73,569.29,649.69,601.54,565.38,679.35,709.76,885.36,889.8,889.08,868.53,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE VIAJE, BOLSOS DE MANO Y ARTÍCULOS SIMILARES; ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA ELABORADOS EN OTROS MATERIALES",1513,102.95,98.24,98.47,109.48,125.32,203.99,350.69,386.94,421.11,411.58,414.72,417.11,412.98,367.12,357.16,374.6,363.3,332.21,319.64,330.04,317.09,284.14,224.13,216.97,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE CALZADO DE CUERO Y PIEL, CON CUALQUIER TIPO DE SUELA",1521,1383.52,1389.27,1267.01,1364.94,1415.99,1701.61,3160.95,3618.96,3382.3,3497.63,3491.43,3502.84,3417.08,3023.57,2618.25,2794.08,2696.86,2445.86,2019.68,2118.89,1985.2,1271.64,1000.32,1009.97,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE OTROS TIPOS DE CALZADO, EXCEPTO CALZADO DE CUERO Y PIEL",1522,323.69,279.83,272.16,285.43,521.26,528.71,942.95,1020.11,1032.95,1094.34,1193.79,1179.58,1148.92,985.53,909.7,925.58,876.64,817.97,644.11,700.09,695.86,553.23,366.64,356.43,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PARTES DEL CALZADO,1523,654.57,677.92,684.59,702.11,709.79,693.19,782.03,948.12,1117.64,1166.06,1171.58,1178.09,1108.2,1067.15,1118.62,1146.81,1068.79,923.09,765.03,759.3,850.42,809.33,782.8,780.55,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"ASERRADO, ACEPILLADO E IMPREGNACIÓN DE LA MADERA",1610,875.86,905.77,934.61,887.66,866.48,834.47,1464.27,1902.03,1846.04,1582.89,1744.22,1832.56,1608.77,1504.15,1535.78,1673.91,1442.06,1153.0,1145.7,1150.14,1225.94,1104.29,928.4,966.46,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLEROS LAMINADOS, TABLEROS DE PARTÍCULAS Y OTROS TABLEROS Y PANELES",1620,8583.44,9716.02,9992.74,9739.03,8892.03,8986.22,10877.86,11407.82,10840.74,10322.77,10509.69,10711.67,10967.43,11290.89,11161.4,11167.49,11511.28,9019.9,6914.39,7259.42,7891.18,7736.69,8388.1,9200.89,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PARTES Y PIEZAS DE MADERA, DE CARPINTERÍA Y EBANISTERÍA PARA LA CONSTRUCCIÓN",1630,16.06,16.07,16.07,15.37,16.03,14.66,118.0,163.28,108.89,66.32,7.67,41.92,43.28,14.65,19.49,71.86,153.14,18.86,20.96,18.19,18.19,17.51,16.79,15.37,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE OTROS PRODUCTOS DE MADERA; FABRICACIÓN DE ARTÍCULOS DE CORCHO, CESTERÍA Y ESPARTERÍA",1690,0.02,0.02,0.02,0.02,0.02,0.95,6.78,9.46,10.36,10.22,9.91,9.99,9.82,9.35,5.87,6.8,6.79,6.94,6.0,6.98,7.06,5.54,0.85,0.97,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PULPAS (PASTAS) CELULÓSICAS; PAPEL Y CARTÓN,1701,25510.18,28425.26,28316.19,28393.26,27037.45,28497.21,29627.45,29964.03,30446.99,30906.28,29728.48,28474.96,28102.09,28190.18,29735.73,31627.43,31417.58,30723.44,30748.26,31359.94,32417.21,31167.36,31310.26,29117.05,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO (CORRUGADO); FABRICACIÓN DE ENVASES, EMPAQUES Y DE EMBALAJES DE PAPEL Y CARTÓN",1702,16259.95,17236.88,17754.77,17698.02,17719.13,17435.93,18748.59,19722.99,20454.4,21764.63,22299.54,22714.4,22053.05,22076.96,23445.15,24712.36,25645.91,24790.13,23735.55,23324.4,22732.62,21035.91,19856.04,18903.38,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,1709,32767.02,32910.04,32845.91,34134.13,33667.07,34335.85,33741.05,33188.64,34573.72,36552.83,37386.08,38230.49,37494.34,36515.9,36460.7,36862.42,38610.97,38844.24,37839.76,38021.62,37900.64,38021.11,38073.38,36845.43,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,ACTIVIDADES DE IMPRESIÓN,1811,3078.78,2971.08,2734.99,3033.13,3124.4,3248.65,4866.35,6104.04,6789.66,6824.44,6950.52,6715.79,6714.33,6676.02,6697.94,6955.18,6493.91,5615.04,5339.74,5713.79,5520.04,4958.51,3759.68,3894.99,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,ACTIVIDADES DE SERVICIOS RELACIONADOS CON LA IMPRESIÓN,1812,492.87,418.0,482.77,592.04,536.7,561.5,528.91,799.65,847.99,812.69,803.6,595.04,659.61,768.34,731.4,944.77,979.2,851.45,768.27,870.9,889.17,708.21,594.68,554.65,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,PRODUCCIÓN DE COPIAS A PARTIR DE GRABACIONES ORIGINALES,1820,842.91,780.85,809.15,779.91,816.55,875.37,950.77,1000.32,1077.22,1025.11,1069.36,1115.38,1098.64,1054.41,1035.65,1060.63,1081.37,1005.73,968.83,964.47,1047.2,983.33,816.16,869.37,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,1910,384.07,390.35,373.59,359.61,335.27,340.17,348.1,513.84,652.71,785.85,735.01,743.83,738.17,664.4,766.45,709.53,695.09,603.28,613.54,443.63,261.24,375.88,415.52,415.89,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,1921,2727.35,2677.21,2616.62,2678.13,2703.14,2737.84,2942.7,2993.18,3025.51,3053.23,3029.7,3033.52,2914.73,3005.17,2999.95,3057.15,2846.23,2673.08,2648.35,2646.61,2746.74,2775.58,2749.35,2755.96,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUÍMICOS BÁSICOS,2011,47737.88,47896.97,47715.01,47780.02,47481.98,47536.2,48277.64,47791.74,45082.49,38771.4,35671.7,31966.2,33724.52,29046.56,29243.38,44000.3,45594.46,47038.03,48488.72,47804.46,47779.4,47610.06,47998.68,48104.91,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE ABONOS Y COMPUESTOS INORGÁNICOS NITROGENADOS,2012,616.18,614.44,573.62,583.79,589.69,636.16,639.52,696.55,807.43,1120.8,1007.66,1083.27,1058.43,1140.43,1277.57,1302.03,932.31,969.71,980.03,983.92,979.4,949.04,851.75,670.75,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PLÁSTICOS EN FORMAS PRIMARIAS,2013,5831.83,5783.63,5791.46,6094.06,6792.56,6832.29,8519.54,9646.31,10667.75,11386.25,11766.51,11927.39,11632.89,11245.39,11457.99,11831.25,11975.37,12152.96,12230.58,12264.89,11871.46,11659.58,11310.08,11348.62,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,2014,10.83,10.94,10.9,99.65,96.71,121.74,521.0,651.71,713.5,729.34,691.87,574.13,676.51,652.67,611.19,685.32,386.36,95.83,113.34,57.91,108.72,29.39,20.8,20.7,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,2021,2211.27,2237.55,2270.14,2344.29,2302.38,2573.87,2598.95,2899.48,2833.53,2896.34,2961.26,3050.44,3140.15,2955.47,2864.27,2908.43,3161.65,3330.11,3139.96,3091.86,3197.47,3286.09,3120.62,3006.16,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PINTURAS, BARNICES Y REVESTIMIENTOS SIMILARES, TINTAS PARA IMPRESIÓN Y MASILLAS",2022,678.94,657.76,680.93,690.25,686.32,838.6,1260.75,1615.29,1771.83,1783.1,2148.37,2118.51,1819.48,1981.78,2142.66,2046.29,2169.47,1881.62,1785.14,1760.51,1606.77,1321.73,1183.64,1263.02,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR; PERFUMES Y PREPARADOS DE TOCADOR",2023,14881.06,14784.63,15033.02,15377.38,15495.54,16461.56,19732.09,22016.34,22439.35,21449.31,22570.53,22166.88,22279.46,22492.89,22651.4,24279.04,26141.28,27189.13,26949.75,26526.92,26363.06,25991.05,24041.45,24208.95,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,2029,15021.48,15212.14,15497.84,15987.72,16335.0,16913.25,17575.26,19078.48,19587.47,19607.5,20306.99,20424.3,20721.29,19796.46,19765.65,19263.31,19643.99,19761.6,19313.36,19221.55,19087.15,18250.05,17824.58,18397.01,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FIBRAS SINTÉTICAS Y ARTIFICIALES,2030,504.56,526.27,498.04,494.35,508.12,582.65,772.53,883.27,876.45,972.41,1129.41,1151.13,1202.02,1221.25,1384.62,1450.68,1364.56,1144.11,1111.66,1022.43,1058.28,916.71,825.1,843.85,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO",2100,15941.96,15958.33,15942.08,16044.41,16200.37,16442.45,17631.9,18531.89,18820.84,18780.25,19068.82,19370.72,19338.27,19183.33,19707.51,19981.79,20019.66,19122.18,18877.39,18495.46,18594.35,18255.97,17759.05,17678.01,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE LLANTAS Y NEUMÁTICOS DE CAUCHO,2211,2348.25,2656.38,2685.72,2908.16,2686.19,3043.57,2872.74,2811.87,3275.82,3315.25,3383.02,3247.12,3274.5,2896.01,2854.96,3209.5,3059.54,2398.82,2083.26,2120.41,3205.25,3236.35,1437.28,758.74,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,REENCAUCHE DE LLANTAS USADAS,2212,3.34,3.43,3.61,3.66,4.08,86.36,126.89,156.96,160.72,161.85,155.04,178.35,156.23,164.7,173.9,166.83,126.72,91.15,78.98,64.65,56.15,48.34,42.78,41.96,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FORMAS BÁSICAS DE CAUCHO Y OTROS PRODUCTOS N.C.P.,2219,1665.79,1717.88,1778.43,1762.03,1842.77,2048.23,2540.48,2885.15,3118.13,3029.95,3058.61,3367.29,3082.76,2979.86,3041.43,3069.96,2720.64,2488.73,2282.07,2333.7,2242.72,2176.75,2144.41,2205.43,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,222,5242.12,5336.16,5411.23,5442.76,5583.72,5429.5,6010.54,6089.46,5929.79,6099.23,6076.37,6263.16,6261.0,6330.28,6482.86,6619.7,6637.86,6749.1,6771.47,6755.35,6802.21,6563.17,6008.73,6301.37,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FORMAS BÁSICAS DE PLÁSTICO,2221,21789.02,21774.38,21851.2,22050.21,22019.29,22106.0,24257.88,26180.2,26473.02,26765.56,26446.81,27398.5,27710.01,28272.94,28026.39,28904.51,29318.24,28300.81,28115.11,28516.78,28714.96,27884.9,27413.19,27503.8,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO N.C.P.,2229,86334.72,87434.43,86827.43,88934.07,90390.29,90595.96,100025.53,106595.35,110044.96,109240.16,112861.94,113619.45,114644.24,113724.26,113534.9,118580.48,120108.2,117607.9,116165.47,118699.44,118570.22,116382.91,113264.42,114627.22,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO,2310,31671.96,31537.92,31131.95,31345.68,32055.16,30972.45,32578.18,34711.78,36074.16,34834.96,34922.82,36729.12,34985.05,35160.56,37256.27,37862.38,36263.75,34316.83,33910.47,36046.26,35465.24,34713.66,33541.11,33761.1,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS REFRACTARIOS,2391,385.26,350.07,384.32,421.84,432.85,483.04,851.95,898.16,970.32,1084.09,1105.2,1137.4,1086.79,1076.74,1012.55,924.74,696.46,683.05,585.41,557.17,577.94,558.72,578.76,579.09,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE MATERIALES DE ARCILLA PARA LA CONSTRUCCIÓN,2392,15215.87,15381.36,14862.08,15175.99,15353.65,15966.24,22680.11,27397.49,29645.95,29394.85,30221.14,31197.74,26353.05,29723.73,29690.08,26968.07,25943.09,22653.44,21083.31,22119.44,21765.52,21572.45,19616.03,19334.56,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS PRODUCTOS DE CERÁMICA Y PORCELANA,2393,23062.3,23416.31,23270.64,23353.74,22737.53,22637.04,23419.73,22701.26,21307.83,21607.22,21975.88,22828.98,23118.87,22480.27,22371.69,23345.87,23007.4,22882.65,24064.95,24231.1,23982.61,23542.3,23427.28,22665.26,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE CEMENTO, CAL Y YESO",2394,64938.69,73210.83,72131.53,72854.03,68932.59,67048.95,70196.04,75212.73,74347.58,78153.99,78786.54,78099.32,75838.5,77284.87,81835.29,77987.55,77020.12,79551.13,80941.49,83823.93,85715.67,88481.06,87314.54,86870.67,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",2395,9438.07,9612.9,9683.71,9965.99,8756.14,8482.61,9344.72,9806.76,10540.37,10660.93,10702.51,10246.47,9245.44,10259.7,10626.4,10493.79,10108.94,11645.41,11562.11,11754.67,11917.66,11580.91,12168.71,12046.06,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"CORTE, TALLADO Y ACABADO DE LA PIEDRA",2396,50.94,51.75,49.83,51.76,53.25,52.37,175.32,325.35,299.35,299.15,249.03,188.7,170.81,460.59,480.43,383.38,152.1,120.59,144.72,132.55,122.39,102.17,83.02,84.12,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS N.C.P.,2399,3150.05,3103.77,3068.21,3126.0,3716.28,3307.14,3930.17,4551.05,4465.38,5078.46,5773.42,5266.44,5542.56,4451.75,4270.98,4689.14,4975.14,4388.1,3802.11,3780.79,4023.52,4171.17,3689.92,3698.02,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,INDUSTRIAS BÁSICAS DE HIERRO Y DE ACERO,2410,78338.37,83242.83,89650.76,85601.86,82400.99,90015.75,76523.58,76354.1,75323.84,86028.85,81629.57,85999.65,88690.14,94890.73,89306.1,83447.59,74571.97,81890.35,88034.62,96170.85,88509.8,90135.17,98707.91,89636.33,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,INDUSTRIAS BÁSICAS DE OTROS METALES NO FERROSOS,2429,419.43,417.02,740.66,777.75,738.59,785.55,888.11,1076.86,1156.73,1212.51,1286.81,1362.37,1270.39,1414.4,1477.68,1411.28,1374.58,1183.29,1129.46,1158.38,1131.44,1100.21,1073.07,1065.1,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FUNDICIÓN DE HIERRO Y DE ACERO,2431,37585.96,38106.28,42366.07,38859.23,41973.69,36610.8,37012.16,40303.5,45423.7,50930.49,46058.8,48197.25,45165.43,38776.13,30155.99,32744.33,45332.04,35994.8,40505.38,46978.58,45654.33,48261.62,47152.47,38665.47,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FUNDICIÓN DE METALES NO FERROSOS,2432,371.77,763.29,571.94,525.35,519.64,495.54,734.91,585.61,833.54,1023.21,407.76,465.0,704.38,786.86,802.27,843.35,705.59,666.35,554.15,429.5,771.49,699.07,595.28,667.66,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,2511,1401.14,1574.57,1401.2,1770.53,1867.27,1925.87,2401.69,3093.51,3224.04,3289.23,3660.06,3602.3,3545.46,3464.77,3020.82,3002.68,2838.8,2437.11,2118.02,2636.31,2810.6,2539.51,2230.38,2133.82,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL, EXCEPTO LOS UTILIZADOS PARA EL ENVASE O TRANSPORTE DE MERCANCÍAS",2512,296.32,298.06,292.64,273.84,259.28,316.9,479.87,665.65,703.15,718.04,761.62,763.16,696.91,769.25,762.81,686.19,534.86,475.21,451.55,426.77,417.54,370.01,323.16,309.01,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METAL; PULVIMETALURGIA",2591,272.57,260.84,252.67,271.3,253.9,237.22,445.31,644.41,961.1,1072.79,1274.6,1107.35,972.97,640.81,674.47,696.44,668.02,576.34,418.05,482.73,477.21,475.47,442.09,489.96,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,TRATAMIENTO Y REVESTIMIENTO DE METALES; MECANIZADO,2592,3114.02,3114.55,2950.27,3053.42,3086.52,3112.21,3139.16,3620.81,3888.43,4211.76,4354.35,4187.45,4304.21,4305.38,4544.48,4225.94,4206.46,4149.98,4319.07,4189.07,4160.79,4287.81,3936.54,3420.56,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA",2593,1935.77,1884.29,2016.72,2043.66,2133.18,1795.36,2461.32,2831.33,2842.49,2931.39,3125.67,2900.18,2989.88,2326.48,2422.01,2708.95,2514.02,2543.52,2404.36,2504.36,2499.74,1930.22,1895.1,2143.95,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,2599,11719.38,11838.31,11565.72,12193.48,12391.08,12140.46,15762.74,18516.6,17945.29,17440.87,17142.25,16887.37,16551.12,15176.17,16481.56,17666.01,17003.92,16578.88,14747.12,16117.16,15932.32,14338.06,13613.49,13897.15,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,2610,115.57,115.39,219.34,143.42,186.74,210.32,382.8,421.14,474.03,409.76,368.38,237.33,48.38,104.6,353.62,472.2,462.5,393.56,256.62,168.16,119.24,127.56,147.24,146.03,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS",2711,1059.27,979.49,941.01,1037.94,955.27,839.28,725.92,870.97,888.93,854.62,913.92,805.46,839.9,861.86,887.09,899.18,892.35,909.98,1132.85,1039.29,1037.48,1045.59,1049.68,1048.48,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE APARATOS DE DISTRIBUCIÓN Y CONTROL DE LA ENERGÍA ELÉCTRICA,2712,198.02,168.21,188.05,177.92,152.79,161.87,297.13,394.71,433.06,332.8,318.38,363.68,351.09,329.37,321.67,373.76,411.03,344.08,368.34,363.27,336.2,279.51,216.94,242.49,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES ELÉCTRICOS",2720,6640.63,6617.52,6862.95,6682.82,6645.16,6817.04,6829.01,6716.03,6859.51,6934.78,6780.02,6644.36,6862.87,7096.62,7042.47,7152.23,7208.36,6964.79,6408.11,6523.19,6434.97,6740.7,6820.24,6886.33,2024-04-29
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE HILOS Y CABLES ELÉCTRICOS Y DE FIBRA ÓPTICA,2731,2092.04,2496.57,3300.15,3461.41,3540.95,3756.49,3591.46,4270.3,3903.43,4017.65,4039.5,3795.89,3906.9,4187.35,3741.14,4278.17,4387.08,3924.76,4140.86,4477.39,4413.0,3773.29,3364.77,3714.07,2024-04-29
