Id,Values_Activity,Values_Subactivity,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
CIIU,EXPLOTACIÓN DE MINAS Y CANTERAS,"EXTRACCIÓN DE ESMERALDAS, PIEDRAS PRECIOSAS Y SEMIPRECIOSAS",820,1649.8,1658.53,1576.23,1564.87,1613.76,1603.35,1612.26,1678.92,1649.27,1667.12,1705.67,1671.25,1802.55,1799.08,1843.28,1818.48,1521.67,1793.1,1792.74,1749.29,1754.17,1740.6,1687.29,1650.88,2024-05-01
CIIU,EXPLOTACIÓN DE MINAS Y CANTERAS,EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS Y PRODUCTOS QUIMICOS,891,363.33,328.08,302.64,296.95,296.27,275.93,183.89,208.74,209.76,205.42,212.01,204.72,205.3,133.75,9.47,9.39,9.29,9.23,11.71,13.2,13.78,13.68,214.3,219.61,2024-05-01
CIIU,EXPLOTACIÓN DE MINAS Y CANTERAS,EXTRACCIÓN DE OTROS MINERALES NO METÁLICOS N.C.P.,899,853.32,3085.79,1265.8,708.22,685.47,624.99,486.53,536.82,525.75,447.33,501.15,531.34,521.01,521.89,555.98,494.29,562.66,579.16,630.74,1069.0,3227.99,2482.85,3131.62,2676.15,2024-05-01
CIIU,EXPLOTACIÓN DE MINAS Y CANTERAS,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y DE GAS NATURAL,910,4608.12,4330.68,4655.45,4567.53,4640.91,4648.0,4573.45,4579.83,4600.32,4310.05,4629.58,4625.22,4606.6,4600.17,4555.37,4583.77,4608.44,4500.71,4595.25,4584.41,4577.15,4498.94,3932.81,3878.86,2024-05-01
CIIU,EXPLOTACIÓN DE MINAS Y CANTERAS,ACTIVIDADES DE APOYO PARA OTRAS ACTIVIDADES DE EXPLOTACIÓN DE MINAS Y CANTERAS,990,19343.93,19197.92,18955.74,18982.42,18275.99,17279.51,17304.65,18360.2,18886.69,19484.68,19660.57,20060.29,20229.84,20212.59,19641.02,19668.31,19080.64,17432.93,17412.42,17540.73,17853.05,18744.71,17854.29,12150.34,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS,1011,28800.03,28071.47,27797.42,27470.46,27061.04,25903.27,26042.06,26767.59,27033.32,26592.9,25979.46,26047.0,25854.3,25942.46,25418.96,26008.03,26492.35,27598.88,27780.89,28158.2,27999.87,27531.93,28120.97,28503.99,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"PROCESAMIENTO Y CONSERVACIÓN DE PESCADOS, CRUSTÁCEOS Y MOLUSCOS",1012,3571.03,3393.97,3347.44,3176.8,3087.23,3094.24,3002.82,2824.71,2229.91,2133.11,2185.0,2360.28,2210.46,2203.5,2225.63,2252.06,2486.79,2528.45,2512.57,2777.61,2890.39,3063.08,3023.22,3123.85,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"PROCESAMIENTO Y CONSERVACIÓN DE FRUTAS, LEGUMBRES, HORTALIZAS Y TUBÉRCULOS",1020,5383.25,5374.39,5236.24,5252.02,5244.18,5428.88,5532.61,5450.58,5365.8,5316.54,5436.77,5525.12,5610.09,5127.33,5243.5,5348.05,5648.57,5608.35,5629.73,5714.94,5723.33,5786.59,5859.52,5891.92,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,1030,22884.74,21968.78,20767.36,19834.09,19025.51,17591.4,15959.06,14790.03,15413.82,15827.74,16622.65,16800.14,17161.95,16928.51,16600.17,17096.62,16923.71,18015.28,18251.46,18594.71,18939.68,19222.2,17943.87,17253.71,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PRODUCTOS LÁCTEOS,1040,26275.65,26210.22,26007.47,26468.17,26303.39,26455.52,26770.09,26630.38,26169.81,26389.68,26716.02,26928.61,27129.01,26278.18,26111.98,27392.59,28183.18,28779.54,28700.77,29203.33,28503.14,27658.32,27882.76,27671.99,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA,1051,31362.78,31392.28,30852.22,30054.79,27548.36,21724.62,21141.28,20705.37,19688.49,19329.31,19015.61,19127.64,16522.26,15579.56,16276.84,17469.47,18423.94,20467.33,21145.82,21292.74,20810.57,19788.65,19268.25,19887.9,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN,1052,574.49,539.76,568.19,583.27,579.1,586.59,535.81,541.74,582.23,557.78,559.12,586.29,616.99,638.54,630.43,784.64,1009.77,658.13,594.93,585.72,723.29,952.32,651.56,619.23,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,TRILLA DE CAFÉ,1061,10543.1,10600.65,10749.15,10840.73,10596.68,10529.37,10317.66,10822.51,10988.37,11009.68,10848.41,10781.98,10319.13,10594.98,10538.84,10827.96,10615.24,11117.37,10982.17,10923.79,11259.79,11269.8,11122.85,11067.52,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"DESCAFEINADO, TOSTIÓN Y MOLIENDA DEL CAFÉ",1062,2076.01,1784.32,1901.29,1916.04,1931.95,1856.78,2011.73,1910.4,1991.91,2104.65,2154.08,2120.5,2126.5,2230.15,2286.92,2566.26,2545.09,2277.38,2311.79,2365.12,2260.34,2265.82,2503.38,2579.39,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,OTROS DERIVADOS DEL CAFÉ,1063,1093.22,979.37,1077.63,1100.76,1078.12,976.19,900.72,928.25,1016.16,997.86,1028.55,1137.36,1113.42,1099.08,1117.2,871.46,932.27,976.46,960.45,1052.97,1228.01,1121.63,1008.6,976.27,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN Y REFINACIÓN DE AZÚCAR,1071,2287.49,2053.91,1329.69,1140.33,954.34,831.47,830.62,888.29,1411.17,1911.03,1920.47,2360.73,1887.93,2376.36,2509.34,2329.4,2199.61,1842.18,1890.95,1960.48,1963.7,2023.76,2069.77,2142.85,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PANELA,1072,882.25,876.24,896.87,909.86,947.78,876.37,1256.77,1334.74,1428.82,1376.3,1451.16,1340.39,1349.54,1404.48,1262.95,1158.24,1059.92,965.99,1074.91,920.48,988.38,906.53,764.03,798.3,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PRODUCTOS DE PANADERÍA,1081,6559.72,6509.86,6357.12,6201.33,6143.78,6203.79,6227.77,6060.0,5694.47,5694.82,5647.12,5438.51,5183.45,4941.83,5172.97,5194.18,5445.0,5652.95,5892.57,6285.61,6605.84,6882.36,7770.38,8287.13,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"ELABORACIÓN DE CACAO, CHOCOLATE Y PRODUCTOS DE CONFITERÍA",1082,16296.87,17138.27,17160.1,17045.11,16769.14,16577.33,16238.26,15126.5,14340.23,13611.04,13353.88,13870.9,14106.94,13495.32,13608.79,14466.04,15856.43,16867.49,17409.54,19032.06,19847.85,20166.48,21598.54,22632.3,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES",1083,3461.43,3557.28,3519.75,3504.02,3280.14,3329.33,3497.66,3195.07,3156.39,3245.78,2963.86,2993.54,2962.27,2969.02,3108.57,3169.91,3384.42,3249.25,3526.74,3317.85,3446.52,3270.85,3276.33,3215.97,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE COMIDAS Y PLATOS PREPARADOS,1084,522.28,505.65,430.48,530.31,521.3,509.11,553.11,596.91,527.85,548.93,600.52,625.03,713.87,714.62,770.56,742.68,726.82,698.61,712.44,639.93,593.58,590.77,578.53,533.52,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,1089,22632.3,22881.8,23551.64,23239.65,23380.63,23053.3,21502.32,22233.11,22529.68,23184.4,23543.34,26040.25,25454.84,24153.37,25926.83,26314.45,24402.07,25013.63,26156.64,25309.99,23955.87,24581.37,26828.28,27617.3,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,1090,35669.3,35319.97,35057.56,35139.7,31697.65,22873.82,16620.12,15557.53,15721.69,14940.97,15763.05,14584.29,13536.14,13659.04,13596.42,14623.14,16836.8,19743.55,20388.37,20340.01,21089.24,21581.33,26491.85,30047.53,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLA DE BEBIDAS ALCOHÓLICAS",1101,2790.93,2915.05,2779.38,3123.16,3073.9,2746.07,2797.9,2102.64,1445.47,1024.63,713.97,1076.03,1391.19,1645.02,835.13,1237.48,2189.32,2722.27,3082.93,3195.05,2993.39,3313.81,3212.43,3387.33,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE BEBIDAS FERMENTADAS NO DESTILADAS,1102,109.11,114.74,112.3,110.7,116.94,128.45,129.23,123.85,123.5,128.42,139.65,139.23,138.98,139.55,140.49,135.74,137.12,136.31,131.03,120.31,121.71,115.3,123.02,130.42,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"PRODUCCIÓN DE MALTA, ELABORACIÓN DE CERVEZAS Y OTRAS BEBIDAS MALTEADAS",1103,27596.02,27332.48,27248.38,27595.92,27662.24,27354.31,27292.73,27166.1,26039.86,26961.17,26459.35,27949.15,27819.96,27289.86,26146.09,26754.52,27395.87,27430.76,28155.03,26701.34,26586.21,27252.72,27040.73,26471.28,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS, PRODUCCIÓN DE AGUAS MINERALES Y DE OTRAS AGUAS EMBOTELLADAS",1104,29572.11,30488.36,30709.36,31257.95,30219.84,27511.42,24758.7,23807.89,21148.5,21142.47,18785.69,18822.64,19387.5,20303.22,21643.77,22117.48,22814.92,22488.9,24336.42,25573.21,26861.95,23409.21,24532.87,28157.78,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ELABORACIÓN DE PRODUCTOS DE TABACO,1200,75.63,70.97,68.0,68.4,72.53,67.95,67.04,74.55,92.41,104.87,119.11,128.03,117.62,102.23,102.31,111.91,85.97,77.93,81.72,83.32,78.25,70.76,76.09,70.3,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,PREPARACIÓN E HILATURA DE FIBRAS TEXTILES,1311,12231.82,12219.56,12116.28,12158.91,11664.9,8746.83,7262.76,6664.16,6218.27,6791.81,6205.62,6216.92,6095.82,6071.44,6279.38,6501.27,6780.29,6954.47,6972.43,7118.7,7069.15,7477.18,10437.45,10788.87,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,TEJEDURÍA DE PRODUCTOS TEXTILES,1312,4972.97,4656.11,4632.76,4752.94,4589.57,4376.73,4415.83,4417.15,4441.14,4293.06,4190.64,4257.44,4219.24,3998.79,4007.37,4031.49,4093.16,4175.76,4296.07,4420.03,4378.64,5197.36,7004.86,7836.84,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ACABADO DE PRODUCTOS TEXTILES,1313,6226.85,6246.77,6227.23,6255.29,6132.27,6061.59,5704.24,5270.42,4367.57,4119.61,4360.48,4063.22,3919.06,3823.54,3841.1,4829.9,5413.12,5741.12,5812.97,6047.09,5931.66,6521.77,6770.82,6906.48,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO,1391,359.77,363.74,366.72,347.26,347.61,348.18,314.75,330.07,317.97,325.43,372.08,376.58,321.58,344.97,364.94,370.69,344.59,336.96,335.04,334.63,335.32,328.75,295.88,299.61,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"CONFECCIÓN DE ARTÍCULOS CON MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",1392,4140.47,4086.84,3963.34,3848.54,3893.72,3581.86,3578.48,3448.88,3567.17,3559.3,3551.74,3415.01,3254.04,3460.59,3451.97,3353.38,3180.58,3141.77,3317.56,3304.61,3158.29,3067.2,3250.67,3717.6,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE CUERDAS, CORDELES, CABLES, BRAMANTES Y REDES",1394,97.51,93.82,97.2,100.78,103.94,93.81,78.9,79.8,65.05,59.79,58.48,62.41,62.64,52.37,31.88,47.57,52.57,53.72,55.33,51.26,47.01,50.55,138.94,172.15,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS ARTÍCULOS TEXTILES N.C.P.,1399,13182.55,13062.18,13207.85,13258.35,13213.22,12870.94,13101.45,13125.37,13209.28,12523.54,12330.21,12668.76,12662.43,12030.58,11243.28,11704.54,11683.59,11408.41,11623.53,12194.94,12156.12,11627.6,12531.05,13027.23,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"CONFECCIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL",1410,6277.22,6262.07,6344.55,6249.04,6434.0,6281.26,5720.17,6140.2,6108.5,6305.85,6770.7,6841.36,6645.56,6175.96,5692.67,5777.83,5800.17,5582.77,5632.95,5432.15,5634.6,5667.06,6575.72,6869.46,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,CURTIDO Y RECURTIDO DE CUEROS; RECURTIDO Y TEÑIDO DE PIELES,1511,2079.62,2128.21,2069.05,2141.64,2143.05,2005.25,1878.05,1936.16,1784.62,1802.96,1813.93,1962.65,1853.32,1859.59,1782.79,1819.07,1824.34,1960.36,1862.4,1754.6,2010.05,1879.81,2360.99,2471.46,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE VIAJE, BOLSOS DE MANO Y ARTÍCULOS SIMILARES ELABORADOS EN CUERO, Y FABRICACIÓN DE ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA",1512,930.79,917.43,894.83,741.22,700.33,727.31,695.71,649.31,618.31,608.48,577.51,588.65,559.48,474.83,511.85,511.36,496.7,525.53,608.96,620.45,583.76,634.05,643.51,687.02,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE ARTÍCULOS DE VIAJE, BOLSOS DE MANO Y ARTÍCULOS SIMILARES; ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA ELABORADOS EN OTROS MATERIALES",1513,105.38,103.11,96.28,96.3,114.48,86.6,81.11,81.95,84.67,84.45,81.24,82.57,82.76,87.2,83.14,83.67,82.7,83.94,83.01,82.61,134.05,197.94,200.89,200.14,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE CALZADO DE CUERO Y PIEL, CON CUALQUIER TIPO DE SUELA",1521,332.83,336.25,333.76,325.41,338.54,361.07,382.6,378.51,371.65,361.02,371.79,372.65,375.87,339.94,314.78,299.12,280.08,304.88,362.5,472.93,599.89,858.21,1268.76,1330.66,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE OTROS TIPOS DE CALZADO, EXCEPTO CALZADO DE CUERO Y PIEL",1522,356.78,351.21,343.63,366.32,512.52,502.14,521.81,492.32,493.69,538.95,549.75,563.57,524.73,444.25,405.59,416.89,426.31,390.33,335.97,337.67,173.58,152.77,181.58,192.94,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PARTES DEL CALZADO,1523,737.49,715.31,711.19,722.26,661.25,572.09,561.77,621.88,727.56,721.12,745.36,795.48,753.95,701.36,740.74,766.29,754.14,723.27,602.6,583.11,635.9,640.43,616.94,623.7,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"ASERRADO, ACEPILLADO E IMPREGNACIÓN DE LA MADERA",1610,734.81,752.34,744.44,741.85,748.43,626.66,531.93,495.96,399.32,361.27,373.2,405.97,418.2,425.76,466.22,505.1,571.36,599.68,623.43,623.67,654.25,690.94,925.58,968.5,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLEROS LAMINADOS, TABLEROS DE PARTÍCULAS Y OTROS TABLEROS Y PANELES",1620,7383.51,7027.81,7180.12,5912.81,6104.87,5768.11,6720.9,6871.72,6921.57,6604.32,6659.29,6620.52,6135.48,5963.87,5857.9,5958.7,5027.91,4797.9,5067.81,5281.84,5884.66,5322.96,4920.46,5115.78,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PARTES Y PIEZAS DE MADERA, DE CARPINTERÍA Y EBANISTERÍA PARA LA CONSTRUCCIÓN",1630,16.03,15.37,16.09,16.11,15.38,12.58,0.7,,,,,,,,,,,4.21,16.8,17.52,16.84,17.57,16.19,16.9,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE OTROS PRODUCTOS DE MADERA; FABRICACIÓN DE ARTÍCULOS DE CORCHO, CESTERÍA Y ESPARTERÍA",1690,0.02,0.02,0.02,0.02,0.02,0.27,9.87,12.47,13.31,12.13,12.73,13.1,13.09,6.46,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PULPAS (PASTAS) CELULÓSICAS; PAPEL Y CARTÓN,1701,26175.77,25860.35,26849.06,27489.0,27257.44,26649.97,26289.54,26264.81,25107.99,25499.45,26375.79,26488.75,27347.06,27595.0,27366.87,28195.43,27606.49,27491.97,28954.99,28079.86,28439.73,28950.42,29657.73,29396.8,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO (CORRUGADO); FABRICACIÓN DE ENVASES, EMPAQUES Y DE EMBALAJES DE PAPEL Y CARTÓN",1702,17169.15,16522.72,16529.29,17228.03,17554.94,16342.7,14489.06,10860.62,10366.07,11525.37,11476.0,11581.46,12045.08,12023.61,11324.15,11577.13,11699.2,11192.76,11541.21,13103.32,18896.89,14109.25,10657.77,11163.66,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,1709,40022.21,40136.54,38671.57,39648.58,40174.85,39078.14,39726.67,40840.04,41406.99,42060.32,41867.37,41613.68,39568.38,40300.49,42451.28,42055.29,40361.09,41082.33,40089.6,38755.2,41458.56,36466.95,35683.14,39739.62,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ACTIVIDADES DE IMPRESIÓN,1811,3743.87,3544.32,3518.57,3560.3,3638.11,3117.49,2614.69,2611.57,2494.32,2823.13,2754.59,2781.48,2747.06,2668.66,2640.52,2571.31,2572.63,2587.0,2522.53,2642.39,2662.77,2660.16,2825.95,3220.95,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,ACTIVIDADES DE SERVICIOS RELACIONADOS CON LA IMPRESIÓN,1812,547.47,451.11,522.9,528.92,499.41,519.08,394.42,330.36,336.26,234.58,220.11,264.92,177.76,297.74,217.88,45.25,84.78,134.14,147.91,145.36,142.12,143.63,169.72,217.33,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,PRODUCCIÓN DE COPIAS A PARTIR DE GRABACIONES ORIGINALES,1820,874.12,796.13,727.32,760.19,764.57,719.55,788.0,901.23,862.28,837.17,837.59,838.09,877.1,923.23,948.77,956.66,921.17,929.05,838.6,919.05,900.0,879.57,755.57,854.43,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,1910,422.49,313.63,394.96,372.92,373.87,411.94,413.07,347.15,347.98,552.2,602.64,590.7,487.83,395.32,360.58,364.36,387.15,391.91,407.67,411.07,419.45,428.5,409.63,187.85,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,1921,2771.14,2760.07,2763.82,2759.36,2747.62,2745.2,2723.04,2727.0,2717.44,2737.8,2738.05,2759.52,2760.25,2765.02,2774.07,2778.39,2780.68,2777.05,2820.37,2825.67,2800.48,2791.62,2800.27,2753.1,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUÍMICOS BÁSICOS,2011,43236.22,43273.6,42994.51,42754.27,41771.58,41555.84,41222.1,37169.54,35108.12,29312.52,25448.99,25153.15,25268.01,27627.56,24181.59,28830.7,41606.07,43053.94,43486.21,40332.71,39859.78,39029.25,39250.13,39784.84,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE ABONOS Y COMPUESTOS INORGÁNICOS NITROGENADOS,2012,554.8,554.78,552.95,549.18,548.1,559.42,562.06,525.6,511.19,436.38,415.74,422.22,402.7,555.71,705.84,781.14,815.97,812.61,786.95,698.2,627.23,615.28,652.98,676.0,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PLÁSTICOS EN FORMAS PRIMARIAS,2013,9105.71,9027.84,9016.32,8955.8,9051.18,8463.76,7553.0,7236.13,6935.96,7154.1,7395.15,7191.66,7056.08,7299.87,7300.22,7281.67,7464.6,7332.55,7266.83,7324.6,7570.65,7731.28,8107.03,8380.8,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,2014,13.74,15.26,17.2,13.89,13.0,8.06,1.18,0.37,0.34,0.35,0.37,0.34,0.38,0.35,0.38,0.35,0.38,1.22,3.18,3.67,3.72,3.71,3.66,3.65,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,2021,2875.85,2867.95,2871.93,2750.06,2656.08,2611.4,2535.81,2359.93,2198.47,2020.52,2109.47,2025.47,2040.52,2239.22,2329.57,2323.52,2336.5,2436.76,2506.21,2586.64,2677.49,2657.05,2562.61,2579.47,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PINTURAS, BARNICES Y REVESTIMIENTOS SIMILARES, TINTAS PARA IMPRESIÓN Y MASILLAS",2022,1325.97,1333.27,1355.71,1314.46,1127.8,968.67,827.49,675.3,687.48,701.17,693.3,653.64,562.62,551.15,627.71,639.84,693.89,769.33,830.17,853.13,843.43,882.88,918.19,969.47,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR; PERFUMES Y PREPARADOS DE TOCADOR",2023,20921.31,20595.69,20443.64,20638.43,20381.9,20098.14,19265.56,18577.58,17320.4,15967.2,16476.55,17083.93,16737.57,16852.32,17032.42,17907.27,20052.78,20799.48,20877.05,20513.66,19378.86,19715.44,21284.86,21363.68,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,2029,16337.25,16665.42,16300.23,16238.77,16221.91,15976.76,16525.11,17469.06,17766.73,16622.53,16293.31,16466.37,16707.59,16304.51,16301.66,17032.05,16511.31,16821.43,16432.78,15935.1,15643.74,14893.71,15492.63,15912.63,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FIBRAS SINTÉTICAS Y ARTIFICIALES,2030,1545.49,971.52,1021.14,1023.51,923.66,978.18,1017.83,938.22,888.88,769.98,827.03,902.97,818.85,873.72,907.39,918.76,925.33,985.98,977.75,949.74,991.96,990.78,997.68,1036.87,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO",2100,16452.6,16167.96,16195.22,16145.23,16095.83,16076.08,15931.5,16134.53,16014.81,16191.13,16461.78,16618.9,16470.99,16646.0,16207.25,16171.27,16705.15,16470.77,16417.58,16233.49,16248.43,16254.35,16613.59,16799.27,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE LLANTAS Y NEUMÁTICOS DE CAUCHO,2211,654.56,652.13,628.95,621.42,623.21,636.02,769.02,767.38,701.61,719.55,727.12,753.45,755.42,746.81,743.67,706.59,664.39,649.17,662.21,649.54,621.84,622.72,629.99,1113.09,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,REENCAUCHE DE LLANTAS USADAS,2212,3.39,3.24,3.27,3.28,3.51,3.33,2.83,2.95,3.14,3.31,3.72,3.83,4.13,3.94,3.6,3.69,3.41,3.67,3.75,3.83,3.75,3.72,3.77,3.47,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FORMAS BÁSICAS DE CAUCHO Y OTROS PRODUCTOS N.C.P.,2219,1856.39,1790.02,1830.55,1836.8,1774.48,1638.9,1808.11,1766.43,1713.77,1593.24,1498.36,1584.74,1529.93,1454.88,1391.5,1352.26,1497.71,1513.36,1479.66,1525.44,1532.46,1737.55,1954.69,1971.58,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,222,5071.9,5038.72,4959.19,4967.45,4817.74,4730.5,4816.21,4718.36,4618.7,4695.41,4706.29,4698.95,4694.94,4570.89,4695.41,4622.38,4753.24,4749.34,4680.39,4527.63,4505.44,4625.68,4943.08,5208.91,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE FORMAS BÁSICAS DE PLÁSTICO,2221,24867.94,24835.66,24391.35,24549.0,24116.27,22220.15,21072.98,21471.67,21375.39,21718.68,21802.89,22270.89,21930.98,21883.68,21528.64,21776.97,21484.34,21596.05,21514.9,21601.05,21956.46,22313.61,22838.8,23162.16,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO N.C.P.,2229,97747.92,97695.48,98006.27,98139.39,97165.38,91242.65,86197.59,84096.02,82264.91,80113.31,79518.13,81150.74,80498.58,78774.72,79140.56,83525.2,88318.3,89290.92,89431.09,90551.74,91695.5,93526.42,96077.64,98101.87,2024-05-01
CIIU,INDUSTRIAS MANUFACTURERAS,FABRICACIÓN DE VIDRIO Y PRODUCTOS DE VIDRIO,2310,30236.58,30216.8,30018.33,30058.1,31154.79,29876.71,29483.0,29556.99,30731.18,30890.51,30244.97,30088.75,29558.35,29135.75,30287.06,30504.16,31219.33,31168.17,30375.02,31267.46,30669.36,30342.88,31822.61,32733.46,2024-05-01
