Id,Value,Date
Sistema,223038656.59,2024-04-29
Sistema,228329949.25,2024-04-30
Sistema,210982746.19,2024-05-01
Sistema,228433966.1,2024-05-02
Sistema,229142495.12,2024-05-03
Sistema,140880.0,2024-05-04
Sistema,207300.0,2024-05-05
