var_cap_id,timepoint_id,gen_max_capacity_factor
EolicaCaribe,1,0.8243657044348142
EolicaCaribe,10,0.7929624396528001
EolicaCaribe,100,0.7696964778632421
EolicaCaribe,101,0.770690079435734
EolicaCaribe,102,0.7831422591198183
EolicaCaribe,103,0.7751662499306272
EolicaCaribe,104,0.75472861103216
EolicaCaribe,105,0.749768925983003
EolicaCaribe,106,0.7482718655342747
EolicaCaribe,107,0.7455883429926323
EolicaCaribe,108,0.7436852343312106
EolicaCaribe,109,0.7321168181277565
EolicaCaribe,11,0.794729707347153
EolicaCaribe,110,0.7192685964229665
EolicaCaribe,111,0.7141091735471251
EolicaCaribe,112,0.7137777931801378
EolicaCaribe,113,0.7241542374138185
EolicaCaribe,114,0.7619140960292712
EolicaCaribe,115,0.8108697561385559
EolicaCaribe,116,0.8249780898312101
EolicaCaribe,117,0.8291431633453077
EolicaCaribe,118,0.8272089619139318
EolicaCaribe,119,0.8145086411833011
EolicaCaribe,12,0.7904618932677406
EolicaCaribe,120,0.8007598548509048
EolicaCaribe,121,0.7879424542653304
EolicaCaribe,122,0.7924541263410236
EolicaCaribe,123,0.7868489395593447
EolicaCaribe,124,0.7888212260873928
EolicaCaribe,125,0.7609499651870416
EolicaCaribe,126,0.7489684498546407
EolicaCaribe,127,0.7540496312634065
EolicaCaribe,128,0.7479394377318861
EolicaCaribe,129,0.7520987190509252
EolicaCaribe,13,0.790967584049029
EolicaCaribe,130,0.7729548943851466
EolicaCaribe,131,0.773350401516763
EolicaCaribe,132,0.7692787904174835
EolicaCaribe,133,0.7720891484643791
EolicaCaribe,134,0.7645442703843225
EolicaCaribe,135,0.7622890597861692
EolicaCaribe,136,0.7601426184208363
EolicaCaribe,137,0.7627604106530644
EolicaCaribe,138,0.7728822000845997
EolicaCaribe,139,0.8249810927042945
EolicaCaribe,14,0.7938997869660064
EolicaCaribe,140,0.8329236246212939
EolicaCaribe,141,0.8481775744888788
EolicaCaribe,142,0.8438121978318978
EolicaCaribe,143,0.8250823414444929
EolicaCaribe,144,0.8109418931964593
EolicaCaribe,145,0.7126276604623869
EolicaCaribe,146,0.7002469238035712
EolicaCaribe,147,0.6898917417068553
EolicaCaribe,148,0.682802301354544
EolicaCaribe,149,0.6785379905130055
EolicaCaribe,15,0.8030743434525535
EolicaCaribe,150,0.6696312243328156
EolicaCaribe,151,0.6606409962153216
EolicaCaribe,152,0.6283568721399992
EolicaCaribe,153,0.620382421615577
EolicaCaribe,154,0.6117072573596873
EolicaCaribe,155,0.600241077528518
EolicaCaribe,156,0.5844670192213068
EolicaCaribe,157,0.5665723974056068
EolicaCaribe,158,0.5550677729106246
EolicaCaribe,159,0.5565802637342303
EolicaCaribe,16,0.814752775157909
EolicaCaribe,160,0.5782943522146643
EolicaCaribe,161,0.6225361345723133
EolicaCaribe,162,0.6941322916977456
EolicaCaribe,163,0.7413863427071651
EolicaCaribe,164,0.7575779081597444
EolicaCaribe,165,0.76215152414499
EolicaCaribe,166,0.757468521388848
EolicaCaribe,167,0.7461526097114993
EolicaCaribe,168,0.7289372715458518
EolicaCaribe,169,0.7226742193451786
EolicaCaribe,17,0.8346296878948181
EolicaCaribe,170,0.7155153302397398
EolicaCaribe,171,0.7016278779849205
EolicaCaribe,172,0.6978229043853462
EolicaCaribe,173,0.6955612576174194
EolicaCaribe,174,0.6871675040380641
EolicaCaribe,175,0.6721496053799263
EolicaCaribe,176,0.648111998039718
EolicaCaribe,177,0.6379658423024052
EolicaCaribe,178,0.6260020467443207
EolicaCaribe,179,0.6199737407119759
EolicaCaribe,18,0.8717417645804301
EolicaCaribe,180,0.6000482510829911
EolicaCaribe,181,0.5789391215567581
EolicaCaribe,182,0.566022493008493
EolicaCaribe,183,0.5622747877344916
EolicaCaribe,184,0.5804088850809436
EolicaCaribe,185,0.6202025833967666
EolicaCaribe,186,0.6775248445798829
EolicaCaribe,187,0.7199739023569749
EolicaCaribe,188,0.7474723176176769
EolicaCaribe,189,0.7570458363834947
EolicaCaribe,19,0.892039253798509
EolicaCaribe,190,0.746156024878203
EolicaCaribe,191,0.7343723773681012
EolicaCaribe,192,0.7246459581597758
EolicaCaribe,2,0.8187613923031832
EolicaCaribe,20,0.88998441373918
EolicaCaribe,21,0.8831142181945458
EolicaCaribe,22,0.8701716925122297
EolicaCaribe,23,0.8565884202263775
EolicaCaribe,24,0.839106678892423
EolicaCaribe,25,0.839296057417188
EolicaCaribe,26,0.8290245732430268
EolicaCaribe,27,0.8343918975238432
EolicaCaribe,28,0.8315014991025064
EolicaCaribe,29,0.8361420770435898
EolicaCaribe,3,0.8135589759783332
EolicaCaribe,30,0.8332216086293035
EolicaCaribe,31,0.8156963356126959
EolicaCaribe,32,0.8170301860691476
EolicaCaribe,33,0.8110992494402917
EolicaCaribe,34,0.7939223483873823
EolicaCaribe,35,0.7988974934063018
EolicaCaribe,36,0.792617561496538
EolicaCaribe,37,0.7875104253246231
EolicaCaribe,38,0.787368468237642
EolicaCaribe,39,0.7985300350996605
EolicaCaribe,4,0.8125266053435403
EolicaCaribe,40,0.8144226806569531
EolicaCaribe,41,0.8436367194266455
EolicaCaribe,42,0.8795684190762955
EolicaCaribe,43,0.8962496483164714
EolicaCaribe,44,0.888984829060092
EolicaCaribe,45,0.8813808914590674
EolicaCaribe,46,0.8683033288106353
EolicaCaribe,47,0.8509395579726854
EolicaCaribe,48,0.8344232867910278
EolicaCaribe,49,0.7893752215490811
EolicaCaribe,5,0.8096288491260267
EolicaCaribe,50,0.781237229800258
EolicaCaribe,51,0.774120092565013
EolicaCaribe,52,0.7719644474685884
EolicaCaribe,53,0.7721994769836987
EolicaCaribe,54,0.7696029343181077
EolicaCaribe,55,0.74808778659793
EolicaCaribe,56,0.7462924018639391
EolicaCaribe,57,0.7419971334722
EolicaCaribe,58,0.7482578446662238
EolicaCaribe,59,0.7534444446454373
EolicaCaribe,6,0.8088630188914839
EolicaCaribe,60,0.754691938871745
EolicaCaribe,61,0.7472497008076157
EolicaCaribe,62,0.7440762143858352
EolicaCaribe,63,0.7490620499140369
EolicaCaribe,64,0.7662292667635756
EolicaCaribe,65,0.7811781508162124
EolicaCaribe,66,0.8136588361417485
EolicaCaribe,67,0.8381180950912405
EolicaCaribe,68,0.8395520114206646
EolicaCaribe,69,0.8361955015400819
EolicaCaribe,7,0.7993273531514161
EolicaCaribe,70,0.8288269680875752
EolicaCaribe,71,0.8151328272342605
EolicaCaribe,72,0.8010404552351372
EolicaCaribe,73,0.7874153415843018
EolicaCaribe,74,0.7783088328733418
EolicaCaribe,75,0.7847894630855361
EolicaCaribe,76,0.7848370554455251
EolicaCaribe,77,0.7806338100438143
EolicaCaribe,78,0.7808795782343086
EolicaCaribe,79,0.7467683603286365
EolicaCaribe,8,0.7958639426485834
EolicaCaribe,80,0.744883411750093
EolicaCaribe,81,0.747302965077048
EolicaCaribe,82,0.7524486652682185
EolicaCaribe,83,0.7532291752103671
EolicaCaribe,84,0.7485903933873609
EolicaCaribe,85,0.7443363782611657
EolicaCaribe,86,0.7425829148453507
EolicaCaribe,87,0.749857376935876
EolicaCaribe,88,0.7706684380134607
EolicaCaribe,89,0.7862073257409762
EolicaCaribe,9,0.7963464504310914
EolicaCaribe,90,0.8002965583143932
EolicaCaribe,91,0.8375169869683194
EolicaCaribe,92,0.8395290936373615
EolicaCaribe,93,0.8397563207778944
EolicaCaribe,94,0.8254326536113076
EolicaCaribe,95,0.8053257210097223
EolicaCaribe,96,0.7869297154428304
EolicaCaribe,97,0.790666008943254
EolicaCaribe,98,0.7752802095291984
EolicaCaribe,99,0.7683372466291346
pv_solarAntioquia,1,0.0
pv_solarAntioquia,10,0.5312126144086621
pv_solarAntioquia,100,0.0
