GENERATION_PROJECT,timepoint_id,gen_max_capacity_factor
E_Acacias2,1,0.842105415701181
E_Acacias2,10,0.7988569938115254
E_Acacias2,100,0.7725814402827001
E_Acacias2,101,0.771713944079491
E_Acacias2,102,0.7864639552602067
E_Acacias2,103,0.7881964099730351
E_Acacias2,104,0.7583454636931757
E_Acacias2,105,0.7483005627870066
E_Acacias2,106,0.7476480954935548
E_Acacias2,107,0.7458831066649924
E_Acacias2,108,0.7458113594028442
E_Acacias2,109,0.7328681093461441
E_Acacias2,11,0.8015425060952045
E_Acacias2,110,0.7177159602201528
E_Acacias2,111,0.7102974159647655
E_Acacias2,112,0.7070222474675685
E_Acacias2,113,0.7146817724106221
E_Acacias2,114,0.7518966359626279
E_Acacias2,115,0.801729653875245
E_Acacias2,116,0.8206681476924556
E_Acacias2,117,0.8297153115435028
E_Acacias2,118,0.8322007615792986
E_Acacias2,119,0.8215693579131697
E_Acacias2,12,0.7964474845183744
E_Acacias2,120,0.8085328279058098
E_Acacias2,121,0.7933684339101017
E_Acacias2,122,0.7990324366026695
E_Acacias2,123,0.7924429203603054
E_Acacias2,124,0.7925272703233837
E_Acacias2,125,0.7577717794699053
E_Acacias2,126,0.7437466127426985
E_Acacias2,127,0.7615150768997203
E_Acacias2,128,0.7474470768013071
E_Acacias2,129,0.7470390300064962
E_Acacias2,13,0.7955759542866708
E_Acacias2,130,0.7729890459566062
E_Acacias2,131,0.7745723517525287
E_Acacias2,132,0.7706643387910636
E_Acacias2,133,0.7757376808676278
E_Acacias2,134,0.7671603405942164
E_Acacias2,135,0.7623935076481241
E_Acacias2,136,0.7583370392860282
E_Acacias2,137,0.7576879490313645
E_Acacias2,138,0.7627669055839894
E_Acacias2,139,0.8173298367750493
E_Acacias2,14,0.7972930826423825
E_Acacias2,140,0.8288135470210615
E_Acacias2,141,0.8502338727191581
E_Acacias2,142,0.8498494558715616
E_Acacias2,143,0.8322013418932739
E_Acacias2,144,0.8189010516999163
E_Acacias2,145,0.7297439008840769
E_Acacias2,146,0.7164911594141842
E_Acacias2,147,0.7043498829434466
E_Acacias2,148,0.695422058215288
E_Acacias2,149,0.6900822771612032
E_Acacias2,15,0.8049322738645299
E_Acacias2,150,0.6792334002810413
E_Acacias2,151,0.6789844618968377
E_Acacias2,152,0.6514888285350329
E_Acacias2,153,0.6319554293955166
E_Acacias2,154,0.6197004189249146
E_Acacias2,155,0.6086790210102115
E_Acacias2,156,0.5926879200787792
E_Acacias2,157,0.5731856172619464
E_Acacias2,158,0.5598537527060164
E_Acacias2,159,0.5589408785636295
E_Acacias2,16,0.8153043443929368
E_Acacias2,160,0.5795456118126664
E_Acacias2,161,0.622943907887233
E_Acacias2,162,0.690475483957863
E_Acacias2,163,0.7381973714198035
E_Acacias2,164,0.7595587940128239
E_Acacias2,165,0.7693150250480127
E_Acacias2,166,0.7692341357644746
E_Acacias2,167,0.7616747013578082
E_Acacias2,168,0.7453301821981647
E_Acacias2,169,0.7369855266651822
E_Acacias2,17,0.8337889009909323
E_Acacias2,170,0.7291314312361037
E_Acacias2,171,0.7129614600574542
E_Acacias2,172,0.708644893148898
E_Acacias2,173,0.7057343272165595
E_Acacias2,174,0.6963115363863738
E_Acacias2,175,0.6894170053617721
E_Acacias2,176,0.6715645863708442
E_Acacias2,177,0.6505515585288132
E_Acacias2,178,0.636868168100913
E_Acacias2,179,0.631994037861559
E_Acacias2,18,0.8695280142489541
E_Acacias2,180,0.6115112537648073
E_Acacias2,181,0.5887113922574453
E_Acacias2,182,0.573297606649942
E_Acacias2,183,0.5665704383516262
E_Acacias2,184,0.5822457686405484
E_Acacias2,185,0.6198811537274407
E_Acacias2,186,0.6714015112851279
E_Acacias2,187,0.7142588438628675
E_Acacias2,188,0.7492103776065405
E_Acacias2,189,0.7644471531427297
E_Acacias2,19,0.8945603898710077
E_Acacias2,190,0.7573713099300992
E_Acacias2,191,0.7484285323954244
E_Acacias2,192,0.741090011089632
E_Acacias2,2,0.8351466502619348
E_Acacias2,20,0.8979158928058834
E_Acacias2,21,0.8960744359677333
E_Acacias2,22,0.8873813534493501
E_Acacias2,23,0.8763917242599771
E_Acacias2,24,0.8582894386342111
E_Acacias2,25,0.8594408508360994
E_Acacias2,26,0.8468620817656668
E_Acacias2,27,0.8525051604992098
E_Acacias2,28,0.8475229662730014
E_Acacias2,29,0.8513941653434386
E_Acacias2,3,0.8276791716640576
E_Acacias2,30,0.8480136288130389
E_Acacias2,31,0.8367331233724651
E_Acacias2,32,0.8311078247809338
E_Acacias2,33,0.8175617255085541
E_Acacias2,34,0.7992895047836157
E_Acacias2,35,0.8058999448402019
E_Acacias2,36,0.7988166900446214
E_Acacias2,37,0.7913949175347255
